lga_code16,lab_1000_1249_h_0,lab_1000_1249_h_1_15,lab_1000_1249_h_16_24,lab_1000_1249_h_25_34,lab_1000_1249_h_35_39,lab_1000_1249_h_40,lab_1000_1249_h_41_48,lab_1000_1249_h_49mo,lab_1000_1249_h_ns,lab_1000_1249_h_tot,lab_1250_1499_h_0,lab_1250_1499_h_1_15,lab_1250_1499_h_16_24,lab_1250_1499_h_25_34,lab_1250_1499_h_35_39,lab_1250_1499_h_40,lab_1250_1499_h_41_48,lab_1250_1499_h_49mo,lab_1250_1499_h_ns,lab_1250_1499_h_tot,lab_1500_1749_h_0,lab_1500_1749_h_1_15,lab_1500_1749_h_16_24,lab_1500_1749_h_25_34,lab_1500_1749_h_35_39,lab_1500_1749_h_40,lab_1500_1749_h_41_48,lab_1500_1749_h_49mo,lab_1500_1749_h_ns,lab_1500_1749_h_tot,lab_1750_1999_h_0,lab_1750_1999_h_1_15,lab_1750_1999_h_16_24,lab_1750_1999_h_25_34,lab_1750_1999_h_35_39,lab_1750_1999_h_40,lab_1750_1999_h_41_48,lab_1750_1999_h_49mo,lab_1750_1999_h_ns,lab_1750_1999_h_tot,lab_2000_2999_h_0,lab_2000_2999_h_1_15,lab_2000_2999_h_16_24,lab_2000_2999_h_25_34,lab_2000_2999_h_35_39,lab_2000_2999_h_40,lab_2000_2999_h_41_48,lab_2000_2999_h_49mo,lab_2000_2999_h_ns,lab_2000_2999_h_tot,lab_3000mo_h_0,lab_3000mo_h_1_15,lab_3000mo_h_16_24,lab_3000mo_h_25_34,lab_3000mo_h_35_39,lab_3000mo_h_40,lab_3000mo_h_41_48,lab_3000mo_h_49mo,lab_3000mo_h_ns,lab_3000mo_h_tot,lab_pins_h_0,lab_pins_h_1_15,lab_pins_h_16_24,lab_pins_h_25_34,lab_pins_h_35_39,lab_pins_h_40,lab_pins_h_41_48,lab_pins_h_49mo,lab_pins_h_ns,lab_pins_h_tot,lab_tot_h_0,lab_tot_h_1_15,lab_tot_h_16_24,lab_tot_h_25_34,lab_tot_h_35_39,lab_tot_h_40,lab_tot_h_41_48,lab_tot_h_49mo,lab_tot_h_ns,lab_tot_h_tot,oidns_nni_h_0,oidns_nni_h_1_15,oidns_nni_h_16_24,oidns_nni_h_25_34,oidns_nni_h_35_39,oidns_nni_h_40,oidns_nni_h_41_48,oidns_nni_h_49mo,oidns_nni_h_ns,oidns_nni_h_tot,oidns_1_149_h_0,oidns_1_149_h_1_15,oidns_1_149_h_16_24,oidns_1_149_h_25_34,oidns_1_149_h_35_39,oidns_1_149_h_40,oidns_1_149_h_41_48,oidns_1_149_h_49mo,oidns_1_149_h_ns,oidns_1_149_h_tot,oidns_150_299_h_0,oidns_150_299_h_1_15,oidns_150_299_h_16_24,oidns_150_299_h_25_34,oidns_150_299_h_35_39,oidns_150_299_h_40,oidns_150_299_h_41_48,oidns_150_299_h_49mo,oidns_150_299_h_ns,oidns_150_299_h_tot,oidns_300_399_h_0,oidns_300_399_h_1_15,oidns_300_399_h_16_24,oidns_300_399_h_25_34,oidns_300_399_h_35_39,oidns_300_399_h_40,oidns_300_399_h_41_48,oidns_300_399_h_49mo,oidns_300_399_h_ns,oidns_300_399_h_tot,oidns_400_499_h_0,oidns_400_499_h_1_15,oidns_400_499_h_16_24,oidns_400_499_h_25_34,oidns_400_499_h_35_39,oidns_400_499_h_40,oidns_400_499_h_41_48,oidns_400_499_h_49mo,oidns_400_499_h_ns,oidns_400_499_h_tot,oidns_500_649_h_0,oidns_500_649_h_1_15,oidns_500_649_h_16_24,oidns_500_649_h_25_34,oidns_500_649_h_35_39,oidns_500_649_h_40,oidns_500_649_h_41_48,oidns_500_649_h_49mo,oidns_500_649_h_ns,oidns_500_649_h_tot,oidns_650_799_h_0,oidns_650_799_h_1_15,oidns_650_799_h_16_24,oidns_650_799_h_25_34,oidns_650_799_h_35_39,oidns_650_799_h_40,oidns_650_799_h_41_48,oidns_650_799_h_49mo,oidns_650_799_h_ns,oidns_650_799_h_tot,oidns_800_999_h_0,oidns_800_999_h_1_15,oidns_800_999_h_16_24,oidns_800_999_h_25_34,oidns_800_999_h_35_39,oidns_800_999_h_40,oidns_800_999_h_41_48,oidns_800_999_h_49mo,oidns_800_999_h_ns,oidns_800_999_h_tot,oidns_1000_1249_h_0,oidns_1000_1249_h_1_15,oidns_1000_1249_h_16_24,oidns_1000_1249_h_25_34,oidns_1000_1249_h_35_39,oidns_1000_1249_h_40,oidns_1000_1249_h_41_48,oidns_1000_1249_h_49mo,oidns_1000_1249_h_ns,oidns_1000_1249_h_tot,oidns_1250_1499_h_0,oidns_1250_1499_h_1_15,oidns_1250_1499_h_16_24,oidns_1250_1499_h_25_34,oidns_1250_1499_h_35_39,oidns_1250_1499_h_40,oidns_1250_1499_h_41_48,oidns_1250_1499_h_49mo,oidns_1250_1499_h_ns,oidns_1250_1499_h_tot,oidns_1500_1749_h_0,oidns_1500_1749_h_1_15,oidns_1500_1749_h_16_24,oidns_1500_1749_h_25_34,oidns_1500_1749_h_35_39,oidns_1500_1749_h_40,oidns_1500_1749_h_41_48,oidns_1500_1749_h_49mo,oidns_1500_1749_h_ns,oidns_1500_1749_h_tot,oidns_1750_1999_h_0,oidns_1750_1999_h_1_15,oidns_1750_1999_h_16_24,oidns_1750_1999_h_25_34,oidns_1750_1999_h_35_39,oidns_1750_1999_h_40,oidns_1750_1999_h_41_48,oidns_1750_1999_h_49mo,oidns_1750_1999_h_ns,oidns_1750_1999_h_tot,lga_name16
14600,0,0,0,0,4,9,5,4,0,25,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,50,21,31,38,48,17,35,7,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Lachlan (A)
14650,20,17,29,40,145,166,69,64,8,552,6,6,14,10,49,65,31,44,0,219,0,0,3,3,25,24,13,23,0,96,4,0,3,3,7,10,11,22,0,55,0,0,3,0,0,6,3,11,0,31,0,0,0,0,0,4,0,12,0,16,10,22,3,14,21,8,4,0,9,93,245,1503,814,813,1035,831,285,313,87,5927,0,3,0,0,0,3,0,3,4,12,7,15,0,0,0,0,0,0,14,31,0,7,0,5,0,0,0,3,13,23,4,7,3,3,0,0,0,3,14,40,3,13,3,0,4,3,0,0,26,54,3,8,8,16,4,9,0,4,19,71,5,9,4,9,12,12,0,6,26,83,4,0,4,3,29,17,3,4,20,86,8,3,3,4,16,20,12,11,17,83,3,0,0,0,11,22,6,6,7,59,0,0,0,0,9,3,3,10,3,39,8,0,0,0,4,3,0,8,4,33,Lake Macquarie (C)
14700,3,4,3,11,69,29,17,5,0,148,0,3,3,0,33,12,12,11,0,69,0,0,0,0,12,10,3,3,0,31,0,0,0,0,0,0,8,6,0,17,0,0,4,0,3,5,4,8,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,16,135,164,84,220,121,62,45,12,856,0,3,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,8,15,0,0,3,3,0,3,0,0,8,17,0,3,3,0,3,5,3,0,3,21,0,0,4,3,10,8,0,0,15,38,0,3,3,0,9,8,0,4,10,37,0,0,4,0,10,9,4,7,3,34,0,3,0,0,3,11,3,4,4,32,0,0,0,0,0,7,0,0,0,8,Lane Cove (A)
14750,12,0,4,5,20,70,15,23,0,140,0,0,3,0,14,21,3,8,3,54,0,0,0,0,0,13,4,6,0,21,0,0,0,0,0,9,4,8,0,18,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,19,36,96,56,76,167,327,61,95,21,929,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,14,0,0,0,0,7,0,0,0,3,11,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,0,0,0,0,5,Leeton (A)
14850,9,3,3,18,44,41,16,22,0,160,3,0,6,0,5,10,10,11,0,39,0,0,0,4,7,4,3,4,0,22,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,3,4,3,9,5,3,0,0,9,35,91,478,293,335,419,257,98,105,54,2133,0,0,0,0,0,0,0,0,10,15,0,4,0,0,0,0,0,0,7,14,3,3,3,0,0,0,0,0,8,17,0,4,0,0,0,0,0,0,11,20,0,3,0,4,0,0,0,0,8,19,3,3,3,0,3,0,0,0,15,26,0,0,4,3,6,6,0,0,12,38,3,0,6,4,6,5,3,3,3,34,0,0,0,0,9,3,0,3,0,15,0,3,0,0,5,7,0,4,0,19,0,0,0,0,5,7,0,0,0,16,0,0,0,0,0,0,0,3,0,4,Lismore (C)
14870,3,0,3,0,18,27,6,3,0,66,0,0,0,0,11,12,3,4,0,38,0,0,0,0,3,6,3,9,0,19,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,4,0,0,3,12,26,182,104,95,126,118,40,39,18,763,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,10,0,5,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,0,4,10,3,4,3,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,7,0,0,0,3,3,4,0,3,0,15,0,3,0,0,3,4,0,0,0,16,0,0,0,0,3,3,0,0,0,6,0,0,0,0,6,0,0,3,0,17,0,0,0,0,0,3,0,0,0,5,Lithgow (C)
14900,10,20,22,38,194,205,94,101,13,706,6,6,9,13,60,87,48,65,7,307,4,4,4,4,24,43,34,43,3,151,3,0,0,3,9,21,12,40,0,83,3,0,0,0,7,13,3,27,4,60,0,3,0,0,3,3,3,7,0,22,6,9,19,12,25,9,3,4,21,113,178,1129,893,784,1492,1064,373,448,174,6520,4,8,0,0,3,3,0,4,33,56,4,17,5,0,0,0,0,0,24,46,3,22,11,0,0,3,0,3,25,66,5,6,18,13,3,0,0,0,32,79,4,10,11,7,6,3,0,0,36,78,0,7,11,20,26,5,0,9,35,115,10,13,11,18,45,24,5,9,39,160,6,7,3,17,54,57,14,12,43,216,4,7,3,6,52,56,15,25,32,188,10,0,4,7,40,29,13,22,22,136,0,0,0,0,21,26,18,18,8,97,0,0,0,0,9,12,6,17,0,47,Liverpool (C)
14920,0,0,0,0,10,8,4,6,0,40,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,12,13,68,39,53,59,60,36,54,10,395,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool Plains (A)
14950,0,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,26,7,17,5,15,7,8,6,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart (A)
15050,7,5,4,18,45,86,36,38,5,237,4,3,9,13,20,32,18,24,0,118,5,0,0,7,13,10,6,26,0,71,3,3,0,3,0,7,4,17,0,34,0,0,0,0,0,8,7,14,3,31,0,3,0,0,0,0,0,5,3,7,5,19,8,7,3,3,0,3,3,57,82,769,398,347,378,346,148,192,51,2711,0,0,0,0,0,0,0,4,5,9,0,7,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,3,12,0,0,4,3,0,0,0,0,14,19,3,0,3,3,0,0,0,0,17,24,0,0,3,5,0,0,3,0,10,26,3,3,0,5,10,4,0,3,6,30,3,0,0,8,14,13,0,4,3,50,0,3,0,0,13,11,4,3,8,41,0,0,0,0,8,0,3,6,5,26,5,0,0,0,8,9,3,6,4,31,0,0,0,0,0,3,0,5,6,17,Maitland (C)
15240,29,11,14,22,53,49,36,40,3,252,17,3,4,3,17,20,14,11,4,102,0,3,3,0,9,10,3,8,0,32,0,0,0,0,6,5,7,14,0,32,0,0,0,0,0,0,0,5,0,13,0,3,3,3,0,0,0,0,0,18,10,16,5,7,6,9,0,6,9,70,247,872,547,472,491,361,171,220,89,3472,3,3,0,0,3,0,0,3,13,26,3,11,0,4,0,0,0,0,13,30,7,3,0,0,0,3,0,0,10,23,0,8,0,0,0,0,0,0,24,41,0,0,3,3,0,3,0,0,22,37,4,4,4,3,4,4,0,5,17,46,6,0,0,3,7,12,4,10,21,63,4,0,0,0,6,11,4,7,8,43,0,4,0,0,14,3,3,8,9,34,0,3,0,0,3,3,4,0,3,16,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,3,0,0,10,Mid-Coast (A)
15270,4,3,4,3,11,16,11,12,3,67,0,3,0,3,6,6,7,9,0,36,0,0,0,0,3,11,3,8,0,21,0,0,0,0,3,0,3,10,0,20,3,0,0,3,0,5,6,10,0,29,0,0,0,3,0,0,0,3,0,16,0,0,0,0,5,3,3,3,5,25,50,242,144,156,159,125,62,114,27,1072,3,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,6,8,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,5,4,12,0,0,0,6,0,0,0,3,0,15,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,Mid-Western Regional (A)
15300,3,0,0,5,9,15,14,39,0,88,3,0,0,0,0,9,7,24,0,37,0,0,3,0,0,3,5,12,3,30,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,0,4,6,3,6,9,35,22,85,65,62,88,115,71,158,22,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,10,0,0,0,0,8,0,0,0,3,14,0,0,0,0,3,4,0,4,5,19,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,Moree Plains (A)
15350,0,0,3,4,10,15,8,8,0,51,0,0,3,0,8,6,3,7,0,28,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,10,109,115,50,75,63,32,33,11,492,3,0,0,0,0,0,0,3,4,11,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,3,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,15,0,0,0,3,0,3,0,3,6,19,0,0,0,4,0,4,0,0,0,11,0,7,0,0,0,3,4,5,0,18,0,0,0,4,4,3,0,0,6,19,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,0,7,Mosman (A)
15520,3,3,3,0,13,24,8,16,0,75,0,0,0,0,5,3,4,4,0,23,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,11,33,157,84,90,104,92,52,84,18,712,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,3,0,0,3,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murray River (A)
15560,3,0,3,0,6,17,0,5,0,39,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,6,16,36,26,41,54,44,20,37,7,277,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murrumbidgee (A)
15650,3,5,4,5,26,27,17,20,3,114,0,0,3,4,17,8,12,17,0,61,0,0,0,3,14,4,5,16,0,42,0,0,0,4,12,3,0,4,0,34,0,0,0,0,5,0,9,16,0,28,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,15,40,173,99,85,185,147,75,109,24,933,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,3,11,0,0,0,7,0,0,0,0,0,18,0,0,0,0,4,3,0,0,0,13,0,0,0,0,4,0,0,0,3,7,0,0,0,0,3,0,0,4,3,10,3,0,0,0,0,0,0,0,3,15,0,0,0,0,3,0,0,5,3,12,Muswellbrook (A)
15700,7,3,9,7,10,20,11,21,3,94,3,0,3,0,11,4,3,19,0,49,0,3,0,3,0,4,0,11,0,24,0,0,0,0,0,0,3,11,0,17,0,0,0,0,0,3,0,3,0,7,0,0,0,0,3,0,0,0,0,8,0,3,0,4,0,0,0,0,0,14,34,200,118,121,105,85,49,100,21,844,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,12,4,0,0,0,0,0,0,0,4,15,0,3,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,3,12,0,3,0,0,3,0,0,0,0,8,0,4,0,0,0,3,0,0,0,11,3,0,0,3,0,0,4,4,0,10,0,0,0,0,3,4,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Nambucca (A)
15750,3,4,3,0,8,18,11,14,5,69,0,0,0,3,14,10,3,10,0,44,0,0,0,0,3,3,3,12,0,20,0,0,0,0,5,0,3,3,0,11,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,0,4,3,22,28,122,74,66,95,117,48,77,20,658,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,8,3,0,0,0,0,0,0,0,8,7,0,0,3,0,0,0,0,3,6,14,3,4,0,3,0,0,0,0,3,12,0,0,0,0,4,0,0,5,0,9,0,0,0,0,3,3,0,0,8,11,0,0,0,0,3,3,3,3,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Narrabri (A)
15800,0,0,0,3,4,10,7,3,0,26,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,55,45,25,51,55,33,20,4,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Narrandera (A)
15850,0,0,0,0,3,9,0,4,0,22,0,0,0,0,0,4,6,5,0,12,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,38,13,15,41,53,18,34,12,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Narromine (A)
15900,28,20,24,65,191,296,105,127,9,875,13,12,12,18,92,128,78,96,4,464,12,0,5,11,30,63,45,69,0,246,6,3,0,8,19,27,24,44,3,143,10,0,0,3,11,25,31,52,3,140,3,6,4,4,0,11,0,12,3,40,7,32,12,14,23,13,11,11,19,138,316,1746,1110,1145,1470,1347,548,614,151,8450,0,0,0,0,4,3,0,5,20,39,0,13,3,0,0,3,0,0,24,49,10,10,3,0,0,0,0,3,21,54,4,11,4,6,0,4,0,3,23,57,6,5,8,7,0,5,0,0,30,68,3,10,11,14,8,9,0,3,31,83,4,5,6,9,24,14,4,13,31,118,9,4,5,18,47,29,9,10,23,143,11,6,3,14,49,43,11,24,15,182,8,0,6,7,33,27,13,11,13,129,0,0,0,3,18,39,15,17,14,104,3,0,0,3,16,17,9,20,3,67,Newcastle (C)
15950,3,9,9,16,31,35,24,30,3,159,0,6,4,9,19,29,20,18,3,112,3,3,0,0,9,13,8,16,0,60,0,3,0,0,3,4,4,13,0,36,0,3,3,3,0,4,8,13,0,40,0,0,0,6,3,3,3,3,0,15,0,0,4,3,0,3,0,0,3,21,51,357,514,222,284,242,124,135,71,1999,0,5,3,0,3,0,0,3,22,38,0,5,3,0,0,3,0,0,17,30,0,13,8,0,0,0,0,0,22,51,0,10,18,0,0,0,0,0,19,45,0,4,14,6,0,4,3,4,18,48,0,0,9,5,7,6,3,0,20,43,0,3,7,11,16,9,6,3,32,95,3,4,5,7,30,34,5,3,35,126,4,8,0,5,40,41,9,14,41,159,5,0,0,4,21,34,8,16,17,109,3,4,4,3,18,28,7,6,13,87,4,5,0,0,13,26,8,7,13,74,North Sydney (A)
15990,14,18,25,34,150,176,68,86,8,569,3,11,9,13,59,81,26,72,3,275,4,8,5,12,27,31,26,61,3,178,0,4,4,5,14,16,7,27,0,78,0,3,9,3,6,21,10,20,0,70,0,9,3,3,0,6,0,11,5,31,3,17,10,6,11,11,4,9,17,87,177,1475,1086,652,1056,863,287,419,101,6109,15,3,3,5,0,8,0,3,23,53,0,21,0,4,0,0,0,4,16,51,3,17,5,3,0,3,0,0,23,54,3,13,9,3,3,3,0,0,19,54,4,13,15,3,4,5,5,3,18,66,0,5,13,15,6,9,3,10,31,98,3,10,6,19,24,22,3,4,28,123,8,10,17,11,32,30,8,12,30,145,3,3,11,14,38,27,7,17,29,145,4,9,3,5,20,21,8,11,25,114,3,3,0,0,12,18,8,17,14,78,0,3,0,4,9,12,5,8,3,41,Northern Beaches (A)
16100,0,0,0,0,15,4,4,5,0,30,0,0,0,0,3,0,4,6,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,36,30,19,65,47,28,27,6,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,Oberon (A)
16150,4,4,5,12,26,27,17,33,3,139,0,0,3,0,9,14,9,21,0,58,0,0,3,0,3,6,7,16,0,34,0,0,0,0,0,0,4,5,0,18,0,0,3,0,3,0,0,4,0,12,0,3,0,0,0,4,0,0,0,12,0,7,7,4,3,5,6,3,3,32,64,400,251,213,279,246,114,138,35,1751,0,0,0,0,0,0,0,0,4,6,3,5,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,5,11,0,3,0,0,0,0,0,0,13,16,3,0,0,0,0,0,0,0,10,17,0,3,3,4,4,0,0,0,7,28,3,3,0,3,14,4,0,0,6,29,0,3,3,0,12,5,3,3,6,32,0,0,0,0,7,9,3,3,4,30,0,0,0,0,3,8,0,7,0,16,0,0,0,0,9,3,0,4,0,13,0,0,0,0,0,3,0,0,0,10,Orange (C)
16200,4,0,3,0,16,16,10,5,0,50,7,0,0,0,8,5,9,3,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,4,3,0,0,0,0,0,7,15,33,107,65,75,80,84,44,34,11,535,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,8,13,0,0,0,0,3,3,0,5,3,12,0,0,0,0,0,3,0,0,3,9,0,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,Parkes (A)
