lga_code16,uie_idns_omoe_nil_em,uie_idns_omoe_1_19_em,uie_idns_omoe_20more_em,uie_idns_omoe_ne_ns,uie_idns_tot,uie_tot_omoe_nil_em,uie_tot_omoe_1_19_em,uie_tot_omoe_20more_em,uie_tot_omoe_ne_ns,uie_tot_tot,lga_name16
53220,5,0,0,0,4,71,20,4,0,101,East Pilbara (S)
53290,14,4,0,0,23,400,320,3,13,733,Esperance (S)
53360,9,0,0,0,9,85,29,0,0,114,Exmouth (S)
53430,86,23,0,6,116,1356,419,22,18,1817,Fremantle (C)
53570,7,3,0,0,6,176,79,0,9,267,Gingin (S)
53640,3,0,0,0,3,49,59,0,3,107,Gnowangerup (S)
54280,22,12,0,0,33,345,166,3,9,521,Kalgoorlie/Boulder (C)
54310,16,7,0,0,22,198,46,10,5,263,Karratha (C)
53710,0,0,0,0,0,38,21,0,0,63,Goomalling (S)
53780,90,19,4,4,118,1773,509,16,14,2319,Gosnells (C)
53800,39,18,0,3,62,698,376,7,17,1098,Greater Geraldton (C)
53920,4,0,0,0,4,13,3,0,0,20,Halls Creek (S)
53990,13,3,0,0,21,437,171,5,11,622,Harvey (S)
54060,0,0,0,0,0,74,53,0,0,132,Irwin (S)
54130,3,0,0,0,4,74,74,0,3,151,Jerramungup (S)
54170,204,30,4,8,240,3426,861,38,25,4348,Joondalup (C)
54200,76,21,0,3,97,1083,323,6,18,1431,Kalamunda (S)
54340,3,3,0,0,7,86,76,0,6,162,Katanning (S)
54410,0,0,0,0,3,37,33,0,3,78,Kellerberrin (S)
54480,0,0,0,0,0,32,41,5,0,78,Kent (S)
54550,0,0,0,0,3,121,82,0,8,212,Kojonup (S)
54620,4,0,0,0,4,41,38,0,0,75,Kondinin (S)
54690,0,0,0,0,0,29,17,0,0,51,Koorda (S)
54760,0,0,0,0,0,54,53,0,0,104,Kulin (S)
54830,23,6,0,4,35,501,123,4,7,639,Kwinana (C)
54900,0,0,0,0,8,65,103,0,9,176,Lake Grace (S)
54970,0,0,0,0,0,8,0,0,0,10,Laverton (S)
55040,0,0,0,0,0,27,7,0,0,33,Leonora (S)
55110,74,16,0,0,98,1437,478,27,15,1954,Mandurah (C)
55180,9,3,0,0,13,284,181,10,5,478,Manjimup (S)
55250,6,0,0,0,6,24,15,0,0,42,Meekatharra (S)
55320,124,26,0,5,157,2070,576,25,22,2695,Melville (C)
55950,0,0,0,0,0,32,21,0,0,52,Mukinbudin (S)
55390,0,0,0,0,0,6,0,0,0,10,Menzies (S)
55460,3,0,0,0,5,75,62,0,3,139,Merredin (S)
55530,0,0,0,0,0,9,35,0,0,47,Mingenew (S)
56090,46,10,0,0,55,920,220,9,13,1162,Mundaring (S)
55600,4,0,0,0,3,78,84,0,0,162,Moora (S)
55670,0,0,0,0,0,27,20,0,0,51,Morawa (S)
56860,0,0,0,0,0,6,9,0,0,16,Nungarin (S)
55740,14,0,0,0,16,173,28,3,0,206,Mosman Park (T)
55810,0,0,0,0,0,18,8,0,0,17,Mount Magnet (S)
55880,0,0,0,0,0,43,41,0,0,88,Mount Marshall (S)
56160,0,0,0,0,0,3,3,0,0,4,Murchison (S)
56230,22,5,0,0,26,296,118,0,0,421,Murray (S)
56300,0,0,0,0,0,63,30,0,0,92,Nannup (S)
56370,3,0,0,0,3,44,25,0,3,69,Narembeen (S)
56460,0,0,0,0,3,124,107,0,6,243,Narrogin (S)
56580,46,14,0,0,60,659,202,13,7,885,Nedlands (C)
56620,0,0,0,0,0,3,0,0,0,6,Ngaanyatjarraku (S)
56730,13,0,0,0,14,223,111,0,7,337,Northam (S)
56790,5,0,0,0,7,108,98,0,8,218,Northampton (S)
56930,0,0,0,0,0,68,19,0,3,91,Peppermint Grove (S)
57630,0,0,0,0,0,8,5,0,0,9,Sandstone (S)
57700,26,4,0,0,34,513,168,0,8,690,Serpentine-Jarrahdale (S)
57770,0,0,0,0,0,22,21,0,0,42,Shark Bay (S)
57840,59,12,0,0,72,790,268,24,5,1078,South Perth (C)
57910,236,59,3,5,303,4271,1177,84,52,5588,Stirling (C)
57980,41,11,0,0,56,756,301,33,9,1106,Subiaco (C)
58050,176,51,3,3,230,2693,891,43,22,3657,Swan (C)
58190,0,0,0,0,0,12,15,0,0,33,Tammin (S)
58260,0,0,0,0,0,24,20,0,0,42,Three Springs (S)
57000,3,0,0,0,4,23,23,0,0,51,Perenjori (S)
57080,145,32,3,3,184,1632,698,370,26,2728,Perth (C)
57140,0,0,0,0,0,39,18,0,3,62,Pingelly (S)
57210,5,3,0,0,8,188,108,3,4,297,Plantagenet (S)
57280,10,4,0,0,17,160,36,3,7,213,Port Hedland (T)
57350,0,0,0,0,0,45,37,0,0,85,Quairading (S)
57420,0,0,0,0,0,59,52,0,3,113,Ravensthorpe (S)
57490,100,23,0,3,132,1831,572,22,19,2446,Rockingham (C)
65010,10,0,0,0,9,159,89,0,3,254,Southern Midlands (M)
65210,3,0,0,0,3,86,35,0,0,125,Tasman (M)
65410,16,4,0,0,17,230,124,3,9,368,Waratah/Wynyard (M)
65610,4,0,0,0,4,53,26,0,0,78,West Coast (M)
58330,10,8,0,0,13,148,38,0,9,195,Toodyay (S)
58400,0,0,0,0,0,21,10,0,0,26,Trayning (S)
58470,0,0,0,0,0,0,3,0,0,3,Upper Gascoyne (S)
58510,62,14,0,0,75,981,266,18,10,1276,Victoria Park (T)
70200,19,0,0,0,16,380,137,10,17,539,Alice Springs (T)
58540,3,0,0,0,3,58,27,0,0,80,Victoria Plains (S)
58570,75,14,0,0,93,1170,393,24,9,1599,Vincent (C)
58610,0,0,0,0,0,56,50,0,0,110,Wagin (S)
58680,0,0,0,0,0,17,15,0,0,33,Wandering (S)
58760,207,60,0,10,276,3752,1096,56,62,4961,Wanneroo (C)
58820,3,3,0,0,4,76,33,0,4,112,Waroona (S)
58890,0,0,0,0,0,66,36,0,0,106,West Arthur (S)
59030,0,0,0,0,0,13,8,3,0,25,Westonia (S)
72800,19,4,0,0,20,324,107,0,3,441,Palmerston (C)
73600,11,0,0,0,11,39,5,0,3,51,Roper Gulf (R)
74050,0,0,0,0,0,0,4,0,0,9,Tiwi Islands (R)
74550,0,0,0,0,0,33,3,0,0,32,Victoria Daly (R)
59100,0,0,0,0,0,43,29,0,0,77,Wickepin (S)
74560,0,0,0,0,0,7,5,0,0,16,Wagait (S)
74660,0,0,0,0,0,10,8,0,0,14,West Arnhem (R)
74680,0,0,0,0,0,4,0,0,0,4,West Daly (R)
79399,6,0,0,0,6,121,34,5,6,170,Unincorporated NT
59170,0,0,0,0,0,59,58,0,0,116,Williams (S)
59250,0,0,0,0,0,7,6,0,0,11,Wiluna (S)
89399,280,43,5,4,334,5910,1547,194,63,7719,Unincorporated ACT
99399,7,0,0,0,8,159,96,0,9,272,Unincorp. Other Territories
59310,0,0,0,0,0,48,51,0,5,98,Wongan-Ballidu (S)
59320,0,0,0,0,0,23,19,0,6,42,Woodanilling (S)
59330,0,0,0,0,0,9,13,0,0,27,Wyalkatchem (S)
59340,11,0,0,0,13,107,64,0,8,173,Wyndham-East Kimberley (S)
59350,0,0,0,0,0,5,4,0,0,13,Yalgoo (S)
59360,3,0,0,0,3,46,32,0,0,84,Yilgarn (S)
59370,6,3,0,0,10,96,58,0,3,158,York (S)
60210,10,0,0,0,11,196,73,0,5,270,Break O'Day (M)
60410,7,3,0,0,6,186,76,0,3,264,Brighton (M)
60610,16,7,0,0,27,275,159,3,3,437,Burnie (C)
60810,11,8,0,0,14,416,183,5,18,619,Central Coast (M) (Tas.)
61010,3,0,0,0,3,52,47,5,5,108,Central Highlands (M) (Tas.)
61210,10,7,0,0,18,216,183,3,6,404,Circular Head (M)
61410,44,5,0,0,50,996,334,19,19,1362,Clarence (C)
61510,10,3,0,0,11,158,66,3,4,231,Derwent Valley (M)
61610,13,4,0,0,21,426,199,3,11,640,Devonport (C)
61810,10,0,0,0,7,176,120,0,3,309,Dorset (M)
62010,0,0,0,0,0,53,20,0,0,76,Flinders (M) (Tas.)
62210,7,0,0,0,7,92,32,3,3,130,George Town (M)
62410,0,0,0,0,3,130,71,0,8,211,Glamorgan/Spring Bay (M)
62610,45,15,0,0,63,831,316,16,11,1167,Glenorchy (C)
62810,80,26,3,3,104,1903,664,83,18,2672,Hobart (C)
63010,8,0,0,0,11,485,148,5,14,650,Huon Valley (M)
63210,7,0,0,0,9,165,46,0,3,210,Kentish (M)
63410,7,0,0,0,7,90,31,0,3,120,King Island (M)
63610,38,3,0,4,46,932,224,3,17,1175,Kingborough (M)
63810,13,3,0,0,13,216,88,4,3,315,Latrobe (M) (Tas.)
64010,42,9,0,0,58,1310,604,51,34,1998,Launceston (C)
64210,19,7,0,0,21,480,218,5,13,721,Meander Valley (M)
64610,8,5,0,0,11,293,115,6,11,420,Northern Midlands (M)
70420,8,3,0,0,9,43,10,0,4,64,Barkly (R)
70540,0,0,0,0,0,0,0,0,0,0,Belyuen (S)
70620,3,0,0,0,6,13,9,0,3,23,Central Desert (R)
70700,0,0,0,0,0,33,3,0,0,39,Coomalie (S)
71000,68,25,0,3,100,1410,454,34,33,1938,Darwin (C)
71300,3,0,0,0,3,25,10,0,0,31,East Arnhem (R)
72200,3,0,0,0,3,131,33,0,4,171,Katherine (T)
72300,23,0,0,0,26,482,104,4,13,607,Litchfield (M)
72330,0,0,0,0,5,29,15,0,0,41,MacDonnell (R)
