lga_code16,m_vietnam_om_uie,m_vietnam_cfw,m_vietnam_es_ns,m_vietnam_tot,m_zimbabwe_e,m_zimbabwe_om_ie,m_zimbabwe_om_uie,m_zimbabwe_cfw,m_zimbabwe_es_ns,m_zimbabwe_tot,m_elsewhere_e,m_elsewhere_om_ie,m_elsewhere_om_uie,m_elsewhere_cfw,m_elsewhere_es_ns,m_elsewhere_tot,m_cob_ns_e,m_cob_ns_om_ie,m_cob_ns_om_uie,m_cob_ns_cfw,m_cob_ns_es_ns,m_cob_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_australia_e,f_australia_om_ie,f_australia_om_uie,f_australia_cfw,f_australia_es_ns,f_australia_tot,f_canada_e,f_canada_om_ie,f_canada_om_uie,f_canada_cfw,f_canada_es_ns,f_canada_tot,f_china_e,f_china_om_ie,f_china_om_uie,f_china_cfw,f_china_es_ns,f_china_tot,f_croatia_e,f_croatia_om_ie,f_croatia_om_uie,f_croatia_cfw,f_croatia_es_ns,f_croatia_tot,f_egypt_e,f_egypt_om_ie,f_egypt_om_uie,f_egypt_cfw,f_egypt_es_ns,f_egypt_tot,f_fiji_e,f_fiji_om_ie,f_fiji_om_uie,f_fiji_cfw,f_fiji_es_ns,f_fiji_tot,f_fyrom_e,f_fyrom_om_ie,f_fyrom_om_uie,f_fyrom_cfw,f_fyrom_es_ns,f_fyrom_tot,f_germany_e,f_germany_om_ie,f_germany_om_uie,f_germany_cfw,f_germany_es_ns,f_germany_tot,f_greece_e,f_greece_om_ie,f_greece_om_uie,f_greece_cfw,f_greece_es_ns,f_greece_tot,f_hongkong_e,f_hongkong_om_ie,f_hongkong_om_uie,f_hongkong_cfw,f_hongkong_es_ns,f_hongkong_tot,f_india_e,f_india_om_ie,f_india_om_uie,f_india_cfw,f_india_es_ns,f_india_tot,f_indonesia_e,f_indonesia_om_ie,f_indonesia_om_uie,f_indonesia_cfw,f_indonesia_es_ns,f_indonesia_tot,f_iran_e,f_iran_om_ie,f_iran_om_uie,f_iran_cfw,f_iran_es_ns,f_iran_tot,f_iraq_e,f_iraq_om_ie,f_iraq_om_uie,f_iraq_cfw,f_iraq_es_ns,f_iraq_tot,f_ireland_e,f_ireland_om_ie,f_ireland_om_uie,f_ireland_cfw,f_ireland_es_ns,f_ireland_tot,f_italy_e,f_italy_om_ie,f_italy_om_uie,f_italy_cfw,f_italy_es_ns,f_italy_tot,f_japan_e,f_japan_om_ie,f_japan_om_uie,f_japan_cfw,f_japan_es_ns,f_japan_tot,f_koreasouth_e,f_koreasouth_om_ie,f_koreasouth_om_uie,f_koreasouth_cfw,f_koreasouth_es_ns,f_koreasouth_tot,f_lebanon_e,f_lebanon_om_ie,f_lebanon_om_uie,f_lebanon_cfw,f_lebanon_es_ns,f_lebanon_tot,f_malaysia_e,f_malaysia_om_ie,f_malaysia_om_uie,f_malaysia_cfw,f_malaysia_es_ns,f_malaysia_tot,f_malta_e,f_malta_om_ie,f_malta_om_uie,f_malta_cfw,f_malta_es_ns,f_malta_tot,f_netherlands_e,f_netherlands_om_ie,f_netherlands_om_uie,f_netherlands_cfw,f_netherlands_es_ns,f_netherlands_tot,f_nz_e,f_nz_om_ie,f_nz_om_uie,f_nz_cfw,f_nz_es_ns,f_nz_tot,f_pakistan_e,f_pakistan_om_ie,f_pakistan_om_uie,f_pakistan_cfw,f_pakistan_es_ns,f_pakistan_tot,f_philippines_e,f_philippines_om_ie,f_philippines_om_uie,f_philippines_cfw,f_philippines_es_ns,f_philippines_tot,f_poland_e,f_poland_om_ie,f_poland_om_uie,f_poland_cfw,f_poland_es_ns,f_poland_tot,f_singapore_e,f_singapore_om_ie,f_singapore_om_uie,f_singapore_cfw,f_singapore_es_ns,f_singapore_tot,f_sthafrica_e,f_sthafrica_om_ie,f_sthafrica_om_uie,f_sthafrica_cfw,f_sthafrica_es_ns,f_sthafrica_tot,f_srilanka_e,f_srilanka_om_ie,f_srilanka_om_uie,f_srilanka_cfw,lga_name16
21450,3,0,0,33,8,3,0,0,0,13,338,78,51,8,14,490,114,34,25,5,9,188,8037,1575,1339,240,172,11358,7654,553,716,256,89,9271,11,3,3,3,0,23,53,6,14,7,0,81,8,3,0,0,0,12,19,0,3,0,0,24,17,0,0,0,0,16,6,0,0,0,0,6,29,10,0,0,0,38,3,3,0,0,3,7,12,0,0,0,0,17,194,9,10,4,0,223,28,0,3,0,0,32,3,0,0,0,0,5,0,0,0,0,0,0,20,0,4,0,0,21,15,4,4,0,0,27,3,0,3,0,0,8,10,0,0,0,3,12,7,0,0,0,0,12,17,3,0,0,0,28,3,0,0,3,0,6,35,4,10,5,0,52,178,9,14,8,3,212,14,0,0,0,0,16,65,0,9,0,6,78,9,0,3,0,0,13,15,0,0,0,0,20,58,0,6,3,0,64,123,5,12,6,Cardinia (S)
21610,37,4,5,310,43,8,3,0,0,55,1780,384,430,64,39,2697,232,43,54,10,42,380,22111,3821,3223,506,342,30010,20060,888,1182,287,143,22554,41,4,5,0,0,53,390,85,58,41,3,572,61,8,6,3,0,76,75,3,3,3,3,93,233,9,5,3,8,264,38,10,8,10,3,62,82,7,14,0,0,113,23,3,0,6,0,40,55,5,3,0,0,73,1448,71,127,30,14,1694,72,7,0,0,3,85,38,3,11,0,0,56,22,3,5,0,0,33,72,3,3,0,0,81,86,15,11,5,3,117,21,3,0,0,0,22,27,4,5,0,0,40,26,9,6,0,0,45,180,11,26,5,0,224,20,0,0,0,0,21,71,6,12,4,6,99,640,23,45,9,7,731,75,11,33,5,4,122,438,8,17,4,3,469,87,13,20,4,0,124,76,11,7,3,0,94,264,5,10,8,0,295,810,45,197,28,Casey (C)
21670,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,20,47,0,14,0,5,69,1453,155,259,77,44,1980,1618,58,123,44,26,1863,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,18,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Central Goldfields (S)
21750,0,0,0,6,8,0,0,0,0,10,111,10,3,3,11,133,77,13,20,9,6,123,3557,380,680,165,90,4875,3312,143,331,139,51,3975,4,0,0,0,0,5,16,4,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,75,3,3,3,3,86,0,0,0,0,0,0,15,0,5,0,0,19,3,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,0,7,9,0,0,0,Colac-Otway (S)
21830,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,23,54,10,31,6,4,104,2406,360,780,219,87,3855,2096,159,408,180,52,2903,6,0,0,3,0,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,16,43,3,16,3,3,65,0,0,0,0,0,0,9,0,0,3,0,16,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,Corangamite (S)
21890,58,16,9,577,23,0,0,0,0,23,1146,120,123,9,33,1436,248,35,35,13,17,350,18313,2552,2185,292,291,23634,13929,582,1070,154,135,15863,62,0,4,0,0,70,687,102,67,52,7,913,54,6,0,0,0,61,55,3,6,0,3,65,70,0,0,3,0,76,176,3,9,7,4,194,80,0,7,0,0,88,199,14,16,7,5,243,80,4,0,0,0,82,742,29,27,16,9,824,60,3,4,0,0,67,59,0,3,3,0,63,46,0,0,0,0,53,78,0,3,0,0,83,287,31,24,17,15,367,51,4,5,0,3,67,26,4,5,0,0,38,89,11,8,3,0,114,205,10,8,8,3,231,34,5,0,0,0,42,26,0,8,0,0,28,346,12,40,7,5,413,39,0,3,0,0,49,330,0,9,0,3,343,53,0,8,0,0,57,65,3,3,0,0,68,90,6,14,0,0,108,242,11,13,0,Darebin (C)
22110,3,0,0,17,4,0,0,0,0,7,66,6,13,5,3,99,134,14,26,21,11,205,5373,722,1081,297,160,7641,5725,277,585,233,116,6938,7,0,3,0,0,13,7,9,0,5,0,17,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,17,0,6,5,0,27,0,0,0,0,0,3,3,0,0,0,0,7,29,0,3,0,4,31,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,18,3,0,0,0,20,5,0,0,0,0,8,18,0,3,3,0,23,83,6,10,0,0,101,0,0,0,0,0,0,54,0,3,0,0,59,3,0,0,0,0,3,7,0,0,0,0,7,27,0,3,0,0,31,4,0,0,0,East Gippsland (S)
22170,23,4,0,163,28,3,0,0,0,33,637,121,99,34,18,902,167,30,32,7,18,256,14708,2535,1979,302,241,19765,14940,671,885,222,135,16855,36,3,9,0,0,47,199,37,33,23,0,286,26,6,0,0,0,39,21,0,0,3,0,28,69,0,0,0,0,75,5,0,0,0,0,12,81,6,15,0,0,101,24,3,7,0,0,31,43,4,3,3,0,52,574,16,7,9,3,610,27,0,0,0,0,33,17,0,0,0,0,28,12,0,0,0,0,12,74,0,0,0,0,83,41,5,8,0,3,57,14,0,3,0,0,18,10,0,3,0,0,17,13,9,0,0,0,25,87,3,10,3,0,100,4,4,0,0,0,7,66,5,6,0,0,79,500,21,33,7,3,564,23,6,0,0,0,25,276,8,10,3,6,297,40,0,3,0,0,49,35,3,3,0,0,45,170,13,10,3,0,194,205,11,16,0,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,12,40,11,14,11,6,78,1265,290,341,159,44,2101,1235,124,202,95,39,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,Gannawarra (S)
22830,3,0,0,10,15,0,0,0,0,15,371,28,35,15,8,459,220,25,34,10,23,309,11112,1376,1138,324,199,14155,10399,504,544,240,129,11815,9,0,0,0,0,12,38,15,4,4,0,56,5,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20,3,3,0,3,0,7,16,0,0,0,0,18,3,3,0,0,0,11,17,0,0,0,0,23,246,20,8,4,7,287,9,0,0,0,0,9,5,0,0,0,0,8,13,3,6,0,0,15,18,0,0,0,0,18,45,7,5,10,0,69,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,40,0,3,0,0,43,0,0,0,0,0,4,26,0,6,3,0,31,163,7,6,4,0,183,7,0,0,0,0,8,122,0,3,0,3,132,5,0,0,0,0,5,5,3,0,0,0,11,24,4,0,0,0,28,31,4,0,3,Greater Shepparton (C)
22910,0,0,0,3,0,0,0,0,0,3,45,5,11,3,0,66,22,11,5,6,3,54,1196,275,467,126,43,2104,1551,113,300,101,40,2099,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,4,0,3,0,0,12,36,3,6,6,0,55,0,0,0,0,0,0,18,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,7,4,0,0,0,Hepburn (S)
22980,0,0,0,0,4,0,0,0,0,4,42,0,0,0,0,43,20,0,6,3,0,30,675,106,228,131,16,1158,694,49,83,60,12,894,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Hindmarsh (S)
23110,28,6,6,869,16,0,0,0,0,18,1359,98,86,13,20,1574,253,23,18,5,19,320,18314,1731,1270,170,242,21727,7355,435,555,127,64,8542,35,3,0,0,0,40,166,28,19,7,3,219,62,0,4,0,0,67,21,0,0,0,0,22,59,0,0,0,0,60,75,6,7,0,0,88,32,3,4,0,0,44,37,3,6,3,0,52,18,0,0,0,0,23,499,22,15,7,7,552,41,0,3,3,0,53,17,0,0,0,0,21,10,0,0,0,0,14,48,4,3,0,0,53,68,8,5,0,0,86,32,0,3,5,0,44,9,0,0,0,0,9,41,3,12,3,0,55,69,3,8,0,0,82,65,5,3,6,0,78,13,0,0,0,0,18,347,6,24,4,8,391,15,3,0,0,0,17,372,4,8,4,0,389,37,3,3,0,0,40,27,3,5,0,0,29,41,6,8,3,0,55,65,0,5,0,Hobsons Bay (C)
23190,0,0,0,0,3,0,0,0,0,3,42,3,0,0,3,47,58,10,11,3,4,76,3280,414,449,192,68,4398,3536,180,235,111,35,4098,0,0,0,0,0,0,10,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,28,0,0,0,0,31,0,0,0,0,0,3,27,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,13,3,0,0,0,14,3,0,0,0,Horsham (RC)
23270,34,13,14,1130,58,3,0,5,0,63,3133,258,191,32,48,3660,721,66,43,8,73,918,46555,4367,2697,447,691,54757,20824,715,709,226,209,22688,52,0,3,0,0,54,505,56,31,28,0,624,114,6,3,0,3,121,100,10,10,0,0,123,174,0,3,0,0,179,233,11,3,0,0,255,101,5,9,0,5,112,114,9,3,3,0,135,67,0,0,0,3,69,1259,56,65,13,13,1411,67,3,5,0,0,77,76,0,5,0,0,86,420,31,110,23,7,592,70,4,3,0,0,79,295,29,16,6,6,350,46,0,0,0,0,47,46,0,3,0,0,51,163,22,76,10,8,278,168,13,3,3,0,189,112,4,14,3,0,133,37,8,3,0,0,42,655,23,26,7,10,724,87,7,25,5,3,122,619,7,15,6,4,651,80,3,0,3,4,93,79,3,9,0,0,87,105,8,5,3,0,119,440,20,43,4,Hume (C)
23350,0,0,0,0,0,0,0,0,0,0,28,0,3,9,0,41,42,7,10,3,0,63,1667,246,402,142,45,2497,1571,135,233,92,40,2071,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,9,27,5,3,3,0,41,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,Indigo (S)
23430,67,16,13,1079,44,3,4,0,0,51,2649,376,257,40,57,3379,375,45,31,7,26,485,33669,4684,2792,475,432,42049,17484,963,1004,255,130,19844,55,4,8,0,0,70,894,178,82,67,3,1225,83,3,0,3,0,89,39,5,3,3,0,52,118,5,0,3,0,128,40,3,0,0,0,41,101,10,8,10,0,124,162,9,17,8,3,201,139,9,9,0,3,164,1080,42,32,7,8,1167,126,9,3,5,3,139,36,0,0,0,0,41,10,0,3,0,0,18,91,0,5,0,0,104,129,5,16,3,0,153,51,0,6,0,0,60,81,4,4,0,3,93,19,6,14,3,0,41,256,18,10,6,0,280,24,0,0,0,0,22,61,3,10,0,0,72,681,30,42,8,6,771,38,3,0,0,0,38,463,4,13,3,3,487,88,11,15,6,0,130,66,3,3,3,0,73,269,18,17,6,3,310,461,13,20,8,Kingston (C) (Vic.)
23670,27,4,3,455,42,4,0,0,0,42,1563,141,132,22,23,1885,270,37,23,9,21,358,27398,3533,2388,358,305,33976,18619,829,917,216,126,20709,39,3,3,0,0,50,747,146,82,71,5,1048,35,4,5,3,0,43,44,3,5,0,0,59,77,0,0,0,0,80,12,0,0,0,0,10,122,9,16,3,3,153,54,6,3,0,0,64,160,9,16,5,0,187,770,27,26,12,5,840,116,3,7,3,0,125,62,0,3,0,0,71,17,0,0,0,0,17,78,4,0,0,0,79,86,8,3,3,3,110,25,3,0,0,0,32,37,10,8,3,3,64,16,6,6,0,0,28,398,28,39,5,0,480,10,3,0,0,0,21,69,4,8,0,0,79,484,13,35,6,0,542,28,3,0,0,0,26,398,6,11,4,3,425,98,13,9,3,0,124,105,8,11,0,0,125,259,12,12,3,0,288,481,22,37,11,Knox (C)
23810,0,0,0,19,13,0,0,0,0,8,213,18,17,3,3,252,232,18,12,8,10,281,13125,1000,897,166,187,15371,12203,311,473,134,130,13251,12,0,0,0,0,12,55,4,9,6,0,83,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,41,6,3,0,3,0,8,4,3,0,0,0,7,103,3,0,0,0,108,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,29,43,0,6,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,34,0,7,0,0,41,20,0,0,0,0,20,65,0,0,3,3,73,156,6,0,0,0,168,7,0,0,0,0,8,117,0,9,0,0,126,7,0,0,0,0,12,8,3,0,0,0,9,42,0,0,0,0,50,23,5,0,0,Latrobe (C) (Vic.)
23940,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,23,16,6,9,9,0,41,834,169,349,171,38,1564,627,62,133,107,24,954,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,Loddon (S)
24130,3,3,0,16,0,0,0,0,0,0,79,18,13,4,6,118,60,16,30,7,4,120,3857,877,866,203,83,5884,4536,362,562,169,61,5694,7,0,3,0,0,14,13,4,3,4,0,26,5,0,0,0,0,5,4,0,0,0,0,9,9,0,0,0,0,6,0,0,0,0,0,0,21,4,3,3,0,29,3,0,0,0,0,8,4,0,0,0,0,4,43,7,0,0,0,49,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,20,10,0,3,0,0,23,4,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,14,14,0,3,0,0,18,11,0,4,3,0,21,85,10,9,7,0,114,3,0,0,0,0,5,37,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,5,19,0,4,0,0,24,16,0,0,0,Macedon Ranges (S)
24210,12,3,0,125,12,0,3,0,0,13,444,106,90,22,8,665,66,21,19,7,5,124,9166,2149,1488,296,132,13222,9043,549,633,160,73,10451,21,0,0,0,0,28,637,156,89,84,8,973,19,3,0,0,0,25,30,12,4,3,0,44,28,3,3,0,0,31,26,3,0,0,0,29,46,0,3,0,0,47,99,7,15,0,3,121,221,22,23,5,0,270,308,30,19,3,0,365,47,4,7,0,0,62,115,22,7,6,0,149,5,0,0,0,0,15,26,0,0,0,0,29,121,16,11,9,0,157,24,4,9,0,0,29,57,7,16,0,0,82,22,5,8,3,0,38,330,28,30,10,5,399,15,0,4,0,0,18,16,0,0,0,0,17,196,21,8,3,0,221,15,0,4,0,0,25,133,4,0,3,0,137,29,0,0,0,0,25,82,3,4,3,0,95,156,9,21,4,0,188,128,3,3,0,Manningham (C)
24250,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,25,22,4,14,3,10,47,931,206,281,105,28,1545,1090,81,148,80,9,1415,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,27,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,Mansfield (S)
24330,177,40,16,1313,23,0,0,0,0,22,1294,121,155,16,35,1617,194,18,8,3,19,250,14885,1636,1318,190,222,18259,10542,257,480,75,81,11438,33,0,4,0,0,32,356,50,32,17,3,460,62,3,3,0,0,67,48,3,0,0,0,51,61,0,0,0,0,61,92,3,0,3,3,102,52,3,7,0,0,57,54,0,0,0,0,59,70,4,12,0,0,85,583,14,8,8,7,629,61,5,3,0,0,63,36,0,0,0,0,37,18,0,7,0,0,25,59,5,0,0,0,67,122,0,11,3,3,144,39,3,0,0,0,44,34,0,0,0,0,36,18,4,0,0,0,25,150,7,11,0,0,173,66,0,0,0,0,71,28,0,0,0,0,24,376,13,22,3,0,419,24,3,0,0,0,29,510,3,11,0,4,529,85,4,5,0,0,86,44,8,4,0,0,55,52,0,0,0,0,52,119,0,3,0,Maribyrnong (C)
24410,9,3,0,161,28,0,0,0,0,32,884,90,69,6,17,1065,191,20,23,0,15,246,16636,2451,1696,259,197,21234,13928,619,824,182,107,15660,34,3,3,0,0,40,387,66,62,47,5,563,29,0,0,0,0,28,24,3,0,0,0,27,34,3,0,0,0,34,11,0,0,0,0,14,80,10,5,0,0,90,23,3,3,0,0,29,61,5,5,3,0,78,477,14,4,3,3,503,44,3,7,4,0,56,59,6,3,3,0,69,10,0,0,0,0,6,44,0,0,0,0,43,38,3,3,0,0,43,28,0,4,0,0,29,25,0,7,0,0,35,11,0,0,0,0,9,190,15,16,0,0,218,12,0,0,4,0,14,52,6,3,0,3,63,293,11,13,4,0,320,20,0,0,0,0,20,219,9,3,0,0,228,38,3,3,0,3,48,38,3,3,0,0,45,166,6,12,0,0,190,153,8,6,4,Maroondah (C)
24600,74,28,22,3190,349,16,7,0,3,377,14083,558,457,58,125,15276,1612,107,63,18,112,1914,212158,10729,6910,805,1551,232148,116434,1784,2066,293,617,121198,792,14,6,4,4,819,7735,474,225,162,33,8632,351,4,4,0,4,373,282,12,0,0,5,297,620,15,0,0,7,644,510,9,4,0,7,533,820,9,23,3,3,865,606,12,27,3,10,662,1706,33,20,9,4,1777,10195,95,45,22,55,10416,1604,30,19,16,10,1675,526,23,10,4,6,560,164,3,0,0,3,176,1145,11,7,0,8,1182,1010,38,48,10,24,1117,853,26,23,0,0,906,1195,43,29,18,13,1300,190,18,9,4,5,225,4169,85,71,6,24,4355,210,0,0,3,8,225,289,5,7,0,3,316,6004,80,97,7,38,6229,307,3,6,0,3,312,3976,17,21,5,23,4046,607,9,21,8,3,647,1202,16,20,3,3,1239,1496,31,28,3,3,1562,2616,17,20,6,Melbourne (C)
24650,19,6,0,216,8,0,3,0,0,18,537,120,100,11,16,786,105,29,23,3,16,170,8991,1530,1190,182,178,12081,7851,302,420,148,70,8796,28,0,0,0,0,26,74,16,9,4,4,111,32,0,4,4,0,41,34,3,7,3,0,42,30,0,0,3,0,34,70,3,0,3,0,77,21,3,4,0,3,32,16,0,0,0,0,16,14,4,0,0,0,16,425,27,23,9,4,493,16,0,3,0,0,19,9,0,4,0,0,15,11,0,6,0,0,19,27,0,3,0,0,32,43,12,5,5,0,61,5,0,0,0,0,6,8,0,0,0,0,11,14,3,5,4,0,29,45,0,4,0,0,52,85,5,4,10,0,102,12,0,4,0,0,16,279,11,19,3,6,319,20,4,11,0,0,37,283,7,10,3,0,306,19,4,5,0,0,26,20,6,6,0,0,26,43,0,0,0,0,47,69,9,22,0,Melton (C)
24780,0,0,0,12,3,0,0,0,0,3,197,17,11,5,3,230,181,24,33,19,14,275,8002,967,993,410,187,10562,8188,392,502,251,108,9442,5,0,0,0,0,6,47,0,5,0,0,50,7,0,3,0,0,11,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,30,3,0,3,3,4,11,16,0,0,0,0,17,83,3,6,0,0,91,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,29,3,3,10,0,45,11,0,0,0,0,8,9,0,0,0,0,11,3,0,0,0,0,3,33,0,0,0,0,33,0,0,0,0,0,0,7,0,0,0,0,13,114,6,9,3,3,132,3,0,0,0,0,6,74,0,0,3,0,79,3,0,0,0,0,4,0,0,0,0,0,0,30,0,0,4,0,31,9,0,0,0,Mildura (RC)
