state_code,state_name,lga_code17,lga_name17,males_num,females_num,persons_num,sex_ratio,median_male_age,median_female_age,median_persons_age,percentage_person_aged_0_14,percentage_person_aged_15_64,percentage_person_aged_65_plus
5,Western Australia,59100,Wickepin (S),372,362,734,102.8,48.3,43.0,46.3,21.0,60.1,18.9
5,Western Australia,59170,Williams (S),538,485,1023,110.9,37.9,46.8,42.5,21.2,61.3,17.5
5,Western Australia,59250,Wiluna (S),511,220,731,232.3,36.8,35.0,36.6,10.9,82.4,6.7
5,Western Australia,59310,Wongan-Ballidu (S),710,634,1344,112.0,41.9,40.9,41.6,22.8,60.4,16.7
5,Western Australia,59320,Woodanilling (S),228,198,426,115.2,45.3,38.0,41.0,23.5,61.5,15.0
5,Western Australia,59330,Wyalkatchem (S),261,254,515,102.8,51.9,52.2,52.1,15.0,55.3,29.7
5,Western Australia,59340,Wyndham-East Kimberley (S),3575,3840,7415,93.1,32.6,32.5,32.6,23.6,70.2,6.1
5,Western Australia,59350,Yalgoo (S),223,133,356,167.7,36.9,41.4,38.2,11.0,81.2,7.9
5,Western Australia,59360,Yilgarn (S),719,476,1195,151.1,46.9,46.3,46.7,14.2,69.8,16.0
5,Western Australia,59370,York (S),1792,1816,3608,98.7,51.5,51.1,51.3,17.4,56.2,26.4
6,Tasmania,60210,Break O`Day (M),3156,3030,6186,104.2,55.5,54.2,54.8,14.4,56.2,29.4
6,Tasmania,60410,Brighton (M),8512,8448,16960,100.8,33.6,34.9,34.3,24.0,63.9,12.1
6,Tasmania,60610,Burnie (C),9276,9934,19210,93.4,39.2,40.8,40.0,18.5,63.6,18.0
6,Tasmania,60810,Central Coast (M) (Tas.),10593,11242,21835,94.2,45.6,46.9,46.2,17.1,60.7,22.2
6,Tasmania,61010,Central Highlands (M) (Tas.),1147,1001,2148,114.6,52.0,47.8,50.3,17.2,58.8,24.0
6,Tasmania,61210,Circular Head (M),4131,3957,8088,104.4,38.8,41.1,40.1,20.7,63.2,16.1
6,Tasmania,61410,Clarence (C),27906,28242,56148,98.8,40.7,43.7,42.2,18.3,61.8,19.8
6,Tasmania,61510,Derwent Valley (M),5164,5006,10170,103.2,42.5,43.3,42.9,18.7,62.6,18.7
6,Tasmania,61610,Devonport (C),11965,13247,25212,90.3,41.1,44.0,42.6,18.3,60.7,21.0
6,Tasmania,61810,Dorset (M),3356,3348,6704,100.2,46.9,48.7,47.9,16.7,59.6,23.7
6,Tasmania,62010,Flinders (M) (Tas.),527,430,957,122.6,54.7,52.8,53.8,14.5,59.8,25.7
6,Tasmania,62210,George Town (M),3458,3459,6917,100.0,46.7,46.0,46.3,18.4,59.4,22.2
6,Tasmania,62410,Glamorgan-Spring Bay (M),2262,2237,4499,101.1,55.8,55.9,55.9,12.1,56.0,31.9
6,Tasmania,62610,Glenorchy (C),23539,23675,47214,99.4,37.5,40.3,38.9,18.6,64.0,17.4
6,Tasmania,62810,Hobart (C),26378,26407,52785,99.9,37.0,40.1,38.4,14.4,68.5,17.1
6,Tasmania,63010,Huon Valley (M),8442,8428,16870,100.2,45.1,45.7,45.4,18.0,61.9,20.1
6,Tasmania,63210,Kentish (M),3213,3083,6296,104.2,47.0,47.8,47.4,16.3,63.6,20.1
6,Tasmania,63410,King Island (M),802,790,1592,101.5,48.0,45.8,47.1,15.1,61.8,23.1
6,Tasmania,63610,Kingborough (M),18298,18835,37133,97.1,40.7,43.1,42.0,19.9,61.3,18.8
6,Tasmania,63810,Latrobe (M) (Tas.),5469,5640,11109,97.0,45.4,48.0,46.7,17.1,59.3,23.7
7,Northern Territory,70420,Barkly (R),3805,3606,7411,105.5,28.1,29.0,28.6,26.6,67.5,5.8
7,Northern Territory,70540,Belyuen (S),99,76,175,130.3,30.6,30.0,31.1,20.0,76.6,3.4
7,Northern Territory,70620,Central Desert (R),2034,2140,4174,95.0,26.9,29.2,28.2,29.4,66.0,4.6
7,Northern Territory,70700,Coomalie (S),728,678,1406,107.4,50.9,44.3,47.1,19.6,62.8,17.6
7,Northern Territory,71000,Darwin (C),44207,41707,85914,106.0,34.3,33.9,34.1,18.5,72.4,9.1
7,Northern Territory,71300,East Arnhem (R),5144,5127,10271,100.3,24.7,27.4,26.2,28.1,69.1,2.8
7,Northern Territory,72200,Katherine (T),5557,5018,10575,110.7,32.6,32.9,32.7,22.0,68.8,9.2
7,Northern Territory,72300,Litchfield (M),15319,10230,25549,149.7,37.6,37.5,37.6,17.5,74.1,8.3
7,Northern Territory,72330,MacDonnell (R),3494,3272,6766,106.8,29.9,30.8,30.3,21.7,73.5,4.8
7,Northern Territory,72800,Palmerston (C),18764,18169,36933,103.3,30.1,30.4,30.2,25.7,69.7,4.6
7,Northern Territory,73600,Roper Gulf (R),3763,3594,7357,104.7,27.2,26.5,26.8,28.4,66.8,4.8
7,Northern Territory,74050,Tiwi Islands (R),1404,1359,2763,103.3,29.4,31.4,30.5,24.6,71.2,4.2
7,Northern Territory,74550,Victoria Daly (R),1633,1507,3140,108.4,26.5,27.7,27.0,26.9,66.7,6.3
7,Northern Territory,74560,Wagait (S),259,237,496,109.3,48.1,47.6,47.8,17.1,63.7,19.2
7,Northern Territory,74660,West Arnhem (R),3545,3388,6933,104.6,28.4,29.4,28.9,25.2,72.0,2.8
7,Northern Territory,74680,West Daly (R),1758,1860,3618,94.5,24.0,26.0,25.1,31.9,66.5,1.7
7,Northern Territory,79399,Unincorporated NT,4093,3368,7461,121.5,36.0,33.3,34.7,21.3,72.1,6.6
8,Australian Capital Territory,89399,Unincorporated ACT,203786,207881,411667,98.0,34.4,35.7,35.0,19.0,68.5,12.5
9,Other Territories,99399,Unincorp. Other Territories,2505,2116,4621,118.4,41.7,44.1,42.9,17.5,66.6,15.9
