lga_code16,m_ewft_15_19_e,m_ewft_15_19_om_ie,m_ewft_15_19_om_uie,m_ewft_15_19_cfw,m_ewft_15_19_es_ns,m_ewft_15_19_tot,m_ewft_20_24_e,m_ewft_20_24_om_ie,m_ewft_20_24_om_uie,m_ewft_20_24_cfw,m_ewft_20_24_es_ns,m_ewft_20_24_tot,m_ewft_25_29_e,m_ewft_25_29_om_ie,m_ewft_25_29_om_uie,m_ewft_25_29_cfw,m_ewft_25_29_es_ns,m_ewft_25_29_tot,m_ewft_30_34_e,m_ewft_30_34_om_ie,m_ewft_30_34_om_uie,m_ewft_30_34_cfw,m_ewft_30_34_es_ns,m_ewft_30_34_tot,m_ewft_35_39_e,m_ewft_35_39_om_ie,m_ewft_35_39_om_uie,m_ewft_35_39_cfw,m_ewft_35_39_es_ns,m_ewft_35_39_tot,m_ewft_40_44_e,m_ewft_40_44_om_ie,m_ewft_40_44_om_uie,m_ewft_40_44_cfw,m_ewft_40_44_es_ns,m_ewft_40_44_tot,m_ewft_45_49_e,m_ewft_45_49_om_ie,m_ewft_45_49_om_uie,m_ewft_45_49_cfw,m_ewft_45_49_es_ns,m_ewft_45_49_tot,m_ewft_50_54_e,m_ewft_50_54_om_ie,m_ewft_50_54_om_uie,m_ewft_50_54_cfw,m_ewft_50_54_es_ns,m_ewft_50_54_tot,m_ewft_55_59_e,m_ewft_55_59_om_ie,m_ewft_55_59_om_uie,m_ewft_55_59_cfw,m_ewft_55_59_es_ns,m_ewft_55_59_tot,m_ewft_60_64_e,m_ewft_60_64_om_ie,m_ewft_60_64_om_uie,m_ewft_60_64_cfw,m_ewft_60_64_es_ns,m_ewft_60_64_tot,m_ewft_65_69_e,m_ewft_65_69_om_ie,m_ewft_65_69_om_uie,m_ewft_65_69_cfw,m_ewft_65_69_es_ns,m_ewft_65_69_tot,m_ewft_70_74_e,m_ewft_70_74_om_ie,m_ewft_70_74_om_uie,m_ewft_70_74_cfw,m_ewft_70_74_es_ns,m_ewft_70_74_tot,m_ewft_75ov_e,m_ewft_75ov_om_ie,m_ewft_75ov_om_uie,m_ewft_75ov_cfw,m_ewft_75ov_es_ns,m_ewft_75ov_tot,m_ewft_tot_e,m_ewft_tot_om_ie,m_ewft_tot_om_uie,m_ewft_tot_cfw,m_ewft_tot_es_ns,m_ewft_tot_tot,m_ewpt_15_19_e,m_ewpt_15_19_om_ie,m_ewpt_15_19_om_uie,m_ewpt_15_19_cfw,m_ewpt_15_19_es_ns,m_ewpt_15_19_tot,m_ewpt_20_24_e,m_ewpt_20_24_om_ie,m_ewpt_20_24_om_uie,m_ewpt_20_24_cfw,m_ewpt_20_24_es_ns,m_ewpt_20_24_tot,m_ewpt_25_29_e,m_ewpt_25_29_om_ie,m_ewpt_25_29_om_uie,m_ewpt_25_29_cfw,m_ewpt_25_29_es_ns,m_ewpt_25_29_tot,m_ewpt_30_34_e,m_ewpt_30_34_om_ie,m_ewpt_30_34_om_uie,m_ewpt_30_34_cfw,m_ewpt_30_34_es_ns,m_ewpt_30_34_tot,m_ewpt_35_39_e,m_ewpt_35_39_om_ie,m_ewpt_35_39_om_uie,m_ewpt_35_39_cfw,m_ewpt_35_39_es_ns,m_ewpt_35_39_tot,m_ewpt_40_44_e,m_ewpt_40_44_om_ie,m_ewpt_40_44_om_uie,m_ewpt_40_44_cfw,m_ewpt_40_44_es_ns,m_ewpt_40_44_tot,m_ewpt_45_49_e,m_ewpt_45_49_om_ie,m_ewpt_45_49_om_uie,m_ewpt_45_49_cfw,m_ewpt_45_49_es_ns,m_ewpt_45_49_tot,m_ewpt_50_54_e,m_ewpt_50_54_om_ie,m_ewpt_50_54_om_uie,m_ewpt_50_54_cfw,m_ewpt_50_54_es_ns,m_ewpt_50_54_tot,m_ewpt_55_59_e,m_ewpt_55_59_om_ie,m_ewpt_55_59_om_uie,m_ewpt_55_59_cfw,m_ewpt_55_59_es_ns,m_ewpt_55_59_tot,m_ewpt_60_64_e,m_ewpt_60_64_om_ie,m_ewpt_60_64_om_uie,m_ewpt_60_64_cfw,m_ewpt_60_64_es_ns,m_ewpt_60_64_tot,m_ewpt_65_69_e,m_ewpt_65_69_om_ie,m_ewpt_65_69_om_uie,m_ewpt_65_69_cfw,m_ewpt_65_69_es_ns,m_ewpt_65_69_tot,m_ewpt_70_74_e,m_ewpt_70_74_om_ie,m_ewpt_70_74_om_uie,m_ewpt_70_74_cfw,m_ewpt_70_74_es_ns,m_ewpt_70_74_tot,m_ewpt_75ov_e,m_ewpt_75ov_om_ie,m_ewpt_75ov_om_uie,m_ewpt_75ov_cfw,m_ewpt_75ov_es_ns,m_ewpt_75ov_tot,m_ewpt_tot_e,m_ewpt_tot_om_ie,m_ewpt_tot_om_uie,m_ewpt_tot_cfw,m_ewpt_tot_es_ns,m_ewpt_tot_tot,m_eafw_e,m_eafw_om_ie,m_eafw_om_uie,m_eafw_cfw,m_eafw_es_ns,m_eafw_tot,m_h_ns_e,m_h_ns_om_ie,m_h_ns_om_uie,m_h_ns_cfw,m_h_ns_es_ns,m_h_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_ewft_15_19_e,f_ewft_15_19_om_ie,f_ewft_15_19_om_uie,f_ewft_15_19_cfw,f_ewft_15_19_es_ns,f_ewft_15_19_tot,f_ewft_20_24_e,f_ewft_20_24_om_ie,f_ewft_20_24_om_uie,f_ewft_20_24_cfw,f_ewft_20_24_es_ns,f_ewft_20_24_tot,f_ewft_25_29_e,f_ewft_25_29_om_ie,lga_name16
21450,257,0,0,0,10,266,698,8,28,0,15,751,801,77,79,0,8,968,749,122,104,6,4,993,601,171,89,17,4,884,568,189,112,11,8,884,631,201,114,16,7,965,534,187,103,25,9,858,474,168,112,21,6,779,286,93,75,14,5,469,92,42,44,4,12,198,27,20,27,11,5,84,7,7,17,10,3,47,5731,1296,895,129,96,8144,607,3,4,12,8,630,389,3,7,7,3,406,156,5,22,0,4,189,121,11,14,3,0,156,84,13,28,3,0,131,70,18,37,4,5,133,82,24,30,8,7,146,78,23,37,4,0,146,92,31,43,5,3,178,111,36,78,11,0,237,80,24,45,13,0,161,33,16,19,10,0,82,15,8,20,16,0,67,1931,227,379,94,29,2664,194,21,29,3,6,258,185,26,29,10,40,292,8037,1575,1339,240,172,11358,82,0,0,0,0,82,470,3,8,0,0,481,574,10,Cardinia (S)
21610,413,0,5,3,0,425,1604,30,84,12,11,1746,2180,190,215,18,21,2614,2180,374,260,24,20,2861,1878,422,252,24,23,2595,1734,444,230,32,22,2459,1742,459,270,20,20,2521,1431,485,238,28,24,2208,1205,393,203,21,9,1828,768,174,137,17,9,1114,253,95,58,6,9,423,52,31,23,9,0,117,12,15,7,9,3,41,15450,3117,1987,229,169,20952,1678,7,12,20,12,1724,1378,19,57,16,17,1480,499,16,81,8,5,608,357,55,82,13,4,516,290,61,115,11,4,490,236,73,110,17,7,440,229,62,132,26,3,451,214,54,96,25,7,400,244,64,141,23,3,473,247,68,129,23,5,475,171,60,89,18,6,343,82,25,31,14,3,152,43,8,29,15,5,99,5664,569,1109,225,81,7660,475,66,68,25,16,649,517,66,57,26,73,749,22111,3821,3223,506,342,30010,174,0,3,0,4,176,1338,8,26,0,12,1385,1849,32,Casey (C)
21670,28,0,0,0,0,28,86,0,5,0,0,90,105,5,6,0,3,121,96,6,0,0,4,104,104,10,15,0,0,131,103,17,21,3,5,144,115,24,18,4,0,170,127,22,22,6,0,180,107,21,30,12,3,170,69,19,23,9,0,125,13,4,16,3,0,39,3,5,4,0,0,11,3,0,3,4,0,11,963,137,159,53,15,1325,87,0,0,0,3,94,54,0,0,0,0,55,35,0,0,0,3,38,20,0,9,0,0,32,18,0,4,0,0,22,30,0,5,0,0,39,38,3,14,0,0,53,26,0,3,0,0,36,34,0,16,0,0,53,49,0,22,0,0,65,24,0,7,5,0,33,9,3,11,4,0,23,3,0,8,0,0,11,412,17,90,18,10,545,49,0,3,6,3,64,28,0,4,0,13,50,1453,155,259,77,44,1980,16,0,0,0,0,17,73,0,0,0,0,72,65,0,Central Goldfields (S)
21750,93,0,0,0,0,96,294,3,3,0,0,309,322,13,24,3,0,359,302,24,30,0,6,356,247,35,40,6,3,340,276,51,46,10,3,380,258,32,55,3,13,357,282,45,74,24,5,433,236,38,63,13,3,356,158,33,50,12,3,260,37,22,39,16,3,108,12,6,20,15,0,44,10,3,14,13,0,37,2528,308,460,106,41,3447,175,0,0,3,3,178,98,0,3,3,3,110,83,0,3,0,0,93,61,0,9,6,0,72,54,7,6,0,3,64,48,5,10,3,0,71,36,4,10,8,0,62,54,7,16,3,0,81,72,6,22,4,4,109,65,9,39,5,3,122,49,10,21,4,4,98,21,3,13,3,3,48,8,9,19,6,3,43,834,54,178,47,27,1148,133,15,23,6,4,184,66,3,13,6,12,103,3557,380,680,165,90,4875,61,0,0,0,0,65,152,0,6,0,4,159,180,7,Colac-Otway (S)
21830,64,0,3,0,0,70,200,3,8,8,0,221,210,3,24,6,4,242,192,13,28,13,3,242,179,34,47,9,6,272,180,43,71,12,8,305,203,53,93,13,8,371,216,39,98,23,12,386,170,49,107,18,3,342,138,39,65,21,5,262,38,19,48,12,3,122,11,12,40,15,4,78,6,0,15,10,0,36,1808,314,644,149,45,2959,111,0,0,3,0,119,57,0,0,3,0,56,28,3,0,0,0,36,18,0,3,0,0,25,28,0,0,0,0,28,23,3,7,0,0,43,31,6,7,0,3,37,30,3,5,4,4,42,42,4,25,3,3,73,44,3,21,3,0,72,32,12,11,8,0,62,12,3,6,5,3,31,6,0,13,5,6,37,455,34,110,37,19,657,80,9,21,15,8,130,63,7,6,16,14,110,2406,360,780,219,87,3855,19,0,0,0,0,20,68,3,3,3,3,81,89,3,Corangamite (S)
21890,134,0,3,0,0,139,910,10,26,0,8,958,1669,88,137,15,13,1916,1772,196,162,7,17,2149,1600,262,163,26,17,2063,1523,328,175,11,20,2048,1516,346,194,25,25,2097,1385,334,163,17,13,1916,1283,273,145,15,8,1725,728,139,102,8,16,993,241,91,38,9,8,385,49,22,11,6,3,98,21,22,16,3,0,57,12826,2101,1330,137,157,16552,682,3,9,6,4,698,1128,6,40,7,4,1190,693,19,67,12,9,795,452,25,83,13,6,574,301,33,78,13,13,443,248,39,88,4,3,392,274,50,91,11,0,424,212,40,77,7,3,342,217,51,90,13,3,370,221,45,71,11,4,353,157,34,51,9,0,254,82,24,24,11,0,134,42,9,13,15,0,77,4707,373,777,131,59,6052,372,38,32,8,13,465,405,44,41,14,60,567,18313,2552,2185,292,291,23634,53,0,3,0,0,53,743,4,9,3,3,760,1481,19,Darebin (C)
22110,114,0,3,0,3,114,360,3,7,3,5,376,397,16,35,4,3,453,383,33,42,8,6,477,361,49,47,10,3,471,391,68,66,7,13,533,440,93,83,8,11,631,403,82,85,15,12,598,399,101,119,22,7,649,265,77,104,29,9,487,76,39,57,28,8,201,12,15,40,17,4,89,0,7,26,22,4,65,3606,585,705,171,84,5143,273,0,0,4,9,282,139,0,3,0,3,151,92,4,10,4,0,110,102,4,12,3,0,126,95,7,11,0,0,109,78,3,17,4,0,105,87,9,19,6,0,119,126,9,27,10,5,173,127,18,57,8,3,209,145,24,65,14,0,255,98,19,48,21,5,188,39,10,30,14,0,92,24,7,24,16,5,63,1421,107,316,102,31,1972,229,23,42,18,18,326,121,15,20,12,32,198,5373,722,1081,297,160,7641,71,0,0,0,0,66,240,0,8,0,0,251,245,7,East Gippsland (S)
22170,318,0,0,0,4,327,1056,10,33,4,18,1123,1455,74,106,4,9,1647,1354,179,139,10,11,1690,1220,248,161,17,4,1655,1195,291,159,12,10,1672,1193,377,179,22,10,1783,1042,324,159,14,9,1549,941,279,138,15,16,1390,558,183,98,17,5,865,180,104,52,10,6,346,27,30,15,4,4,77,13,20,12,0,0,47,10560,2111,1261,135,111,14178,940,4,3,5,3,958,748,7,23,12,0,793,298,9,19,8,4,334,198,21,36,4,3,267,176,24,43,10,4,256,170,23,58,9,3,266,162,38,74,12,0,284,170,44,81,10,3,306,192,48,84,17,3,343,205,52,106,12,3,386,150,50,70,24,3,297,56,32,33,11,7,133,36,8,12,12,0,72,3507,361,638,139,42,4690,339,31,48,14,17,444,302,21,34,16,75,449,14708,2535,1979,302,241,19765,92,0,0,0,0,101,849,5,17,0,4,881,1237,17,Frankston (C)
22250,43,0,0,0,0,39,109,0,6,0,0,119,99,8,10,0,0,113,95,11,19,4,3,131,92,30,25,3,0,155,105,30,25,7,0,173,111,46,27,9,3,196,106,40,33,17,0,191,99,30,52,15,6,200,75,35,32,6,4,149,26,15,23,13,3,79,4,6,5,10,0,26,0,5,6,7,0,22,961,245,263,93,23,1593,40,0,0,9,0,51,23,0,0,3,0,31,13,0,0,0,0,16,14,0,3,0,0,16,11,0,0,3,0,13,10,0,0,0,0,16,14,0,3,0,0,19,20,5,3,0,0,31,13,3,10,0,0,32,28,4,10,3,3,50,25,3,10,8,3,46,8,3,13,8,0,32,3,0,8,18,4,28,231,23,57,50,7,373,47,12,13,6,4,75,27,0,6,10,8,55,1265,290,341,159,44,2101,13,0,0,0,0,13,55,0,3,0,0,58,47,0,Gannawarra (S)
22830,268,3,3,0,4,278,826,17,22,3,6,879,999,44,40,8,9,1095,953,92,64,6,13,1131,885,98,60,15,7,1066,961,152,83,27,13,1240,992,182,109,16,20,1318,910,191,117,21,18,1256,858,180,126,18,15,1197,522,109,91,25,14,759,163,64,60,23,0,306,22,19,24,10,0,80,16,27,19,8,0,73,8370,1176,818,191,112,10669,470,0,4,10,8,492,253,0,5,3,5,263,164,0,9,0,0,177,150,6,17,3,0,178,138,13,21,5,4,180,131,11,22,3,0,172,117,14,29,3,3,162,153,7,30,7,0,193,154,17,30,13,0,213,170,31,33,8,0,239,127,14,30,16,6,190,58,11,18,7,0,98,26,7,18,9,0,69,2099,143,257,89,29,2617,397,30,36,16,18,497,242,25,34,28,44,374,11112,1376,1138,324,199,14155,114,0,0,0,0,117,580,3,24,0,0,605,771,8,Greater Shepparton (C)
22910,21,0,0,0,0,21,60,0,9,0,0,66,82,4,12,0,4,104,91,18,19,0,0,130,85,14,9,5,0,118,100,23,38,7,0,165,70,28,30,3,7,141,90,24,39,8,4,162,76,33,38,12,5,166,37,23,39,14,0,115,12,13,23,8,0,61,0,12,16,10,0,38,3,7,5,3,0,18,737,202,284,63,21,1301,50,0,0,3,0,52,51,0,4,0,0,56,35,0,8,0,0,41,28,3,3,0,0,31,22,5,10,0,0,32,30,7,14,7,0,54,35,3,22,3,0,62,39,9,22,8,0,67,36,7,22,3,0,68,40,10,31,4,0,92,18,16,19,12,0,64,0,3,7,8,4,29,9,3,5,8,0,21,386,61,164,53,6,671,36,15,16,5,0,77,38,0,5,7,6,55,1196,275,467,126,43,2104,13,0,0,0,0,13,71,0,0,0,0,76,49,0,Hepburn (S)
22980,16,0,0,0,0,16,61,0,0,3,0,62,64,3,8,5,0,80,54,6,11,6,0,71,46,7,17,3,0,80,56,9,22,4,3,94,52,19,16,6,0,92,46,16,27,14,8,113,57,16,27,21,0,119,46,7,15,18,0,81,3,4,12,12,0,37,0,6,6,9,0,22,4,0,5,3,0,12,515,90,176,92,14,886,20,0,0,0,0,20,20,0,0,0,0,18,7,0,0,0,0,4,14,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,7,3,4,0,0,0,12,9,0,4,0,0,20,17,0,5,5,0,28,14,0,5,4,0,31,4,0,3,3,0,17,3,0,6,4,0,15,3,0,6,4,0,12,130,7,41,19,0,207,14,7,7,3,0,37,15,0,3,5,3,32,675,106,228,131,16,1158,12,0,0,0,0,12,33,0,0,0,0,33,45,0,Hindmarsh (S)
23110,134,0,5,0,3,142,840,10,20,0,8,881,1569,81,49,5,10,1716,1845,140,89,13,19,2101,1854,168,95,8,17,2141,1873,204,106,11,14,2200,1948,231,103,9,15,2314,1786,233,95,9,12,2139,1543,165,107,16,18,1848,977,105,61,3,8,1166,255,48,29,3,3,344,48,24,6,3,0,78,8,7,5,0,0,23,14672,1418,783,87,132,17092,455,0,3,3,9,473,583,7,21,7,3,617,365,11,32,3,0,412,262,23,33,3,3,331,174,20,38,5,3,245,167,23,55,3,4,248,170,26,53,6,3,261,137,28,53,9,4,237,169,24,54,8,6,276,169,43,42,9,4,264,95,28,30,6,3,163,49,18,22,8,3,102,25,3,6,4,0,43,2835,250,447,69,56,3662,451,31,20,3,9,514,356,34,16,11,52,466,18314,1731,1270,170,242,21727,42,0,3,0,0,43,429,4,7,3,3,442,810,11,Hobsons Bay (C)
23190,95,0,0,0,0,101,276,0,3,3,0,288,313,24,6,0,6,345,267,23,31,5,3,334,256,32,28,6,3,329,230,49,49,7,3,348,261,58,32,19,4,371,278,56,39,13,5,391,234,55,51,30,3,375,144,39,36,10,0,234,50,17,21,7,4,87,5,3,15,8,0,37,3,6,7,4,0,30,2418,360,314,125,43,3260,173,0,4,5,4,180,83,0,3,0,0,84,50,0,3,3,0,55,42,4,3,0,3,47,30,0,5,0,0,40,39,4,15,0,0,54,34,0,8,0,0,45,56,0,12,3,0,70,70,7,16,3,0,89,43,13,14,3,3,74,35,3,16,15,0,69,19,7,9,7,0,39,6,4,9,10,0,33,673,40,109,50,10,889,109,12,11,13,4,148,70,4,13,4,11,100,3280,414,449,192,68,4398,35,0,0,0,0,36,203,0,4,0,0,209,242,4,Horsham (RC)
23270,422,3,4,0,8,432,2489,50,69,4,22,2643,4304,210,172,22,37,4747,5029,395,249,12,58,5747,4626,425,212,20,45,5335,4545,543,200,32,57,5370,4606,571,246,28,50,5497,4215,543,210,32,50,5040,3296,413,155,19,36,3917,1929,252,113,18,17,2337,541,116,35,9,18,715,100,41,12,5,4,156,30,23,4,3,0,62,36137,3587,1676,197,396,41994,1177,10,7,20,8,1217,1777,24,44,11,13,1869,1060,39,81,7,13,1204,809,65,94,20,13,1002,606,59,91,11,11,778,560,78,106,20,11,774,531,61,112,22,17,735,542,62,117,25,10,753,506,73,60,18,9,659,443,74,85,14,7,630,282,45,54,17,6,406,109,22,18,7,0,159,28,21,11,11,3,63,8427,628,883,207,115,10247,1070,67,54,18,32,1242,926,88,90,24,148,1277,46555,4367,2697,447,691,54757,136,0,3,0,0,139,1389,10,36,0,11,1451,2328,31,Hume (C)
23350,32,0,0,0,0,32,83,0,3,0,0,91,82,3,12,0,0,99,112,11,12,0,0,146,124,21,19,5,0,167,130,28,32,3,0,192,179,23,30,3,4,246,157,34,33,6,3,235,145,33,34,13,4,229,109,24,41,10,0,175,27,17,16,14,3,75,4,6,17,16,0,46,0,0,8,6,3,22,1188,204,263,80,20,1752,75,0,0,3,0,78,42,0,0,0,3,45,24,0,0,3,0,30,20,3,9,0,0,27,17,0,3,0,0,21,18,0,6,3,0,31,21,0,7,3,0,35,31,3,19,0,0,50,43,7,16,3,0,67,47,12,23,3,0,78,32,10,15,7,0,66,13,0,12,3,0,31,6,0,8,6,0,27,382,34,117,42,8,582,59,13,19,18,5,106,27,0,6,8,8,55,1667,246,402,142,45,2497,13,0,0,0,0,13,47,3,0,0,0,49,64,3,Indigo (S)
23430,307,0,6,0,5,316,1765,29,36,3,18,1846,3003,133,124,11,24,3285,3538,327,179,19,25,4091,3281,431,190,26,28,3962,3243,508,236,28,21,4038,3308,638,267,35,32,4272,2905,625,234,41,38,3839,2406,526,190,33,29,3189,1430,385,155,16,19,2002,510,189,75,14,4,793,80,84,32,9,5,208,27,39,8,4,0,77,25812,3907,1732,231,245,31922,1227,4,4,10,3,1253,1699,14,49,7,10,1777,721,15,46,10,5,799,483,34,79,9,8,606,347,55,72,11,3,489,352,47,95,16,4,507,327,70,113,13,11,543,325,73,94,23,8,524,313,63,113,12,4,503,351,113,113,18,9,603,302,80,102,22,10,520,148,53,46,19,0,265,67,33,35,20,4,163,6656,643,955,195,83,8542,666,78,52,23,16,829,532,57,60,28,87,756,33669,4684,2792,475,432,42049,111,0,3,0,0,113,1172,7,16,3,4,1196,1959,22,Kingston (C) (Vic.)
23670,329,0,0,3,3,339,1561,12,44,0,12,1628,2521,85,136,7,15,2773,2703,221,155,16,12,3107,2546,318,146,13,22,3044,2661,379,166,21,22,3249,2599,487,219,22,17,3339,2439,506,201,32,19,3198,1969,425,212,26,17,2648,1182,278,133,15,7,1612,375,136,65,16,7,590,54,57,19,6,3,132,20,27,4,3,0,56,20951,2927,1507,174,158,25724,1299,0,13,6,7,1326,1281,11,34,16,6,1351,484,15,47,12,4,555,306,27,40,8,8,387,274,39,65,10,4,395,250,42,82,11,6,393,240,59,77,15,7,389,263,54,93,13,9,426,270,56,93,7,3,430,304,76,106,19,3,509,257,75,87,12,3,444,93,34,40,19,5,185,52,25,26,12,0,115,5366,507,800,166,64,6898,617,60,45,7,13,739,462,37,43,9,72,613,27398,3533,2388,358,305,33976,139,0,0,0,0,139,1096,4,14,7,3,1129,1674,24,Knox (C)
23810,213,3,0,0,0,219,858,7,12,0,8,880,1122,33,48,0,6,1210,1123,63,65,4,3,1253,1043,80,78,7,6,1209,1093,116,71,10,6,1295,1165,128,74,5,11,1392,1310,123,76,14,10,1529,1171,130,64,6,21,1391,652,83,77,11,10,830,162,60,33,14,3,271,30,4,15,10,4,62,8,9,10,4,0,37,9954,834,628,74,88,11576,555,4,0,3,9,569,337,0,0,3,4,355,184,3,12,0,3,206,169,4,16,0,0,191,165,10,13,3,3,190,131,10,22,3,0,168,160,7,16,0,0,198,159,17,14,0,0,192,169,14,27,3,3,215,184,23,43,12,3,265,128,16,25,12,0,183,46,11,16,11,0,82,23,4,20,8,0,55,2405,127,247,68,28,2873,522,26,16,7,15,597,243,7,14,9,52,327,13125,1000,897,166,187,15371,94,0,0,0,3,101,622,4,6,3,3,638,789,6,Latrobe (C) (Vic.)
23940,14,0,3,0,0,15,52,0,3,0,0,55,62,6,9,4,3,83,66,4,10,3,0,93,62,19,19,4,3,108,60,15,29,3,0,109,74,13,37,11,5,135,73,20,32,11,4,132,85,19,58,19,3,180,43,19,42,16,0,124,16,7,20,16,0,61,3,10,13,13,0,39,0,3,17,8,0,27,610,139,289,108,26,1173,30,0,0,3,0,38,18,0,0,0,0,21,11,0,0,0,0,14,7,0,0,0,0,5,5,0,0,3,0,13,10,0,3,0,0,19,14,0,3,0,0,20,16,3,4,0,0,22,18,6,12,4,0,39,21,3,4,4,0,30,8,0,8,13,0,28,3,0,3,13,0,13,0,6,8,8,0,18,168,21,45,41,3,281,32,13,7,10,3,62,26,3,6,15,6,48,834,169,349,171,38,1564,10,0,0,0,0,10,21,0,0,0,0,21,31,0,Loddon (S)
24130,111,0,0,0,0,118,327,5,15,3,5,358,325,24,27,5,3,382,287,48,37,0,7,378,273,52,51,7,3,394,279,98,61,10,3,451,273,125,75,8,4,481,244,135,65,16,3,464,227,86,78,9,3,398,149,62,46,16,5,274,46,40,31,15,0,131,12,16,16,10,3,62,3,5,15,6,0,28,2569,690,517,98,42,3909,308,0,3,5,5,326,189,0,8,7,0,202,84,0,8,0,4,90,51,6,8,0,0,69,56,12,14,0,0,84,51,7,28,3,0,91,48,23,24,5,0,100,54,17,29,3,3,110,66,14,39,10,3,134,89,23,43,11,3,165,56,20,44,17,0,143,20,19,37,21,3,95,7,12,13,13,0,50,1068,157,305,97,26,1654,136,12,29,8,9,192,88,10,17,0,7,127,3857,877,866,203,83,5884,40,0,0,0,0,36,193,4,3,0,4,205,238,4,Macedon Ranges (S)
24210,99,0,0,0,3,103,474,15,28,3,8,527,923,84,81,3,7,1095,790,126,77,12,3,1009,690,165,61,15,9,937,661,227,91,14,3,994,615,255,107,7,7,996,572,242,122,13,9,961,450,209,116,11,11,793,278,156,60,10,6,515,114,70,30,9,0,226,34,33,13,4,0,82,10,17,11,3,0,37,5707,1599,787,113,67,8274,708,3,10,4,4,724,921,12,39,9,5,981,336,8,29,6,0,384,192,22,36,15,0,262,138,25,34,5,0,208,116,33,35,10,0,195,108,51,56,11,0,230,121,63,85,15,3,284,119,63,85,22,3,289,134,50,76,17,3,283,99,56,73,16,0,244,51,58,51,10,3,175,40,32,34,12,0,115,3088,475,634,152,26,4380,209,38,26,13,3,287,167,33,37,14,23,278,9166,2149,1488,296,132,13222,54,0,0,0,0,54,535,5,3,0,0,555,801,16,Manningham (C)
24250,28,0,0,0,0,28,83,0,3,0,0,86,69,0,4,0,0,75,62,6,13,3,0,84,81,20,14,0,0,111,62,22,24,4,3,115,64,26,28,0,0,126,67,30,28,4,0,133,61,28,26,12,3,134,41,19,22,9,0,97,14,8,15,6,0,50,0,5,3,6,0,19,0,6,3,3,0,16,648,166,186,53,18,1068,65,0,0,0,0,69,19,0,0,0,0,19,16,0,0,0,0,18,15,0,5,0,0,20,10,0,3,3,0,14,10,5,6,0,4,24,9,8,7,4,0,25,24,3,6,3,0,34,16,0,5,8,0,33,28,8,14,3,0,54,15,0,9,9,0,37,7,3,9,3,0,24,0,0,9,6,0,15,238,27,79,43,9,388,31,5,9,3,0,56,16,6,3,3,3,34,931,206,281,105,28,1545,14,0,0,0,0,14,59,0,0,0,0,59,51,0,Mansfield (S)
24330,105,0,0,0,4,111,706,19,24,0,8,751,1391,57,78,4,9,1535,1518,153,104,9,12,1796,1312,185,114,6,8,1626,1252,215,107,15,20,1609,1174,201,129,18,14,1539,1093,216,93,20,11,1434,949,161,80,9,12,1211,613,80,64,10,0,771,204,46,32,4,7,293,44,27,13,5,0,81,9,8,4,0,0,17,10367,1359,834,101,108,12765,544,3,0,10,5,558,1001,5,20,7,7,1041,533,12,38,3,8,597,349,16,60,6,3,436,262,22,54,7,12,355,218,35,41,8,6,306,214,29,45,3,4,298,176,24,45,8,5,259,212,32,50,6,8,304,169,24,48,9,0,243,115,18,26,0,0,159,44,4,11,3,0,58,21,5,3,3,0,30,3854,225,437,79,55,4651,335,24,18,4,17,399,327,21,27,10,45,437,14885,1636,1318,190,222,18259,59,0,0,0,0,60,677,6,12,0,8,702,1283,21,Maribyrnong (C)
24410,225,0,0,0,7,234,1115,14,45,0,11,1179,1554,77,75,3,3,1711,1568,159,117,9,12,1867,1463,230,86,15,12,1804,1489,272,133,12,16,1918,1384,315,154,18,15,1894,1323,337,166,25,13,1860,1159,292,151,9,15,1623,622,183,99,12,14,925,237,111,37,4,0,393,46,39,11,7,3,113,18,9,3,0,0,35,12199,2037,1076,118,116,15546,954,0,5,8,0,969,970,7,28,11,0,1016,388,4,28,4,0,426,219,18,39,11,0,284,169,20,40,15,4,240,151,25,32,8,8,224,171,30,53,12,3,266,158,40,61,10,0,265,148,38,53,11,5,249,219,73,90,7,0,388,155,57,75,13,4,296,90,34,36,8,0,172,34,10,25,6,3,82,3812,356,558,113,24,4873,354,32,34,8,13,440,268,24,31,14,40,383,16636,2451,1696,259,197,21234,101,0,0,0,0,101,759,0,13,0,8,778,1079,18,Maroondah (C)
24600,556,0,3,0,6,567,8262,48,66,5,52,8437,23708,361,284,38,101,24497,31536,964,489,46,104,33140,29356,1285,591,47,101,31382,24027,1468,689,44,106,26337,20272,1421,743,44,99,22577,15963,1306,659,45,74,18046,11812,975,562,37,70,13458,6327,605,371,28,49,7372,1961,376,238,17,22,2616,421,145,93,3,6,671,147,50,58,8,5,272,174346,9010,4857,360,797,189368,2161,11,25,21,24,2237,7902,38,91,29,59,8122,5539,82,159,39,26,5857,3281,124,171,33,35,3640,2299,121,157,27,18,2630,1835,120,155,10,10,2134,1441,142,146,18,15,1765,1265,134,130,21,17,1567,1296,137,135,18,12,1600,1314,177,192,26,15,1729,1016,155,185,31,11,1398,505,93,117,25,10,751,206,51,81,20,6,371,30076,1398,1751,323,260,33808,4578,122,118,21,80,4920,3161,196,181,100,410,4051,212158,10729,6910,805,1551,232148,449,5,0,0,8,459,9346,22,33,0,44,9452,24751,115,Melbourne (C)
