yr,priv_hlth_taxpayers_report_having_priv_hlth_insur_num,core_activity_need_asst_p_need_asst_core_activ_pr100,lga_code18,lga_name18,ogc_fid
2013,4549.0,,60810,Central Coast (M) (Tas.),2603
2012,4485.0,,60810,Central Coast (M) (Tas.),2604
2011,4422.0,5.8,60810,Central Coast (M) (Tas.),2605
2016,21289.0,6.2,11800,Coffs Harbour (C),2606
2015,20581.0,,11800,Coffs Harbour (C),2607
2014,19299.0,,11800,Coffs Harbour (C),2608
2013,17277.0,,11800,Coffs Harbour (C),2609
2012,16172.0,,11800,Coffs Harbour (C),2610
2011,15545.0,5.9,11800,Coffs Harbour (C),2611
2016,188.0,2.4,73600,Roper Gulf (R),2612
2015,166.0,,73600,Roper Gulf (R),2613
2014,177.0,,73600,Roper Gulf (R),2614
2013,166.0,,73600,Roper Gulf (R),2615
2014,75.0,,54970,Laverton (S),306
2012,155.0,,73600,Roper Gulf (R),2616
2011,144.0,2.6,73600,Roper Gulf (R),2617
2016,14381.0,4.9,63610,Kingborough (M),2618
2015,14320.0,,63610,Kingborough (M),2619
2014,13783.0,,63610,Kingborough (M),2620
2013,13251.0,,63610,Kingborough (M),2621
2012,13260.0,,63610,Kingborough (M),2622
2011,12809.0,4.3,63610,Kingborough (M),2623
2016,66020.0,4.8,24970,Monash (C),2624
2015,64808.0,,24970,Monash (C),2625
2014,62602.0,,24970,Monash (C),2626
2013,59206.0,,24970,Monash (C),2627
2012,58063.0,,24970,Monash (C),2628
2011,56374.0,4.6,24970,Monash (C),2629
2016,4838.0,7.4,36580,Somerset (R),2630
2015,4826.0,,36580,Somerset (R),2631
2014,4677.0,,36580,Somerset (R),2632
2013,4326.0,,36580,Somerset (R),2633
2012,4187.0,,36580,Somerset (R),2634
2011,3994.0,6.6,36580,Somerset (R),2635
2016,38.0,1.8,37600,Yarrabah (S),2636
2015,36.0,,37600,Yarrabah (S),2637
2014,39.0,,37600,Yarrabah (S),2638
2013,34.0,,37600,Yarrabah (S),2639
2012,33.0,,37600,Yarrabah (S),2640
2011,20.0,2.7,37600,Yarrabah (S),2641
2016,4080.0,6.6,45040,Murray Bridge (RC),2642
2015,4148.0,,45040,Murray Bridge (RC),2643
2013,79.0,,54970,Laverton (S),307
2014,3947.0,,45040,Murray Bridge (RC),2644
2013,3677.0,,45040,Murray Bridge (RC),2645
2012,3574.0,,45040,Murray Bridge (RC),2646
2011,3479.0,6.0,45040,Murray Bridge (RC),2647
2016,1387.0,4.4,30300,Balonne (S),2648
2015,1467.0,,30300,Balonne (S),2649
2014,1445.0,,30300,Balonne (S),2650
2013,1434.0,,30300,Balonne (S),2651
2012,1406.0,,30300,Balonne (S),2652
2011,1360.0,3.4,30300,Balonne (S),2653
2016,3168.0,8.2,65410,Waratah/Wynyard (M),2654
2015,3121.0,,65410,Waratah/Wynyard (M),2655
2014,2911.0,,65410,Waratah/Wynyard (M),2656
2013,2765.0,,65410,Waratah/Wynyard (M),2657
2012,2796.0,,65410,Waratah/Wynyard (M),2658
2011,2766.0,7.2,65410,Waratah/Wynyard (M),2659
2016,51851.0,5.5,36250,Redland (C),2660
2015,51039.0,,36250,Redland (C),2661
2014,48745.0,,36250,Redland (C),2662
2013,45819.0,,36250,Redland (C),2663
2012,43948.0,,36250,Redland (C),2664
2011,42155.0,4.7,36250,Redland (C),2665
2016,19313.0,9.7,33220,Fraser Coast (R),2666
2015,19263.0,,33220,Fraser Coast (R),2667
2014,18550.0,,33220,Fraser Coast (R),2668
2013,17595.0,,33220,Fraser Coast (R),2669
2012,17415.0,,33220,Fraser Coast (R),2670
2012,82.0,,54970,Laverton (S),308
2011,16834.0,8.2,33220,Fraser Coast (R),2671
2011,80.0,1.5,54970,Laverton (S),309
2016,1300.0,5.1,34710,Longreach (R),310
2015,1341.0,,34710,Longreach (R),311
2014,1320.0,,34710,Longreach (R),312
2013,1268.0,,34710,Longreach (R),313
2012,1265.0,,34710,Longreach (R),314
2011,1244.0,4.0,34710,Longreach (R),315
2016,4327.0,6.1,63010,Huon Valley (M),316
2015,4308.0,,63010,Huon Valley (M),317
2014,4131.0,,63010,Huon Valley (M),318
2013,3816.0,,63010,Huon Valley (M),319
2012,3736.0,,63010,Huon Valley (M),320
2011,3634.0,6.3,63010,Huon Valley (M),321
2016,1213.0,7.8,18100,Weddin (A),322
2015,1264.0,,18100,Weddin (A),323
2014,1208.0,,18100,Weddin (A),324
2013,1141.0,,18100,Weddin (A),325
2012,1129.0,,18100,Weddin (A),326
2011,1087.0,7.0,18100,Weddin (A),327
2016,29850.0,3.8,50210,Armadale (C),328
2015,28046.0,,50210,Armadale (C),329
2014,25313.0,,50210,Armadale (C),330
2013,22690.0,,50210,Armadale (C),331
2012,20055.0,,50210,Armadale (C),332
2011,18171.0,3.6,50210,Armadale (C),333
2014,2374.0,,40150,Adelaide Plains (DC),2686
2013,2205.0,,40150,Adelaide Plains (DC),2687
2012,2147.0,,40150,Adelaide Plains (DC),2688
2011,2111.0,5.1,40150,Adelaide Plains (DC),2689
2016,374.0,2.1,54760,Kulin (S),340
2016,14773.0,4.4,50490,Belmont (C),2690
2015,14262.0,,50490,Belmont (C),2691
2014,13285.0,,50490,Belmont (C),2692
2013,12594.0,,50490,Belmont (C),2693
2015,381.0,,54760,Kulin (S),341
2012,11872.0,,50490,Belmont (C),2694
2011,11172.0,4.2,50490,Belmont (C),2695
2016,44271.0,5.7,33960,Ipswich (C),2696
2015,42786.0,,33960,Ipswich (C),2697
2014,374.0,,54760,Kulin (S),342
2014,40397.0,,33960,Ipswich (C),2698
2013,37493.0,,33960,Ipswich (C),2699
2012,35868.0,,33960,Ipswich (C),2700
2011,33989.0,4.9,33960,Ipswich (C),2701
2013,373.0,,54760,Kulin (S),343
2016,2342.0,7.7,61510,Derwent Valley (M),2702
2015,2333.0,,61510,Derwent Valley (M),2703
2014,2254.0,,61510,Derwent Valley (M),2704
2012,393.0,,54760,Kulin (S),344
2013,2161.0,,61510,Derwent Valley (M),2705
2012,2202.0,,61510,Derwent Valley (M),2706
2011,2188.0,6.8,61510,Derwent Valley (M),2707
2011,408.0,2.2,54760,Kulin (S),345
2016,1426.0,3.4,52590,Dandaragan (S),346
2015,1381.0,,52590,Dandaragan (S),347
2014,1305.0,,52590,Dandaragan (S),348
2016,171.0,2.3,57000,Perenjori (S),364
2016,8157.0,1.2,54310,Karratha (C),2708
2015,8233.0,,54310,Karratha (C),2709
2014,7913.0,,54310,Karratha (C),2710
2013,7432.0,,54310,Karratha (C),2711
2012,7089.0,,54310,Karratha (C),2712
2011,6649.0,1.0,54310,Karratha (C),2713
2015,168.0,,57000,Perenjori (S),365
2015,46064.0,,51820,Cockburn (C),2751
2014,43042.0,,51820,Cockburn (C),2752
2013,39947.0,,51820,Cockburn (C),2753
2012,37376.0,,51820,Cockburn (C),2754
2011,34494.0,3.5,51820,Cockburn (C),2755
2016,33369.0,6.2,44060,Marion (C),2756
2015,32594.0,,44060,Marion (C),2757
2014,31267.0,,44060,Marion (C),2758
2013,29344.0,,44060,Marion (C),2759
2012,27941.0,,44060,Marion (C),2760
2011,27063.0,5.5,44060,Marion (C),2761
2016,21864.0,6.4,16400,Port Stephens (A),2762
2015,21267.0,,16400,Port Stephens (A),2763
2014,20174.0,,16400,Port Stephens (A),2764
2013,18830.0,,16400,Port Stephens (A),2765
2014,176.0,,57000,Perenjori (S),366
2012,18292.0,,16400,Port Stephens (A),2766
2011,17649.0,5.5,16400,Port Stephens (A),2767
2013,165.0,,57000,Perenjori (S),367
2015,7628.0,,26730,Warrnambool (C),2817
2014,7340.0,,26730,Warrnambool (C),2818
2013,6713.0,,26730,Warrnambool (C),2819
2012,6569.0,,26730,Warrnambool (C),2820
2011,6463.0,4.8,26730,Warrnambool (C),2821
2012,182.0,,57000,Perenjori (S),368
2011,184.0,1.1,57000,Perenjori (S),369
2016,44939.0,3.2,25900,Port Phillip (C),370
2015,44425.0,,25900,Port Phillip (C),371
2014,42265.0,,25900,Port Phillip (C),372
2013,39628.0,,25900,Port Phillip (C),373
2012,38309.0,,25900,Port Phillip (C),374
2011,36557.0,3.0,25900,Port Phillip (C),375
2016,1151.0,6.3,17900,Walgett (A),376
2015,1354.0,,17900,Walgett (A),377
2014,1290.0,,17900,Walgett (A),378
2013,1193.0,,17900,Walgett (A),379
2012,1185.0,,17900,Walgett (A),380
2011,1123.0,6.3,17900,Walgett (A),381
2016,1606.0,7.0,25990,Pyrenees (S),382
2015,1621.0,,25990,Pyrenees (S),383
2014,1565.0,,25990,Pyrenees (S),384
2016,17131.0,3.9,58570,Vincent (C),388
2016,7924.0,6.5,44620,Mount Gambier (C),2858
2015,16383.0,,58570,Vincent (C),389
2015,7694.0,,44620,Mount Gambier (C),2859
2014,15536.0,,58570,Vincent (C),390
2014,7551.0,,44620,Mount Gambier (C),2860
2013,14631.0,,58570,Vincent (C),391
2013,7206.0,,44620,Mount Gambier (C),2861
2012,13833.0,,58570,Vincent (C),392
2012,6832.0,,44620,Mount Gambier (C),2862
2011,12924.0,3.8,58570,Vincent (C),393
2011,6659.0,5.6,44620,Mount Gambier (C),2863
2016,21573.0,4.9,17750,Wagga Wagga (C),2864
2015,20575.0,,17750,Wagga Wagga (C),2865
2014,19586.0,,17750,Wagga Wagga (C),2866
2013,18550.0,,17750,Wagga Wagga (C),2867
2016,5742.0,3.9,51750,Claremont (T),394
2016,322.0,7.6,45400,Orroroo/Carrieton (DC),482
2012,18699.0,,17750,Wagga Wagga (C),2868
2015,5733.0,,51750,Claremont (T),395
2015,338.0,,45400,Orroroo/Carrieton (DC),483
2011,18077.0,4.2,17750,Wagga Wagga (C),2869
2014,5499.0,,51750,Claremont (T),396
2014,336.0,,45400,Orroroo/Carrieton (DC),484
2016,712.0,4.4,50770,Boyup Brook (S),2870
2013,5284.0,,51750,Claremont (T),397
2013,323.0,,45400,Orroroo/Carrieton (DC),485
2015,697.0,,50770,Boyup Brook (S),2871
2012,5150.0,,51750,Claremont (T),398
2012,310.0,,45400,Orroroo/Carrieton (DC),486
2014,654.0,,50770,Boyup Brook (S),2872
2011,4974.0,3.4,51750,Claremont (T),399
2016,8459.0,5.4,13450,Griffith (C),400
2015,8566.0,,13450,Griffith (C),401
2014,8259.0,,13450,Griffith (C),402
2013,7629.0,,13450,Griffith (C),403
2012,7805.0,,13450,Griffith (C),404
2011,7687.0,4.9,13450,Griffith (C),405
2016,27.0,3.0,34420,Kowanyama (S),406
2015,20.0,,34420,Kowanyama (S),407
2014,21.0,,34420,Kowanyama (S),408
2011,,3.4,34420,Kowanyama (S),409
2016,1147.0,4.6,35600,Murweh (S),410
2015,1177.0,,35600,Murweh (S),411
2014,1162.0,,35600,Murweh (S),412
2013,1111.0,,35600,Murweh (S),413
2012,1136.0,,35600,Murweh (S),414
2011,1092.0,4.2,35600,Murweh (S),415
2016,8785.0,6.4,34580,Lockyer Valley (R),416
2015,8745.0,,34580,Lockyer Valley (R),417
2014,8411.0,,34580,Lockyer Valley (R),418
2013,7923.0,,34580,Lockyer Valley (R),419
2012,7734.0,,34580,Lockyer Valley (R),420
2011,7420.0,5.9,34580,Lockyer Valley (R),421
2016,29251.0,4.5,50420,Bayswater (C),422
2015,28754.0,,50420,Bayswater (C),423
2014,27357.0,,50420,Bayswater (C),424
2013,25974.0,,50420,Bayswater (C),425
2012,24748.0,,50420,Bayswater (C),426
2011,23427.0,4.5,50420,Bayswater (C),427
2016,15537.0,3.5,51310,Cambridge (T),428
2015,15315.0,,51310,Cambridge (T),429
2016,8865.0,4.0,57980,Subiaco (C),458
2015,8619.0,,57980,Subiaco (C),459
2013,642.0,,50770,Boyup Brook (S),2873
2012,660.0,,50770,Boyup Brook (S),2874
2011,614.0,4.5,50770,Boyup Brook (S),2875
2014,8060.0,,57980,Subiaco (C),460
2013,7834.0,,57980,Subiaco (C),461
2012,7656.0,,57980,Subiaco (C),462
2011,7308.0,3.3,57980,Subiaco (C),463
2016,74264.0,3.5,58760,Wanneroo (C),464
2015,71310.0,,58760,Wanneroo (C),465
2014,64781.0,,58760,Wanneroo (C),466
2013,58066.0,,58760,Wanneroo (C),467
2012,51784.0,,58760,Wanneroo (C),468
2011,47070.0,3.1,58760,Wanneroo (C),469
2016,142.0,1.7,55250,Meekatharra (S),470
2015,142.0,,55250,Meekatharra (S),471
2016,70.0,4.9,70620,Central Desert (R),494
2015,34.0,,70620,Central Desert (R),495
2014,38.0,,70620,Central Desert (R),496
2013,23.0,,70620,Central Desert (R),497
2012,27.0,,70620,Central Desert (R),498
2011,25.0,4.1,70620,Central Desert (R),499
2016,2622.0,6.8,35760,North Burnett (R),500
2015,2698.0,,35760,North Burnett (R),501
2014,2564.0,,35760,North Burnett (R),502
2013,2493.0,,35760,North Burnett (R),503
2012,2453.0,,35760,North Burnett (R),504
2011,2343.0,5.7,35760,North Burnett (R),505
2016,91.0,3.4,30450,Barcoo (S),506
2015,87.0,,30450,Barcoo (S),507
2014,90.0,,30450,Barcoo (S),508
2013,105.0,,30450,Barcoo (S),509
2012,88.0,,30450,Barcoo (S),510
2016,250.0,4.7,37400,Winton (S),548
2015,401.0,,37400,Winton (S),549
2014,403.0,,37400,Winton (S),550
2013,400.0,,37400,Winton (S),551
2012,398.0,,37400,Winton (S),552
2011,393.0,4.9,37400,Winton (S),553
2016,632.0,4.2,59310,Wongan-Ballidu (S),554
2015,652.0,,59310,Wongan-Ballidu (S),555
2014,647.0,,59310,Wongan-Ballidu (S),556
2013,621.0,,59310,Wongan-Ballidu (S),557
2012,662.0,,59310,Wongan-Ballidu (S),558
2011,630.0,3.1,59310,Wongan-Ballidu (S),559
2016,40.0,2.1,31950,Burke (S),560
2015,49.0,,31950,Burke (S),561
2014,48.0,,31950,Burke (S),562
2013,42.0,,31950,Burke (S),563
2012,43.0,,31950,Burke (S),564
2011,38.0,1.6,31950,Burke (S),565
2016,8510.0,5.1,25150,Moorabool (S),566
2015,8229.0,,25150,Moorabool (S),567
2014,7786.0,,25150,Moorabool (S),568
2013,7157.0,,25150,Moorabool (S),569
2012,6891.0,,25150,Moorabool (S),570
2011,6446.0,4.7,25150,Moorabool (S),571
2016,11030.0,2.9,57700,Serpentine-Jarrahdale (S),572
2015,10136.0,,57700,Serpentine-Jarrahdale (S),573
2016,1000.0,3.7,55600,Moora (S),578
2016,72.0,2.7,55810,Mount Magnet (S),656
2015,1027.0,,55600,Moora (S),579
2015,76.0,,55810,Mount Magnet (S),657
2014,991.0,,55600,Moora (S),580
2014,72.0,,55810,Mount Magnet (S),658
2013,983.0,,55600,Moora (S),581
2013,76.0,,55810,Mount Magnet (S),659
2012,1013.0,,55600,Moora (S),582
2012,78.0,,55810,Mount Magnet (S),660
2011,1003.0,3.2,55600,Moora (S),583
2016,65955.0,6.4,18450,Wollongong (C),584
2015,64172.0,,18450,Wollongong (C),585
2014,60476.0,,18450,Wollongong (C),586
2013,56115.0,,18450,Wollongong (C),587
2012,56501.0,,18450,Wollongong (C),588
2011,54715.0,5.8,18450,Wollongong (C),589
2016,10008.0,7.7,12750,Eurobodalla (A),590
2015,9422.0,,12750,Eurobodalla (A),591
2014,8885.0,,12750,Eurobodalla (A),592
2013,7972.0,,12750,Eurobodalla (A),593
2012,7731.0,,12750,Eurobodalla (A),594
2011,7495.0,6.9,12750,Eurobodalla (A),595
2016,41903.0,4.0,53780,Gosnells (C),596
2015,41720.0,,53780,Gosnells (C),597
2014,39028.0,,53780,Gosnells (C),598
2013,36700.0,,53780,Gosnells (C),599
2012,34280.0,,53780,Gosnells (C),600
2011,32144.0,3.4,53780,Gosnells (C),601
2016,1236.0,7.3,12950,Gilgandra (A),602
2015,1192.0,,12950,Gilgandra (A),603
2014,1096.0,,12950,Gilgandra (A),604
2013,954.0,,12950,Gilgandra (A),605
2012,958.0,,12950,Gilgandra (A),606
2011,960.0,6.0,12950,Gilgandra (A),607
2016,324.0,2.8,52940,Dowerin (S),608
2015,309.0,,52940,Dowerin (S),609
2014,302.0,,52940,Dowerin (S),610
2013,286.0,,52940,Dowerin (S),611
2012,297.0,,52940,Dowerin (S),612
2011,284.0,5.9,52940,Dowerin (S),613
2016,56799.0,5.9,15900,Newcastle (C),614
2015,55718.0,,15900,Newcastle (C),615
2014,53174.0,,15900,Newcastle (C),616
2013,50090.0,,15900,Newcastle (C),617
2012,49161.0,,15900,Newcastle (C),618
2016,451.0,4.2,54620,Kondinin (S),638
2015,459.0,,54620,Kondinin (S),639
2014,442.0,,54620,Kondinin (S),640
2013,418.0,,54620,Kondinin (S),641
2012,445.0,,54620,Kondinin (S),642
2011,447.0,3.3,54620,Kondinin (S),643
2016,376.0,3.5,48640,Wudinna (DC),644
2011,77.0,2.8,55810,Mount Magnet (S),661
2016,1185.0,7.1,63210,Kentish (M),662
2015,1180.0,,63210,Kentish (M),663
2014,1075.0,,63210,Kentish (M),664
2013,955.0,,63210,Kentish (M),665
2012,937.0,,63210,Kentish (M),666
2015,448.0,,48640,Wudinna (DC),645
2011,878.0,5.7,63210,Kentish (M),667
2016,4071.0,8.2,48050,Victor Harbor (C),668
2015,4101.0,,48050,Victor Harbor (C),669
2014,3990.0,,48050,Victor Harbor (C),670
2013,3856.0,,48050,Victor Harbor (C),671
2012,3750.0,,48050,Victor Harbor (C),672
2011,3670.0,7.6,48050,Victor Harbor (C),673
2016,54.0,2.8,35790,Palm Island (S),674
2015,66.0,,35790,Palm Island (S),675
2014,64.0,,35790,Palm Island (S),676
2013,49.0,,35790,Palm Island (S),677
2012,43.0,,35790,Palm Island (S),678
2011,39.0,3.0,35790,Palm Island (S),679
2014,437.0,,48640,Wudinna (DC),646
2016,71745.0,6.6,14650,Lake Macquarie (C),706
2015,69813.0,,14650,Lake Macquarie (C),707
2014,66530.0,,14650,Lake Macquarie (C),708
2013,63212.0,,14650,Lake Macquarie (C),709
2012,62154.0,,14650,Lake Macquarie (C),710
2011,59733.0,6.1,14650,Lake Macquarie (C),711
2011,25148.0,5.5,22620,Greater Bendigo (C),712
2016,30324.0,5.9,22620,Greater Bendigo (C),713
2015,29540.0,,22620,Greater Bendigo (C),714
2014,28129.0,,22620,Greater Bendigo (C),715
2013,26522.0,,22620,Greater Bendigo (C),716
2012,26142.0,,22620,Greater Bendigo (C),717
2016,10099.0,8.0,33620,Gympie (R),718
2015,10023.0,,33620,Gympie (R),719
2014,9726.0,,33620,Gympie (R),720
2013,9258.0,,33620,Gympie (R),721
2012,9138.0,,33620,Gympie (R),722
2011,8885.0,6.5,33620,Gympie (R),723
2016,12211.0,5.0,34530,Livingstone (S),724
2015,12277.0,,34530,Livingstone (S),725
2014,11718.0,,34530,Livingstone (S),726
2013,11458.0,,34530,Livingstone (S),727
2012,10706.0,,34530,Livingstone (S),728
2011,10085.0,4.2,34530,Livingstone (S),729
2016,82196.0,3.3,54170,Joondalup (C),730
2015,82233.0,,54170,Joondalup (C),731
2014,79074.0,,54170,Joondalup (C),732
2013,75170.0,,54170,Joondalup (C),733
2012,72448.0,,54170,Joondalup (C),734
2011,69691.0,2.7,54170,Joondalup (C),735
2016,2887.0,5.9,17640,Upper Lachlan Shire (A),736
2015,2830.0,,17640,Upper Lachlan Shire (A),737
2014,2645.0,,17640,Upper Lachlan Shire (A),738
2013,2418.0,,17640,Upper Lachlan Shire (A),739
2013,416.0,,48640,Wudinna (DC),647
2012,2271.0,,17640,Upper Lachlan Shire (A),740
2011,2208.0,5.3,17640,Upper Lachlan Shire (A),741
2016,6704.0,7.4,42030,Gawler (T),742
2015,6291.0,,42030,Gawler (T),743
2014,5938.0,,42030,Gawler (T),744
2013,5631.0,,42030,Gawler (T),745
2012,5358.0,,42030,Gawler (T),746
2011,5279.0,5.6,42030,Gawler (T),747
2016,4233.0,5.6,26260,Southern Grampians (S),748
2015,4203.0,,26260,Southern Grampians (S),749
2014,4173.0,,26260,Southern Grampians (S),750
2013,3982.0,,26260,Southern Grampians (S),751
2012,3928.0,,26260,Southern Grampians (S),752
2011,3764.0,5.8,26260,Southern Grampians (S),753
2016,5271.0,6.0,23190,Horsham (RC),754
2015,5166.0,,23190,Horsham (RC),755
2014,5015.0,,23190,Horsham (RC),756
2013,4673.0,,23190,Horsham (RC),757
2012,4723.0,,23190,Horsham (RC),758
2011,4510.0,5.5,23190,Horsham (RC),759
2016,33769.0,6.4,21180,Brimbank (C),760
2015,32462.0,,21180,Brimbank (C),761
2014,31032.0,,21180,Brimbank (C),762
2013,28514.0,,21180,Brimbank (C),763
2012,27829.0,,21180,Brimbank (C),764
2011,26760.0,5.8,21180,Brimbank (C),765
2016,1831.0,5.3,14600,Lachlan (A),766
2015,1829.0,,14600,Lachlan (A),767
2014,1776.0,,14600,Lachlan (A),768
2013,1671.0,,14600,Lachlan (A),769
2012,1706.0,,14600,Lachlan (A),770
2011,1669.0,5.3,14600,Lachlan (A),771
2016,1576.0,4.8,16100,Oberon (A),772
2015,1599.0,,16100,Oberon (A),773
2014,1491.0,,16100,Oberon (A),774
2012,403.0,,48640,Wudinna (DC),648
2013,1369.0,,16100,Oberon (A),775
2012,1272.0,,16100,Oberon (A),776
2011,1235.0,4.4,16100,Oberon (A),777
2016,4290.0,8.0,15700,Nambucca (A),778
2015,4139.0,,15700,Nambucca (A),779
2014,3706.0,,15700,Nambucca (A),780
2013,3099.0,,15700,Nambucca (A),781
2012,2997.0,,15700,Nambucca (A),782
2011,2979.0,8.3,15700,Nambucca (A),783
2016,912.0,2.8,54550,Kojonup (S),784
2015,962.0,,54550,Kojonup (S),785
2014,939.0,,54550,Kojonup (S),786
2013,933.0,,54550,Kojonup (S),787
2012,939.0,,54550,Kojonup (S),788
2011,920.0,3.4,54550,Kojonup (S),789
2016,3751.0,5.9,10600,Bellingen (A),790
2015,3538.0,,10600,Bellingen (A),791
2014,3387.0,,10600,Bellingen (A),792
2013,2991.0,,10600,Bellingen (A),793
2012,2811.0,,10600,Bellingen (A),794
2011,2732.0,5.3,10600,Bellingen (A),795
2016,11983.0,5.6,20830,Baw Baw (S),796
2015,11473.0,,20830,Baw Baw (S),797
2014,10798.0,,20830,Baw Baw (S),798
2013,9908.0,,20830,Baw Baw (S),799
2012,9706.0,,20830,Baw Baw (S),800
2011,9130.0,4.9,20830,Baw Baw (S),801
2016,41.0,0.9,59350,Yalgoo (S),802
2015,38.0,,59350,Yalgoo (S),803
2014,40.0,,59350,Yalgoo (S),804
2013,44.0,,59350,Yalgoo (S),805
2012,35.0,,59350,Yalgoo (S),806
2011,37.0,1.0,59350,Yalgoo (S),807
2011,422.0,3.8,48640,Wudinna (DC),649
2015,390.0,,52030,Coorow (S),650
2014,361.0,,52030,Coorow (S),651
2013,359.0,,52030,Coorow (S),652
2012,399.0,,52030,Coorow (S),653
2011,383.0,3.4,52030,Coorow (S),654
2016,401.0,5.3,52030,Coorow (S),655
2015,6998.0,,51400,Capel (S),833
2014,6478.0,,51400,Capel (S),834
2013,6067.0,,51400,Capel (S),835
2012,5597.0,,51400,Capel (S),836
2011,5155.0,2.3,51400,Capel (S),837
2016,,2.0,56160,Murchison (S),680
2013,1590.0,,59340,Wyndham-East Kimberley (S),853
2012,1540.0,,59340,Wyndham-East Kimberley (S),854
2011,1415.0,1.8,59340,Wyndham-East Kimberley (S),855
2016,1667.0,7.4,48130,Wakefield (DC),856
2015,1892.0,,48130,Wakefield (DC),857
2014,1901.0,,48130,Wakefield (DC),858
2013,1802.0,,48130,Wakefield (DC),859
2012,1738.0,,48130,Wakefield (DC),860
2011,1653.0,7.5,48130,Wakefield (DC),861
2016,82663.0,5.1,10750,Blacktown (C),862
2015,77905.0,,10750,Blacktown (C),863
2014,72964.0,,10750,Blacktown (C),864
2013,67328.0,,10750,Blacktown (C),865
2012,64783.0,,10750,Blacktown (C),866
2011,61901.0,4.6,10750,Blacktown (C),867
2011,,4.3,56160,Murchison (S),681
2016,28327.0,5.6,23110,Hobsons Bay (C),682
2015,27108.0,,23110,Hobsons Bay (C),683
2014,25848.0,,23110,Hobsons Bay (C),684
2013,23661.0,,23110,Hobsons Bay (C),685
2012,23127.0,,23110,Hobsons Bay (C),686
2011,21889.0,5.2,23110,Hobsons Bay (C),687
2016,54192.0,5.2,16350,Penrith (C),688
2015,52314.0,,16350,Penrith (C),689
2014,49509.0,,16350,Penrith (C),690
2013,46223.0,,16350,Penrith (C),691
2012,45714.0,,16350,Penrith (C),692
2011,44209.0,4.3,16350,Penrith (C),693
2016,778.0,3.8,30410,Barcaldine (R),694
2015,1007.0,,30410,Barcaldine (R),695
2014,1016.0,,30410,Barcaldine (R),696
2013,953.0,,30410,Barcaldine (R),697
2012,969.0,,30410,Barcaldine (R),698
2011,935.0,3.5,30410,Barcaldine (R),699
2016,45.0,1.9,59250,Wiluna (S),700
2015,40.0,,59250,Wiluna (S),701
2014,40.0,,59250,Wiluna (S),702
2013,42.0,,59250,Wiluna (S),703
2012,36.0,,59250,Wiluna (S),704
2011,34.0,1.8,59250,Wiluna (S),705
2016,186.0,2.9,55530,Mingenew (S),808
2015,192.0,,55530,Mingenew (S),809
2011,1817.0,0.8,53220,East Pilbara (S),879
2016,9348.0,5.9,26810,Wellington (S),880
2015,9182.0,,26810,Wellington (S),881
2014,8625.0,,26810,Wellington (S),882
2013,8095.0,,26810,Wellington (S),883
2012,8093.0,,26810,Wellington (S),884
2011,7859.0,5.6,26810,Wellington (S),885
2014,190.0,,55530,Mingenew (S),810
2013,193.0,,55530,Mingenew (S),811
2016,7703.0,3.4,70200,Alice Springs (T),922
2012,188.0,,55530,Mingenew (S),812
2011,178.0,3.3,55530,Mingenew (S),813
2016,5780.0,2.4,35300,Mount Isa (C),814
2015,6185.0,,35300,Mount Isa (C),815
2014,6100.0,,35300,Mount Isa (C),816
2013,5934.0,,35300,Mount Isa (C),817
2012,5925.0,,35300,Mount Isa (C),818
2011,5597.0,2.1,35300,Mount Isa (C),819
2016,48313.0,6.2,25250,Moreland (C),820
2015,46058.0,,25250,Moreland (C),821
2014,43321.0,,25250,Moreland (C),822
2013,40050.0,,25250,Moreland (C),823
2012,38771.0,,25250,Moreland (C),824
2011,36653.0,6.2,25250,Moreland (C),825
2016,3434.0,5.7,41140,Clare and Gilbert Valleys (DC),826
2015,3240.0,,41140,Clare and Gilbert Valleys (DC),827
2014,3211.0,,41140,Clare and Gilbert Valleys (DC),828
2013,3029.0,,41140,Clare and Gilbert Valleys (DC),829
2012,2974.0,,41140,Clare and Gilbert Valleys (DC),830
2011,2883.0,5.6,41140,Clare and Gilbert Valleys (DC),831
2016,7223.0,3.0,51400,Capel (S),832
2016,290.0,1.6,55040,Leonora (S),838
2015,7635.0,,70200,Alice Springs (T),923
2014,7431.0,,70200,Alice Springs (T),924
2015,248.0,,55040,Leonora (S),839
2013,7151.0,,70200,Alice Springs (T),925
2012,6998.0,,70200,Alice Springs (T),926
2014,289.0,,55040,Leonora (S),840
2011,6863.0,2.7,70200,Alice Springs (T),927
2016,6270.0,5.1,56230,Murray (S),928
2015,6096.0,,56230,Murray (S),929
2014,5661.0,,56230,Murray (S),930
2013,5215.0,,56230,Murray (S),931
2012,4804.0,,56230,Murray (S),932
2011,4479.0,4.1,56230,Murray (S),933
2016,,2.9,35670,Napranum (S),934
2011,,2.9,35670,Napranum (S),935
2016,171.0,2.8,34800,McKinlay (S),936
2015,356.0,,34800,McKinlay (S),937
2014,346.0,,34800,McKinlay (S),938
2013,320.0,,34800,McKinlay (S),939
2012,360.0,,34800,McKinlay (S),940
2011,348.0,2.3,34800,McKinlay (S),941
2016,934.0,6.2,14950,Lockhart (A),942
2015,1199.0,,14950,Lockhart (A),943
2014,1166.0,,14950,Lockhart (A),944
2013,1108.0,,14950,Lockhart (A),945
2012,1142.0,,14950,Lockhart (A),946
2011,1121.0,6.1,14950,Lockhart (A),947
