lga_code16,f_is_ns_25_34_pd_gd_gcl,f_is_ns_25_34_bdl,f_is_ns_25_34_adip_dipl,f_is_ns_25_34_crt_iii_an_iv_l,f_is_ns_25_34_ct_i_ii,f_is_ns_25_34_cl_nfd,f_is_ns_25_34_loe_ns,f_is_ns_25_34_tot,f_is_ns_35_44_pd_gd_gcl,f_is_ns_35_44_bdl,f_is_ns_35_44_adip_dipl,f_is_ns_35_44_crt_iii_an_iv_l,f_is_ns_35_44_ct_i_ii,f_is_ns_35_44_cl_nfd,f_is_ns_35_44_loe_ns,f_is_ns_35_44_tot,f_is_ns_45_54_pd_gd_gcl,f_is_ns_45_54_bdl,f_is_ns_45_54_adip_dipl,f_is_ns_45_54_crt_iii_an_iv_l,f_is_ns_45_54_ct_i_ii,f_is_ns_45_54_cl_nfd,f_is_ns_45_54_lev_of_ed_ns,f_is_ns_45_54_tot,f_is_ns_55_64_pgde_gddp_gdc,f_is_ns_55_64_bacheldegre_l,f_is_ns_55_64_adip_dipl,f_is_ns_55_64_crt_iii_and_iv,f_is_ns_55_64_crt_i_and_ii,f_is_ns_55_64_certi_level_nfd,f_is_ns_55_64_lev_of_ed_ns,f_is_ns_55_64_tot,f_is_ns_65ov_ptgde_gddp_gdct,f_is_ns_65ov_bdl,f_is_ns_65ov_addip_and_dipl,f_is_ns_65ov_ct_iii_iv,f_is_ns_65ov_ct_i_ii,f_is_ns_65ov_cl_nfd,f_is_ns_65ov_lev_of_ed_ns,f_is_ns_65ov_tot,f_is_ns_tot_pgde_gddp_gdctl,f_is_ns_tot_bdl,f_is_ns_tot_adip_dipl,f_is_ns_tot_ct_iii_and_iv_l,f_is_ns_tot_ct_i_and_ii_l,f_is_ns_tot_cl_nfd,f_is_ns_tot_lev_of_ed_ns,f_is_ns_tot_tot,f_t_15_19_pd_gd_gcl,f_t_15_19_bdl,f_t_15_19_adip_dipl,f_t_15_19_ct_iii_iv,f_t_15_19_ct_i_ii,f_t_15_19_cl_nfd,f_t_15_19_loe_ns,f_t_15_19_tot,f_t_20_24_pd_gd_gcl,f_t_20_24_bdl,f_t_20_24_adip_dipl,f_t_20_24_ct_iii_iv,f_t_20_24_ct_i_ii,f_t_20_24_cl_nfd,f_t_20_24_loe_ns,f_t_20_24_tot,f_t_25_34_pd_gd_gcl,f_t_25_34_bdl,f_t_25_34_adip_dipl,f_t_25_34_ct_iii_iv,f_t_25_34_ct_i_ii,f_t_25_34_cl_nfd,f_t_25_34_loe_ns,f_t_25_34_tot,f_t_35_44_pd_gd_gcl,f_t_35_44_bdl,f_t_35_44_adip_dipl,f_t_35_44_ct_iii_iv,f_t_35_44_ct_i_ii,f_t_35_44_cl_nfd,f_t_35_44_loe_ns,f_t_35_44_tot,f_t_45_54_pd_gd_gcl,f_t_45_54_bdl,f_t_45_54_adip_dipl,f_t_45_54_ct_iii_iv,f_t_45_54_ct_i_ii,f_t_45_54_cl_nfd,f_t_45_54_loe_ns,f_t_45_54_tot,f_t_55_64_pd_gd_gcl,f_t_55_64_bdl,f_t_55_64_adip_dipl,f_t_55_64_ct_iii_iv,f_t_55_64_ct_i_ii,f_t_55_64_cl_nfd,f_t_55_64_loe_ns,f_t_55_64_tot,f_t_65ov_ptgdde_gddp_gdct,f_t_65ov_bdl,f_t_65ov_adip_dipl,f_t_65ov_ct_iii_iv,f_t_65ov_ct_i_ii,f_t_65ov_cl_nfd,f_t_65ov_loe_ns,f_t_65ov_tot,f_t_tot_pd_gd_gcl,f_t_tot_bdl,f_t_tot_adip_dipl,f_t_tot_ct_iii_iv,f_t_tot_ct_i_ii,f_t_tot_cl_nfd,f_t_tot_loe_ns,f_t_tot_tot,p_ind_15_19_pd_gd_gcl,p_ind_15_19_bdl,p_ind_15_19_adip_dipl,p_ind_15_19_ct_iii_iv,p_ind_15_19_ct_i_ii,p_ind_15_19_cl_nfd,p_ind_15_19_loe_ns,p_ind_15_19_tot,p_ind_20_24_pd_gd_gcl,p_ind_20_24_bdl,p_ind_20_24_adip_dipl,p_ind_20_24_ct_iii_iv,p_ind_20_24_ct_i_ii,p_ind_20_24_cl_nfd,p_ind_20_24_loe_ns,p_ind_20_24_tot,p_ind_25_34_pd_gd_gcl,p_ind_25_34_bdl,p_ind_25_34_adip_dipl,p_ind_25_34_ct_iii_iv,p_ind_25_34_ct_i_ii,p_ind_25_34_cl_nfd,p_ind_25_34_loe_ns,p_ind_25_34_tot,p_ind_35_44_pd_gd_gcl,p_ind_35_44_bdl,p_ind_35_44_adip_dipl,p_ind_35_44_ct_iii_iv,p_ind_35_44_ct_i_ii,p_ind_35_44_cl_nfd,p_ind_35_44_loe_ns,p_ind_35_44_tot,p_ind_45_54_pd_gd_gcl,p_ind_45_54_bdl,p_ind_45_54_adip_dipl,p_ind_45_54_ct_iii_iv,p_ind_45_54_ct_i_ii,p_ind_45_54_cl_nfd,p_ind_45_54_loe_ns,p_ind_45_54_tot,p_ind_55_64_pd_gd_gcl,p_ind_55_64_bdl,p_ind_55_64_adip_dipl,p_ind_55_64_ct_iii_iv,p_ind_55_64_ct_i_ii,p_ind_55_64_cl_nfd,p_ind_55_64_loe_ns,p_ind_55_64_tot,p_ind_65ov_ptgdde_gddp_gdct,p_ind_65ov_bdl,p_ind_65ov_adip_dipl,p_ind_65ov_ct_iii_iv,p_ind_65ov_ct_i_ii,p_ind_65ov_cl_nfd,p_ind_65ov_loe_ns,p_ind_65ov_tot,p_ind_tot_pd_gd_gcl,p_ind_tot_bdl,p_ind_tot_adip_dipl,p_ind_tot_ct_iii_iv,p_ind_tot_ct_i_ii,p_ind_tot_cl_nfd,p_ind_tot_loe_ns,p_ind_tot_tot,p_noni_15_19_ptgdde_gddp_gdct,p_noni_15_19_bdl,p_noni_15_19_adip_dipl,p_noni_15_19_ct_iii_iv,p_noni_15_19_ct_i_ii,p_noni_15_19_cl_nfd,p_noni_15_19_loe_ns,p_noni_15_19_tot,p_noni_20_24_ptgdde_gddp_gdct,p_noni_20_24_bdl,p_noni_20_24_adip_dipl,p_noni_20_24_ct_iii_iv,p_noni_20_24_ct_i_ii,p_noni_20_24_cl_nfd,p_noni_20_24_loe_ns,p_noni_20_24_tot,p_noni_25_34_ptgdde_gddp_gdct,p_noni_25_34_bdl,p_noni_25_34_adip_dipl,p_noni_25_34_ct_iii_iv,p_noni_25_34_ct_i_ii,p_noni_25_34_cl_nfd,p_noni_25_34_loe_ns,p_noni_25_34_tot,lga_name16
17000,0,0,0,0,4,0,93,97,0,0,0,0,0,0,99,110,0,0,4,4,0,0,94,106,0,0,4,3,0,0,95,99,0,0,0,0,0,0,131,131,0,5,5,13,3,3,574,602,0,0,3,40,14,4,79,141,3,48,39,189,20,27,42,370,44,228,153,364,53,30,121,990,95,233,170,317,46,35,146,1048,67,145,172,286,54,88,156,970,45,132,137,160,27,55,165,721,22,97,85,37,14,44,295,583,274,883,764,1396,215,278,1010,4814,0,0,0,3,0,3,6,12,0,3,9,25,4,4,3,47,0,4,6,51,9,0,9,79,0,4,10,37,0,3,6,66,0,3,8,35,5,7,6,62,4,0,9,22,4,3,3,49,0,0,0,11,0,0,6,21,3,20,40,188,14,17,50,332,0,0,7,73,26,6,79,195,6,79,49,438,34,27,33,672,76,355,220,965,66,47,47,1777,Singleton (A)
17040,0,0,3,0,0,0,83,85,0,0,0,6,0,0,84,88,0,3,0,0,0,0,119,124,0,0,0,0,0,0,90,90,3,0,8,0,0,0,186,197,4,5,8,7,4,0,630,654,0,0,0,25,7,3,73,109,7,51,23,85,25,11,58,253,42,209,132,212,24,34,113,769,90,238,179,206,28,28,119,883,83,246,209,228,35,46,181,1024,105,196,164,156,34,60,169,891,67,143,161,107,18,68,409,974,390,1083,859,1015,171,255,1126,4912,0,0,0,0,0,0,3,7,0,0,0,4,3,0,3,13,5,0,8,13,0,0,16,43,4,3,0,19,0,3,18,43,0,7,0,15,3,0,6,32,10,3,5,15,0,0,4,31,0,3,0,3,0,0,6,18,18,12,23,69,8,5,54,189,0,0,3,51,16,4,93,170,7,72,43,219,31,15,47,435,70,323,184,608,32,57,118,1389,Snowy Monaro Regional (A)
17080,0,3,0,0,0,0,50,48,0,0,0,3,0,0,54,59,0,0,0,0,0,0,71,73,0,0,0,0,0,0,89,89,0,3,0,0,0,0,124,132,0,3,4,3,0,3,450,462,0,0,5,11,4,0,63,82,0,24,17,62,12,5,34,164,29,134,72,150,18,21,64,488,35,122,105,136,14,30,87,530,21,96,90,154,30,28,105,527,32,83,137,121,22,33,165,600,28,87,121,55,24,35,357,695,149,540,549,695,126,151,869,3079,0,0,0,0,0,0,12,13,0,0,0,8,0,0,0,13,0,3,6,14,0,9,10,45,0,3,10,14,0,3,9,41,0,0,6,17,3,3,10,32,0,0,0,7,0,0,0,14,0,4,0,3,0,0,6,11,3,17,17,63,8,9,53,172,0,0,5,29,7,3,53,97,3,38,23,163,17,4,21,270,43,198,93,379,29,31,85,856,Snowy Valleys (A)
17420,3,9,3,3,0,3,251,272,3,3,6,0,0,3,302,318,4,12,9,4,0,3,275,315,3,7,0,3,3,0,229,248,3,4,12,3,0,9,310,338,17,42,33,17,3,20,1600,1731,0,12,66,112,46,22,249,509,100,1169,418,403,50,53,182,2369,1439,3438,1022,720,68,116,442,7242,2141,4367,1759,970,171,305,607,10318,1427,2931,1930,1070,169,490,662,8681,890,1967,1482,675,118,471,723,6321,476,1167,1196,456,117,498,1438,5343,6470,15039,7875,4405,735,1951,4301,40779,0,0,0,5,3,0,0,9,0,9,3,24,0,3,3,43,0,5,12,34,0,0,0,52,7,12,10,23,0,3,6,71,10,7,21,23,3,0,0,64,0,7,11,5,0,3,3,29,3,3,3,5,0,3,5,24,19,48,58,116,6,17,22,292,3,19,93,246,57,42,222,680,151,1993,750,1081,76,104,165,4312,2403,5849,1811,2167,127,233,402,12988,The Hills Shire (A)
17550,0,3,3,7,0,0,236,252,0,3,7,4,0,0,294,309,0,3,8,11,0,0,363,381,7,4,0,6,0,3,443,463,3,3,5,0,3,0,808,826,8,22,27,35,3,6,2378,2478,0,0,25,127,38,14,262,467,20,158,154,353,51,50,169,954,224,917,595,838,74,111,355,3110,362,1194,793,931,114,177,432,3999,334,849,923,1029,107,233,618,4098,387,808,901,881,119,318,843,4262,236,665,831,507,80,356,2562,5239,1561,4595,4224,4662,583,1261,5236,22123,0,0,0,23,8,3,30,62,3,14,7,61,4,5,13,107,12,38,42,127,9,10,11,250,4,44,41,103,3,15,23,235,16,42,45,89,8,6,23,234,10,18,27,59,3,5,29,158,5,7,12,30,4,13,30,98,49,168,182,494,40,53,172,1156,0,0,32,213,48,24,234,549,19,230,201,749,80,66,119,1475,305,1288,843,2055,136,186,226,5033,Tweed (A)
17620,0,0,0,0,0,0,75,76,0,0,0,0,0,0,69,72,0,0,0,0,0,0,70,76,0,0,0,0,0,0,64,71,0,0,0,3,0,0,110,117,0,3,5,6,0,0,450,472,0,0,0,12,6,5,75,100,0,39,21,77,15,9,32,188,28,179,82,188,20,27,99,619,24,141,120,148,24,24,107,590,27,105,96,166,30,41,113,578,50,82,102,102,16,24,132,499,15,74,88,55,4,33,285,559,154,616,502,746,106,157,846,3136,0,0,0,7,0,0,4,10,0,0,0,21,3,0,5,27,0,3,4,24,3,0,0,34,0,9,11,20,3,0,3,47,0,3,10,21,0,0,7,34,0,3,9,13,0,0,3,27,0,3,0,3,0,0,0,7,4,16,24,111,10,0,25,194,0,0,0,30,11,6,58,105,0,36,25,168,13,13,22,284,40,243,100,501,29,38,48,997,Upper Hunter Shire (A)
17640,0,0,0,0,0,0,25,29,0,0,0,3,0,0,25,28,0,0,0,0,0,0,49,55,0,0,0,0,0,0,34,39,0,0,0,0,0,0,56,60,0,3,0,4,0,0,212,225,0,0,0,15,3,0,31,50,0,12,11,33,4,3,15,82,19,67,53,77,12,11,26,264,26,65,62,74,8,21,39,288,31,70,75,85,22,30,65,378,41,66,77,64,12,25,69,351,33,59,69,39,10,28,184,420,146,344,346,378,65,117,431,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,9,0,0,4,16,0,0,3,10,0,0,3,17,0,0,0,4,0,0,3,5,0,0,0,3,0,0,0,4,4,3,6,29,0,0,6,52,0,0,0,16,3,0,28,52,0,17,12,76,6,3,6,122,20,88,66,191,11,17,20,410,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,10,16,0,0,0,0,0,0,15,19,0,0,0,3,0,0,30,36,0,0,0,0,0,0,30,30,0,0,0,0,0,0,43,49,0,3,3,3,0,0,145,158,0,0,0,17,9,0,27,52,3,11,3,29,4,4,7,57,13,59,26,62,5,6,19,192,23,77,56,60,7,12,26,269,45,83,57,65,12,29,55,346,41,66,74,58,4,22,50,317,27,56,62,22,3,18,127,312,152,349,274,311,54,95,312,1538,0,0,0,3,4,0,5,12,0,0,0,4,0,0,0,10,0,0,3,19,0,0,0,23,5,0,4,15,0,0,4,22,3,0,0,4,3,0,4,20,3,3,0,3,0,0,3,14,0,6,0,0,0,0,6,12,5,4,8,50,8,10,18,112,0,0,0,26,13,0,26,63,3,11,3,53,8,4,9,90,20,71,29,151,7,7,9,299,Uralla (A)
17750,0,3,0,0,0,0,196,204,0,3,0,3,0,0,178,189,0,3,0,5,0,3,163,175,0,3,0,7,0,0,190,198,0,8,3,0,0,3,295,310,0,16,9,15,5,7,1242,1295,0,0,12,113,28,17,172,338,20,302,149,503,83,40,176,1272,261,1137,469,955,87,85,298,3296,306,960,458,647,75,89,245,2772,277,601,453,663,105,160,296,2560,252,450,425,465,72,174,397,2239,118,381,380,173,50,176,913,2185,1236,3830,2347,3513,491,746,2500,14662,0,0,0,17,8,7,27,60,0,22,9,63,14,7,12,124,4,33,36,133,11,18,13,250,3,24,32,91,11,11,10,190,9,20,31,55,9,10,23,139,6,13,13,37,0,5,17,86,0,0,6,7,0,3,20,41,23,108,129,401,48,45,134,893,0,3,11,193,59,26,142,434,28,406,187,1141,134,65,92,2063,415,1714,685,2319,146,131,194,5598,Wagga Wagga (C)
17850,0,0,0,0,0,0,9,12,0,0,0,0,0,0,17,16,0,0,0,0,0,0,17,14,0,0,0,0,0,0,17,17,0,0,0,0,0,0,38,41,0,0,0,4,0,0,116,117,0,0,0,6,3,0,15,26,0,9,10,14,3,0,4,40,4,28,14,24,4,3,13,91,7,29,21,30,9,3,25,122,6,25,16,27,12,17,23,125,8,26,23,20,7,13,34,135,12,14,28,12,0,10,101,188,36,135,113,130,30,47,220,716,0,0,0,4,0,0,3,9,0,0,0,4,0,0,3,5,0,0,0,6,0,3,0,11,0,0,3,5,0,0,3,13,0,0,0,3,0,0,3,10,0,0,3,3,0,0,3,11,0,0,0,0,0,0,5,8,4,0,5,26,3,4,25,62,0,0,0,8,5,0,7,20,0,12,4,27,5,0,3,57,6,37,23,63,0,3,8,150,Walcha (A)
17900,0,0,0,0,0,0,43,42,0,0,0,0,0,0,33,36,0,0,0,0,0,0,41,40,0,0,0,0,0,0,31,31,0,0,3,0,0,0,58,60,0,0,4,0,0,0,234,244,0,0,0,6,0,0,24,29,0,12,3,23,3,0,27,79,15,72,35,37,4,0,66,232,7,46,41,36,3,13,55,205,20,47,35,44,5,8,62,216,17,34,35,35,5,11,54,194,4,23,30,21,3,7,117,212,67,228,176,202,32,50,406,1163,0,0,0,5,0,0,31,34,0,0,0,14,4,0,8,34,0,3,9,21,8,0,26,67,0,5,7,21,0,8,21,64,4,6,12,20,3,4,31,77,4,11,7,17,9,0,17,61,0,3,3,5,0,0,8,24,10,29,37,110,23,16,135,356,0,0,0,9,0,0,3,12,0,11,5,35,3,0,13,72,25,97,52,82,3,4,22,287,Walgett (A)
17950,0,3,0,0,0,0,12,14,0,0,0,0,0,0,12,11,0,0,0,0,0,0,17,20,0,0,0,0,0,0,15,14,0,0,0,0,0,0,34,30,0,3,0,0,0,0,98,111,0,0,0,0,0,0,16,21,0,9,3,6,0,3,11,30,3,41,12,29,0,4,13,106,6,32,17,14,7,5,20,105,6,23,26,15,3,7,23,104,5,14,22,16,0,8,22,88,0,13,16,4,7,6,61,106,25,130,101,87,21,35,169,565,0,0,0,5,0,0,9,11,0,0,0,0,0,0,3,7,0,0,0,9,0,0,5,15,0,0,3,7,3,4,11,22,0,0,3,0,3,0,3,12,0,0,0,0,0,0,7,10,0,0,0,0,0,0,7,9,0,3,6,26,4,5,46,89,0,0,0,3,0,0,4,13,0,9,3,15,0,6,3,41,4,49,21,67,0,6,8,161,Warren (A)
18020,0,0,0,0,0,0,36,37,0,0,0,3,0,0,45,48,0,0,0,0,0,0,70,70,0,0,0,3,0,0,69,68,0,0,0,0,0,0,119,119,0,3,3,3,0,0,369,385,0,0,0,8,0,3,45,61,0,9,3,30,5,6,26,83,14,82,31,66,10,7,42,265,22,78,36,83,23,13,63,317,29,68,75,98,15,17,116,420,34,64,85,76,11,19,125,401,18,64,58,53,11,25,272,496,111,371,290,418,76,87,685,2034,0,0,0,9,3,0,9,19,0,0,0,11,3,3,3,21,0,0,5,22,3,3,0,46,0,0,8,7,3,3,6,32,0,5,8,25,3,0,4,41,0,0,4,11,0,4,8,36,0,0,0,3,0,0,11,17,4,10,27,94,21,11,42,206,0,0,0,14,3,3,43,64,0,16,8,65,16,3,10,115,15,115,39,142,17,13,18,357,Warrumbungle Shire (A)
18050,3,13,0,0,0,0,992,1013,3,3,3,0,0,0,540,548,0,6,0,0,0,0,355,367,3,0,3,0,0,0,262,269,3,4,10,3,0,0,536,552,16,30,17,6,0,3,2967,3044,0,10,7,14,3,3,104,142,53,549,154,100,12,31,256,1152,1305,3774,787,327,36,90,1197,7518,1147,2398,655,201,23,85,674,5187,701,1316,564,193,39,120,493,3427,460,720,451,123,18,102,412,2286,290,626,485,205,16,162,1114,2894,3961,9377,3101,1167,157,602,4244,22606,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,15,3,14,4,12,0,0,9,38,3,9,3,7,0,0,3,27,0,8,4,12,0,0,0,20,0,4,0,4,0,0,3,11,0,0,0,5,0,0,3,6,11,46,15,42,0,3,13,120,0,9,17,32,6,7,63,130,70,888,243,233,26,55,96,1604,2246,6535,1335,1045,63,169,453,11846,Waverley (A)
18100,0,0,0,0,0,0,12,12,0,0,0,0,0,0,18,17,0,0,0,0,0,0,21,23,0,0,0,0,0,3,19,27,0,0,0,0,0,0,41,46,0,0,0,0,0,3,122,129,0,0,3,3,3,0,18,26,0,3,3,9,3,3,3,26,3,33,13,33,3,3,13,104,12,49,22,30,6,4,18,140,9,27,29,35,10,10,30,151,12,17,29,35,4,8,37,151,6,28,32,21,13,8,104,215,38,161,135,171,44,42,231,823,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,8,0,0,3,4,0,0,0,4,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,21,3,0,5,34,0,0,3,5,6,0,11,19,0,5,5,23,3,3,4,43,9,42,18,76,8,3,12,166,Weddin (A)
18200,0,0,0,0,0,0,23,27,0,0,0,0,0,0,20,23,0,0,0,0,0,0,41,40,0,0,0,3,0,0,44,45,0,0,0,0,0,0,67,71,3,0,3,8,0,0,224,240,0,0,0,7,6,0,24,37,0,19,9,40,4,7,32,110,11,56,44,72,8,7,51,244,20,69,43,70,13,7,52,266,23,52,42,73,11,14,62,268,18,33,54,49,5,9,59,238,10,33,36,16,0,9,163,274,85,264,233,330,45,52,439,1440,0,0,0,0,0,0,16,15,0,0,0,11,0,0,13,22,0,3,4,8,0,0,41,58,0,0,4,7,0,0,21,34,0,0,9,10,6,0,15,42,0,0,4,7,0,0,4,18,0,3,0,3,0,0,14,20,7,12,16,48,10,7,115,208,0,0,0,10,9,0,32,52,0,22,11,83,10,6,16,143,6,70,54,191,9,11,17,370,Wentworth (A)
18230,0,5,3,3,0,0,244,260,0,0,0,8,0,0,200,213,4,3,0,13,6,0,225,247,0,8,3,4,0,0,222,239,0,3,3,3,0,0,351,357,3,25,11,29,12,3,1421,1495,0,0,12,65,37,13,182,308,10,152,105,346,51,25,157,851,225,813,351,679,84,66,361,2577,194,652,328,589,81,72,294,2203,164,452,393,547,93,118,360,2135,176,351,356,370,64,147,416,1877,57,248,291,156,35,118,932,1833,824,2659,1836,2746,447,554,2707,11781,0,0,3,29,15,11,77,132,0,9,22,161,22,10,122,346,4,44,65,237,37,16,227,635,11,35,61,175,14,24,117,437,6,35,63,146,18,22,79,370,4,22,44,73,6,10,56,212,3,7,5,36,0,5,66,121,37,159,268,854,113,92,740,2260,0,0,16,109,35,9,119,286,13,196,107,617,65,35,95,1132,338,1159,441,1495,88,86,237,3843,Western Plains Regional (A)
18250,3,7,0,0,0,0,320,332,4,4,0,0,0,0,265,270,3,8,3,0,0,0,214,223,3,3,0,0,0,0,164,170,0,3,6,3,0,0,281,293,13,25,11,6,0,6,1420,1478,0,3,30,26,5,8,100,170,75,687,152,90,10,15,160,1191,1364,2678,482,218,21,45,460,5268,1646,2749,635,199,33,69,416,5750,991,1780,707,254,53,132,357,4268,635,1013,574,166,50,158,333,2925,407,814,705,177,33,257,727,3122,5121,9721,3280,1128,210,685,2550,22699,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,0,0,0,0,0,8,6,3,0,3,0,0,0,10,3,4,0,0,0,0,0,6,0,3,3,0,0,0,0,11,3,0,4,0,0,0,0,11,11,14,13,17,0,0,3,58,0,10,42,48,12,11,86,202,117,1157,284,193,17,33,83,1893,2352,4869,938,564,46,90,250,9114,Willoughby (C)
18350,0,3,0,0,0,0,94,104,3,5,3,3,0,0,156,171,0,7,5,0,0,0,178,191,3,0,4,0,0,0,192,202,0,4,3,4,0,0,356,374,6,22,13,11,3,3,1102,1156,0,0,12,61,22,9,124,229,11,84,87,214,26,21,76,519,140,413,238,445,41,57,156,1486,258,644,384,401,53,99,228,2068,296,623,483,454,71,132,297,2363,349,557,545,324,57,170,405,2408,335,777,788,288,71,336,1139,3735,1398,3102,2540,2181,347,824,2424,12815,0,0,0,3,3,0,5,12,0,0,3,27,7,0,7,40,0,10,10,29,0,3,8,61,4,8,13,29,0,3,3,58,7,4,12,34,0,0,6,64,4,5,3,22,0,0,6,53,7,4,9,3,0,0,6,31,17,33,50,154,11,12,46,322,0,3,16,93,28,15,122,277,16,120,117,492,39,26,45,859,219,639,363,1142,60,72,114,2607,Wingecarribee (A)
18400,0,3,9,3,0,0,134,145,0,0,3,5,0,0,130,140,0,4,3,9,0,0,140,166,0,3,0,3,3,4,156,163,3,6,0,0,0,0,153,165,7,15,18,24,6,5,841,918,0,0,24,103,33,15,166,336,30,135,169,291,33,35,99,797,215,523,419,651,69,62,207,2154,194,600,510,580,64,143,249,2347,187,395,467,502,75,142,280,2041,166,308,400,315,79,138,318,1723,76,176,231,148,26,91,586,1349,875,2141,2221,2602,380,623,1901,10750,0,0,3,21,5,0,13,44,0,4,4,31,3,0,4,48,6,12,23,59,3,3,3,108,7,14,21,36,3,7,5,101,6,14,18,39,0,5,7,91,9,14,5,22,3,6,9,56,0,4,4,12,0,0,8,33,28,66,88,208,23,28,49,476,0,0,26,169,39,11,192,440,35,213,212,744,42,54,73,1366,280,764,598,1797,96,92,135,3760,Wollondilly (A)
18450,0,15,3,11,0,0,568,606,3,12,3,14,0,3,448,484,4,7,8,12,6,3,485,533,0,10,12,10,0,0,521,548,3,11,11,3,0,9,1150,1184,16,67,43,58,14,12,3736,3947,8,8,80,239,98,39,475,931,127,1223,607,1147,188,140,509,3935,1507,3484,1621,2276,194,207,896,10185,1519,3060,1827,1897,277,423,809,9812,1226,1960,1825,2006,279,579,1015,8892,1090,1508,1477,1226,226,614,1238,7381,583,1084,1235,648,151,658,3288,7648,6056,12329,8673,9437,1412,2656,8223,48790,0,0,3,32,14,5,50,108,3,26,22,123,15,16,16,226,25,80,68,204,20,20,45,457,22,46,70,120,16,13,30,318,31,44,66,124,8,19,41,325,13,21,42,67,4,12,34,196,11,11,11,20,3,7,34,101,112,225,283,692,76,95,250,1726,5,13,101,468,137,62,423,1208,195,2163,989,2563,289,198,345,6733,2631,5999,2641,5752,347,343,648,18368,Wollongong (C)
18500,0,4,0,0,0,0,482,491,0,5,0,0,0,0,347,351,3,7,0,0,0,0,297,313,0,0,0,0,0,0,252,259,6,12,7,0,0,0,577,597,11,33,11,5,0,0,2151,2207,0,3,8,12,3,0,96,120,49,511,65,56,7,16,168,871,888,2630,406,170,19,55,580,4748,912,1766,424,122,23,60,438,3750,734,1278,458,129,17,73,409,3106,552,955,397,95,19,109,401,2531,535,1009,678,147,22,203,1069,3660,3680,8157,2432,738,114,513,3159,18787,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,12,3,4,0,0,0,22,0,8,0,4,0,0,0,18,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,32,3,9,0,4,7,66,0,7,11,24,4,6,72,125,71,859,114,124,13,26,49,1269,1519,4541,682,438,29,96,198,7507,Woollahra (A)
18710,0,0,0,0,0,0,35,35,4,0,0,0,0,0,66,66,0,3,0,0,0,0,64,72,0,0,0,0,0,0,73,71,0,3,0,0,0,0,87,87,3,7,6,5,3,0,374,397,0,0,0,15,10,6,65,96,6,44,23,65,5,8,29,183,63,209,80,132,15,10,51,558,164,308,140,158,14,21,92,897,151,280,173,152,21,48,105,932,138,185,132,83,11,45,122,710,83,144,112,35,14,54,305,745,606,1176,660,635,87,194,763,4130,0,0,0,3,0,0,3,8,0,0,0,4,0,0,5,14,0,4,7,9,0,0,0,23,4,4,3,4,0,0,5,15,3,3,3,12,3,0,0,23,0,0,3,9,0,0,8,15,0,3,0,3,0,0,3,14,5,19,10,39,3,7,26,112,0,0,0,31,14,7,52,107,9,60,35,148,12,18,18,294,78,306,139,365,25,10,33,949,Yass Valley (A)
19399,0,0,0,0,0,0,5,5,0,0,0,0,0,0,11,11,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,5,0,0,0,0,0,0,10,11,0,0,0,5,0,0,38,45,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,10,3,16,7,16,0,0,5,46,7,13,10,15,0,0,13,62,3,7,0,12,0,3,3,31,0,11,10,3,0,3,8,43,4,3,4,7,3,0,15,39,12,50,37,62,7,9,51,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,19,0,0,0,17,3,21,6,41,0,0,0,76,Unincorporated NSW
20110,0,0,0,0,0,0,38,37,3,0,0,0,0,0,53,56,0,0,0,0,0,0,65,75,0,0,4,0,0,0,76,85,0,0,5,0,0,3,114,122,3,3,8,3,0,3,389,413,0,0,0,12,3,0,48,64,0,17,24,35,4,0,18,99,28,117,57,97,20,9,47,373,74,161,107,123,20,18,70,578,68,133,132,119,10,29,103,595,79,144,127,120,20,33,134,653,57,117,147,69,15,37,297,730,302,700,603,569,85,133,707,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,4,0,0,3,3,0,0,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,13,3,0,3,30,0,0,0,25,6,0,35,75,0,24,29,115,7,5,17,201,34,185,88,257,26,15,24,633,Alpine (S)
