lga_code16,f_is_ns_25_34_pd_gd_gcl,f_is_ns_25_34_bdl,f_is_ns_25_34_adip_dipl,f_is_ns_25_34_crt_iii_an_iv_l,f_is_ns_25_34_ct_i_ii,f_is_ns_25_34_cl_nfd,f_is_ns_25_34_loe_ns,f_is_ns_25_34_tot,f_is_ns_35_44_pd_gd_gcl,f_is_ns_35_44_bdl,f_is_ns_35_44_adip_dipl,f_is_ns_35_44_crt_iii_an_iv_l,f_is_ns_35_44_ct_i_ii,f_is_ns_35_44_cl_nfd,f_is_ns_35_44_loe_ns,f_is_ns_35_44_tot,f_is_ns_45_54_pd_gd_gcl,f_is_ns_45_54_bdl,f_is_ns_45_54_adip_dipl,f_is_ns_45_54_crt_iii_an_iv_l,f_is_ns_45_54_ct_i_ii,f_is_ns_45_54_cl_nfd,f_is_ns_45_54_lev_of_ed_ns,f_is_ns_45_54_tot,f_is_ns_55_64_pgde_gddp_gdc,f_is_ns_55_64_bacheldegre_l,f_is_ns_55_64_adip_dipl,f_is_ns_55_64_crt_iii_and_iv,f_is_ns_55_64_crt_i_and_ii,f_is_ns_55_64_certi_level_nfd,f_is_ns_55_64_lev_of_ed_ns,f_is_ns_55_64_tot,f_is_ns_65ov_ptgde_gddp_gdct,f_is_ns_65ov_bdl,f_is_ns_65ov_addip_and_dipl,f_is_ns_65ov_ct_iii_iv,f_is_ns_65ov_ct_i_ii,f_is_ns_65ov_cl_nfd,f_is_ns_65ov_lev_of_ed_ns,f_is_ns_65ov_tot,f_is_ns_tot_pgde_gddp_gdctl,f_is_ns_tot_bdl,f_is_ns_tot_adip_dipl,f_is_ns_tot_ct_iii_and_iv_l,f_is_ns_tot_ct_i_and_ii_l,f_is_ns_tot_cl_nfd,f_is_ns_tot_lev_of_ed_ns,f_is_ns_tot_tot,f_t_15_19_pd_gd_gcl,f_t_15_19_bdl,f_t_15_19_adip_dipl,f_t_15_19_ct_iii_iv,f_t_15_19_ct_i_ii,f_t_15_19_cl_nfd,f_t_15_19_loe_ns,f_t_15_19_tot,f_t_20_24_pd_gd_gcl,f_t_20_24_bdl,f_t_20_24_adip_dipl,f_t_20_24_ct_iii_iv,f_t_20_24_ct_i_ii,f_t_20_24_cl_nfd,f_t_20_24_loe_ns,f_t_20_24_tot,f_t_25_34_pd_gd_gcl,f_t_25_34_bdl,f_t_25_34_adip_dipl,f_t_25_34_ct_iii_iv,f_t_25_34_ct_i_ii,f_t_25_34_cl_nfd,f_t_25_34_loe_ns,f_t_25_34_tot,f_t_35_44_pd_gd_gcl,f_t_35_44_bdl,f_t_35_44_adip_dipl,f_t_35_44_ct_iii_iv,f_t_35_44_ct_i_ii,f_t_35_44_cl_nfd,f_t_35_44_loe_ns,f_t_35_44_tot,f_t_45_54_pd_gd_gcl,f_t_45_54_bdl,f_t_45_54_adip_dipl,f_t_45_54_ct_iii_iv,f_t_45_54_ct_i_ii,f_t_45_54_cl_nfd,f_t_45_54_loe_ns,f_t_45_54_tot,f_t_55_64_pd_gd_gcl,f_t_55_64_bdl,f_t_55_64_adip_dipl,f_t_55_64_ct_iii_iv,f_t_55_64_ct_i_ii,f_t_55_64_cl_nfd,f_t_55_64_loe_ns,f_t_55_64_tot,f_t_65ov_ptgdde_gddp_gdct,f_t_65ov_bdl,f_t_65ov_adip_dipl,f_t_65ov_ct_iii_iv,f_t_65ov_ct_i_ii,f_t_65ov_cl_nfd,f_t_65ov_loe_ns,f_t_65ov_tot,f_t_tot_pd_gd_gcl,f_t_tot_bdl,f_t_tot_adip_dipl,f_t_tot_ct_iii_iv,f_t_tot_ct_i_ii,f_t_tot_cl_nfd,f_t_tot_loe_ns,f_t_tot_tot,p_ind_15_19_pd_gd_gcl,p_ind_15_19_bdl,p_ind_15_19_adip_dipl,p_ind_15_19_ct_iii_iv,p_ind_15_19_ct_i_ii,p_ind_15_19_cl_nfd,p_ind_15_19_loe_ns,p_ind_15_19_tot,p_ind_20_24_pd_gd_gcl,p_ind_20_24_bdl,p_ind_20_24_adip_dipl,p_ind_20_24_ct_iii_iv,p_ind_20_24_ct_i_ii,p_ind_20_24_cl_nfd,p_ind_20_24_loe_ns,p_ind_20_24_tot,p_ind_25_34_pd_gd_gcl,p_ind_25_34_bdl,p_ind_25_34_adip_dipl,p_ind_25_34_ct_iii_iv,p_ind_25_34_ct_i_ii,p_ind_25_34_cl_nfd,p_ind_25_34_loe_ns,p_ind_25_34_tot,p_ind_35_44_pd_gd_gcl,p_ind_35_44_bdl,p_ind_35_44_adip_dipl,p_ind_35_44_ct_iii_iv,p_ind_35_44_ct_i_ii,p_ind_35_44_cl_nfd,p_ind_35_44_loe_ns,p_ind_35_44_tot,p_ind_45_54_pd_gd_gcl,p_ind_45_54_bdl,p_ind_45_54_adip_dipl,p_ind_45_54_ct_iii_iv,p_ind_45_54_ct_i_ii,p_ind_45_54_cl_nfd,p_ind_45_54_loe_ns,p_ind_45_54_tot,p_ind_55_64_pd_gd_gcl,p_ind_55_64_bdl,p_ind_55_64_adip_dipl,p_ind_55_64_ct_iii_iv,p_ind_55_64_ct_i_ii,p_ind_55_64_cl_nfd,p_ind_55_64_loe_ns,p_ind_55_64_tot,p_ind_65ov_ptgdde_gddp_gdct,p_ind_65ov_bdl,p_ind_65ov_adip_dipl,p_ind_65ov_ct_iii_iv,p_ind_65ov_ct_i_ii,p_ind_65ov_cl_nfd,p_ind_65ov_loe_ns,p_ind_65ov_tot,p_ind_tot_pd_gd_gcl,p_ind_tot_bdl,p_ind_tot_adip_dipl,p_ind_tot_ct_iii_iv,p_ind_tot_ct_i_ii,p_ind_tot_cl_nfd,p_ind_tot_loe_ns,p_ind_tot_tot,p_noni_15_19_ptgdde_gddp_gdct,p_noni_15_19_bdl,p_noni_15_19_adip_dipl,p_noni_15_19_ct_iii_iv,p_noni_15_19_ct_i_ii,p_noni_15_19_cl_nfd,p_noni_15_19_loe_ns,p_noni_15_19_tot,p_noni_20_24_ptgdde_gddp_gdct,p_noni_20_24_bdl,p_noni_20_24_adip_dipl,p_noni_20_24_ct_iii_iv,p_noni_20_24_ct_i_ii,p_noni_20_24_cl_nfd,p_noni_20_24_loe_ns,p_noni_20_24_tot,p_noni_25_34_ptgdde_gddp_gdct,p_noni_25_34_bdl,p_noni_25_34_adip_dipl,p_noni_25_34_ct_iii_iv,p_noni_25_34_ct_i_ii,p_noni_25_34_cl_nfd,p_noni_25_34_loe_ns,p_noni_25_34_tot,lga_name16
32450,0,0,0,0,0,0,30,30,0,0,0,3,0,0,21,22,0,0,0,0,0,0,12,15,0,0,0,0,0,0,22,22,0,0,0,0,0,0,21,21,0,3,0,3,0,0,136,139,0,0,0,7,4,3,11,24,0,10,8,10,3,0,22,55,16,48,22,32,0,0,42,161,9,23,14,24,0,4,22,106,6,12,14,22,7,0,21,83,3,8,11,12,0,3,34,75,0,10,8,3,0,0,30,54,42,118,76,108,18,15,188,550,0,0,0,0,0,0,5,7,0,0,0,10,3,0,8,17,0,4,3,29,0,0,4,35,0,4,3,8,5,0,9,30,0,0,3,13,0,0,9,22,0,0,8,8,0,0,13,20,0,0,0,0,0,0,11,14,0,12,15,64,4,3,53,152,0,0,0,5,3,0,3,12,3,16,7,23,8,3,7,67,27,78,32,98,3,0,13,255,Cloncurry (S)
32500,0,8,0,0,0,0,37,46,0,0,0,0,0,0,14,19,0,0,0,0,0,0,28,25,0,0,0,0,0,0,49,56,0,0,0,0,0,0,33,35,0,12,4,6,0,0,191,205,0,0,0,12,3,0,23,35,0,14,6,20,8,0,27,75,15,53,24,43,3,6,54,201,14,35,28,39,9,7,35,163,11,14,28,49,3,11,41,158,18,38,46,36,5,7,71,219,7,24,15,9,3,3,58,113,68,175,151,203,30,32,305,975,0,0,0,11,0,0,16,30,0,0,3,16,3,0,34,55,0,4,5,39,3,0,9,65,0,4,3,38,6,3,22,78,0,4,7,29,3,4,12,53,3,3,4,9,0,0,3,29,0,0,5,4,3,0,4,11,3,16,27,142,14,7,110,323,0,0,0,13,9,0,6,32,0,18,6,34,13,0,3,77,17,62,35,73,4,10,22,226,Cook (S)
32600,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,4,0,11,16,0,3,0,0,0,0,6,14,0,0,4,0,0,0,4,12,0,0,4,0,0,0,5,12,0,0,0,0,0,0,7,7,0,3,10,6,4,3,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,0,3,4,0,4,16,Croydon (S)
37300,0,0,0,0,0,0,30,29,0,0,0,3,0,0,31,32,0,0,0,0,0,0,28,30,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,5,0,0,0,6,0,0,129,135,0,0,0,3,0,0,23,31,0,15,4,23,0,5,11,55,26,83,23,82,5,7,38,249,20,62,28,49,5,7,40,216,16,34,34,32,3,3,47,172,4,6,8,8,3,0,22,55,0,0,3,3,0,0,5,19,68,195,107,206,16,25,183,800,0,0,0,7,0,0,15,23,0,0,0,15,0,0,5,24,0,3,0,41,0,0,3,51,4,11,9,37,4,0,5,75,0,8,10,16,0,3,9,44,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,11,24,24,123,7,7,43,234,0,0,0,8,0,0,7,20,0,18,4,60,0,5,4,91,31,112,37,217,5,5,8,427,Weipa (T)
37310,0,0,0,0,0,0,171,172,0,0,0,3,0,0,191,200,0,0,3,3,0,3,222,226,0,0,0,0,0,0,216,224,0,3,0,0,0,0,277,282,0,8,9,14,0,3,1252,1282,0,0,8,85,30,10,151,290,8,97,36,192,41,19,106,490,75,409,176,383,76,48,233,1394,73,374,243,303,39,70,262,1364,60,199,268,287,33,74,310,1224,46,131,160,197,26,39,317,915,18,98,132,77,13,33,542,916,275,1307,1020,1524,259,285,1921,6590,0,0,0,14,6,3,22,44,0,0,3,26,8,0,8,49,0,7,6,53,0,3,16,88,4,6,12,36,4,3,19,82,0,5,10,25,6,3,17,65,0,4,11,9,0,0,14,38,0,0,4,5,0,0,8,27,9,17,50,173,24,12,105,390,0,0,6,139,57,13,139,355,5,132,57,477,63,28,41,805,110,588,289,1138,98,75,89,2387,Western Downs (R)
37340,0,6,0,0,3,0,362,369,0,5,3,0,0,0,236,246,0,3,0,4,0,0,217,227,0,0,4,0,0,0,220,231,0,3,5,4,0,0,251,260,4,14,11,15,3,3,1545,1590,0,0,7,48,27,13,141,242,6,123,85,188,55,21,216,683,90,424,297,416,52,52,455,1789,84,316,264,398,51,57,292,1459,56,190,233,319,28,66,314,1199,66,159,211,243,42,51,329,1092,39,89,142,116,16,50,473,931,333,1303,1245,1718,270,315,2217,7401,0,0,0,3,6,7,19,36,0,3,0,26,8,9,6,55,0,0,10,46,11,5,11,85,0,8,12,39,5,3,6,73,0,5,11,49,0,8,8,79,4,4,8,24,0,3,11,55,0,3,3,9,3,4,19,38,8,18,51,194,34,34,81,425,0,4,7,101,33,11,111,272,16,162,128,422,69,44,78,924,121,642,474,1263,76,83,195,2860,Whitsunday (R)
41140,0,0,0,0,0,0,35,36,0,0,0,0,0,0,22,21,0,0,0,3,0,0,31,31,0,0,0,0,0,0,52,51,0,0,0,0,0,0,56,61,0,3,0,4,0,0,217,226,0,0,0,11,0,5,25,40,3,27,6,42,9,0,16,100,27,106,46,94,12,12,39,332,30,100,64,93,20,19,38,365,35,85,81,97,15,22,46,385,44,88,83,94,14,18,85,420,22,75,86,42,4,19,160,408,158,475,370,474,75,89,404,2048,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,3,4,0,0,0,12,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,0,10,13,0,3,0,27,0,0,0,19,12,7,20,54,3,29,11,84,8,4,4,157,29,157,62,283,33,16,12,597,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,24,24,0,0,0,3,0,0,5,5,0,0,0,3,0,0,8,12,0,8,0,9,0,0,3,21,3,3,0,3,0,0,0,9,0,0,3,4,0,0,6,14,3,0,0,0,0,0,6,8,0,0,0,0,0,0,3,3,3,16,4,19,4,0,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,10,0,0,0,4,0,0,0,4,0,0,0,3,4,0,0,10,0,6,0,12,0,0,4,22,Diamantina (S)
32770,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,5,0,3,0,0,4,0,7,15,0,5,0,7,3,0,3,26,0,0,4,3,6,0,6,22,5,0,3,0,0,0,6,17,0,0,0,5,3,0,4,14,0,0,0,0,0,0,6,6,11,13,11,21,14,3,37,103,0,0,0,0,0,0,9,5,0,0,0,5,3,0,14,20,0,0,0,12,3,0,6,28,0,0,3,10,10,3,7,30,4,0,4,5,3,0,7,29,0,0,0,6,3,0,6,18,0,0,0,0,0,0,9,8,3,3,11,40,23,10,54,143,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,12,4,0,0,0,0,19,Doomadgee (S)
32810,0,3,0,0,0,0,131,138,0,0,0,0,0,0,95,91,0,0,0,0,0,0,99,96,0,0,0,0,0,0,108,105,0,0,0,0,0,0,145,154,0,8,4,3,0,0,641,658,0,0,3,17,9,0,53,90,4,36,23,33,7,7,57,163,26,160,95,121,14,12,167,598,54,128,87,139,15,25,123,570,47,105,104,125,21,32,135,563,41,89,106,93,5,30,161,529,29,82,58,41,11,19,225,461,200,607,479,570,77,131,924,2980,0,0,0,4,3,0,14,26,0,0,0,9,7,0,10,29,0,8,9,26,10,3,14,59,0,3,9,21,3,5,16,55,0,9,7,19,3,5,20,67,3,0,10,5,3,3,23,40,0,0,3,3,0,0,14,19,11,21,31,83,26,17,101,292,0,3,3,22,12,0,30,65,4,47,33,90,6,14,23,214,43,226,152,332,24,22,54,856,Douglas (S)
33100,0,0,0,0,0,0,4,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,12,7,5,0,0,6,38,0,0,3,6,0,0,7,20,0,3,3,7,0,3,9,22,3,0,0,10,0,0,8,23,0,0,4,3,0,0,8,18,0,27,24,27,3,10,35,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,3,10,0,3,3,12,3,0,3,20,0,15,8,16,4,0,3,54,Etheridge (S)
33200,0,0,0,0,0,0,12,12,0,0,0,0,0,0,7,10,0,0,0,0,0,0,9,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,12,12,0,3,0,0,0,0,47,52,0,0,0,3,3,0,0,11,0,3,0,11,3,3,10,25,6,18,3,11,0,0,15,54,0,16,4,3,0,0,5,33,0,11,7,12,3,5,11,47,0,5,15,0,0,0,9,33,4,7,8,0,3,4,26,49,8,59,39,46,11,17,73,259,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,3,0,3,25,0,0,0,6,3,0,5,16,0,4,0,24,3,3,3,38,4,19,9,46,0,0,10,100,Flinders (S) (Qld)
33220,0,3,3,0,4,0,273,293,0,3,4,8,0,0,328,344,0,5,5,8,0,0,403,423,0,0,8,13,0,3,493,516,0,6,7,0,0,5,853,872,3,19,26,39,3,6,2649,2755,3,0,22,177,99,19,271,594,25,164,118,472,108,44,201,1142,133,706,417,992,163,108,406,2929,270,853,636,1132,122,172,511,3701,307,732,838,1195,120,196,672,4066,269,660,855,1073,103,258,934,4152,210,607,723,625,82,294,2428,4966,1217,3720,3618,5667,804,1093,5430,21549,0,0,0,37,9,3,38,87,0,5,12,62,21,3,49,145,4,14,22,102,15,14,69,248,6,29,44,110,11,11,72,283,10,19,40,88,7,11,41,207,12,15,18,57,3,5,31,150,4,3,15,29,0,0,38,86,40,84,145,481,73,60,339,1214,3,0,19,302,193,33,252,802,34,212,158,969,188,67,189,1827,187,998,599,2278,233,176,383,4852,Fraser Coast (R)
33360,0,0,0,6,0,0,305,315,0,3,0,3,0,0,285,288,0,3,5,4,0,0,281,291,0,0,3,0,0,0,218,220,0,4,0,0,0,0,200,208,0,15,14,20,0,3,1539,1588,0,0,4,111,79,15,214,426,12,159,69,417,82,36,168,934,175,828,375,949,122,76,394,2909,213,738,429,755,76,106,394,2710,167,463,456,675,77,88,427,2353,86,249,293,358,33,79,345,1449,38,166,139,111,23,53,503,1026,691,2602,1753,3374,487,442,2447,11802,0,0,0,18,11,3,19,52,0,0,0,66,15,0,11,97,3,8,7,104,6,8,13,152,5,16,11,87,3,8,16,147,0,12,27,71,0,0,16,127,3,8,7,18,0,4,11,55,0,3,7,7,0,0,5,21,16,51,59,373,45,20,93,656,0,0,8,192,124,24,153,510,22,226,90,1007,113,64,73,1597,262,1201,531,2684,169,112,229,5184,Gladstone (R)
33430,9,31,11,13,0,4,2850,2917,13,28,24,28,5,4,2335,2426,4,20,20,27,6,8,2399,2481,5,14,26,22,0,12,2199,2282,0,19,36,22,0,10,3304,3401,38,120,127,131,16,50,15401,15884,7,44,524,1457,393,199,1488,4115,341,3001,2097,2833,385,352,1841,10845,3120,9661,5785,5915,512,818,3904,29706,3174,8535,6332,5752,548,1187,3532,29059,2411,5477,6016,5485,466,1229,3811,24892,1856,3745,4286,3732,448,1160,3851,19087,1031,2970,3389,2461,313,1391,9047,20592,11944,33433,28419,27637,3063,6334,27472,138300,0,5,23,90,33,10,49,221,9,49,65,224,27,26,35,436,41,125,162,389,23,34,63,832,32,94,132,266,15,43,41,625,25,61,140,224,10,25,48,536,17,44,73,131,10,15,51,333,6,20,24,52,3,7,64,178,136,401,628,1373,108,160,353,3159,10,73,792,2634,665,290,1175,5634,536,4789,3223,6190,652,539,929,16852,5031,15478,8845,15992,829,1340,2065,49575,Gold Coast (C)
33610,0,3,0,3,0,0,58,67,0,0,0,0,0,0,55,58,0,0,0,0,0,0,55,55,0,0,0,0,0,0,62,63,0,0,0,0,0,0,88,88,0,5,0,7,0,0,375,387,0,0,0,23,11,5,47,85,8,24,17,49,16,9,31,154,26,161,68,128,11,10,80,488,17,139,76,89,8,16,76,418,12,89,81,86,11,13,70,363,19,54,61,73,3,16,90,318,6,47,49,19,0,8,194,336,92,513,351,463,65,83,587,2155,0,0,0,3,0,0,5,12,0,0,0,3,0,0,0,6,0,0,0,10,0,0,7,22,0,3,3,9,0,0,6,24,0,8,5,11,0,0,4,24,0,0,3,8,0,0,6,16,0,0,3,0,0,0,7,7,4,7,16,42,0,9,31,111,0,0,0,39,15,4,31,86,8,31,18,118,23,8,14,229,36,219,105,305,16,18,31,738,Goondiwindi (R)
33620,0,3,0,11,0,0,149,160,0,0,3,4,0,0,158,167,0,3,3,4,0,0,258,269,0,9,8,0,0,0,260,280,0,0,4,3,0,0,384,401,4,15,19,26,0,3,1356,1426,0,0,12,99,56,17,152,336,4,68,78,243,53,19,84,555,56,289,240,559,77,57,199,1483,105,337,360,572,66,86,259,1774,135,366,478,560,63,102,392,2099,127,367,427,463,72,100,458,2020,77,298,351,223,22,97,1072,2135,514,1721,1944,2722,413,478,2615,10407,0,0,0,9,5,0,14,32,3,0,3,23,4,0,5,43,0,3,5,50,9,5,15,84,3,6,16,46,5,4,17,97,0,8,17,46,0,9,14,100,7,5,8,20,3,3,10,60,0,5,7,11,0,0,14,40,15,29,57,212,32,17,92,453,0,0,16,199,102,25,145,480,4,83,99,506,116,35,64,906,82,385,321,1276,121,85,119,2395,Gympie (R)
33800,0,0,0,0,0,0,31,37,0,0,0,0,0,0,32,32,0,0,0,0,0,0,44,51,0,0,0,0,0,0,54,60,0,0,0,0,0,0,112,111,0,0,5,4,0,0,299,314,0,0,5,20,10,4,32,79,0,17,10,36,9,7,23,106,11,83,22,94,23,3,43,281,13,75,56,84,11,15,48,307,18,69,82,119,6,18,70,383,22,59,64,101,8,18,94,374,11,49,53,33,4,4,251,405,72,350,290,500,75,80,562,1925,0,0,0,3,4,0,12,14,0,0,0,3,0,0,3,9,0,0,0,16,0,0,3,22,0,3,0,8,0,3,14,31,0,3,9,14,0,0,3,33,0,0,3,7,3,0,0,16,4,0,3,3,0,0,4,15,4,6,19,54,9,8,42,147,0,0,9,39,11,6,35,97,3,33,19,128,15,9,9,215,17,118,37,295,19,9,19,507,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,0,11,18,0,0,0,10,3,0,3,16,5,3,0,21,3,0,12,43,0,0,4,5,4,0,3,18,0,0,6,6,0,0,3,18,0,3,0,3,0,0,0,16,0,0,3,3,3,0,0,13,4,11,12,56,13,3,40,146,0,0,0,0,3,0,28,30,0,0,0,18,11,0,20,52,5,0,3,45,3,0,19,71,0,0,7,42,4,3,4,63,0,0,6,25,0,0,6,38,0,3,4,11,0,0,4,28,0,0,0,9,3,0,3,19,4,5,16,147,25,4,85,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,Hope Vale (S)
33960,0,6,10,9,0,0,914,939,3,5,7,11,0,5,698,730,5,10,11,12,0,0,707,742,0,5,3,10,0,4,552,577,0,5,8,7,0,3,692,714,8,27,36,53,5,15,4348,4494,0,5,122,528,215,60,619,1553,57,617,646,1472,274,163,608,3850,721,2783,1942,3204,361,350,1253,10610,810,2139,1848,2278,226,375,1038,8724,608,1210,1517,1944,174,355,1114,6924,353,769,999,1169,110,298,964,4668,180,526,594,464,63,178,1795,3805,2733,8053,7668,11063,1424,1797,7396,40132,0,0,4,90,35,8,59,205,6,11,40,199,41,22,46,365,18,49,88,307,27,16,64,570,14,47,85,194,16,19,51,422,9,36,107,142,5,20,42,359,12,17,38,62,5,11,31,170,6,11,15,19,0,3,40,100,60,175,374,1013,119,111,346,2189,3,11,155,910,364,99,499,2053,69,953,893,2985,440,230,368,5937,1087,4086,2809,7660,558,570,768,17545,Ipswich (C)
33980,0,0,0,3,0,0,239,247,0,4,0,3,0,0,162,173,0,0,0,0,0,0,144,147,0,0,0,0,0,0,72,77,0,0,0,0,0,0,41,44,0,4,4,8,0,0,818,837,0,0,0,20,21,7,83,132,9,84,14,119,21,17,113,380,70,351,138,385,58,44,283,1329,56,224,133,237,19,39,210,916,17,87,108,171,15,23,194,617,13,51,53,56,9,9,112,303,3,14,18,18,3,11,99,170,164,824,464,1005,148,158,1091,3853,0,0,0,4,0,0,6,13,0,0,0,15,3,0,3,21,3,6,3,44,0,3,5,65,0,0,3,29,0,3,5,45,0,4,4,5,3,3,3,29,0,0,4,4,0,0,5,13,0,0,0,0,0,0,0,0,6,9,12,107,14,11,29,187,0,0,0,46,33,7,58,150,9,123,25,299,32,18,28,538,120,548,196,1116,78,60,77,2213,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,9,0,3,0,7,0,0,4,10,0,4,0,4,5,0,13,36,3,0,0,9,3,0,4,23,0,0,3,5,3,0,12,24,0,4,3,0,3,0,0,14,0,0,0,0,0,0,3,3,8,10,4,26,14,0,42,110,0,0,0,0,5,0,8,19,0,0,0,7,0,0,5,13,0,3,0,16,7,0,24,53,0,0,0,14,3,3,8,31,0,0,0,13,5,0,9,30,0,0,4,3,7,0,3,19,0,0,0,0,0,0,3,3,0,3,6,49,23,6,73,166,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,4,0,4,0,0,0,13,Kowanyama (S)
34530,0,0,0,3,0,0,108,118,0,0,0,3,0,0,135,139,0,3,3,3,0,0,179,190,0,0,5,3,0,0,166,170,0,3,0,0,0,0,269,273,5,6,11,17,0,3,979,1020,0,0,3,78,28,12,114,245,15,68,47,156,36,21,69,406,72,350,161,401,54,34,147,1220,135,446,236,363,23,62,187,1450,146,374,283,388,44,70,262,1573,128,298,258,284,44,54,263,1332,65,211,203,134,17,52,579,1259,556,1748,1192,1800,253,298,1629,7476,0,0,0,16,4,0,14,37,0,0,0,17,5,0,65,87,0,7,6,52,9,3,77,158,0,5,15,37,0,7,57,124,9,10,13,35,4,6,20,91,3,10,9,8,0,0,10,39,0,3,3,4,0,0,9,29,19,31,51,172,27,17,255,564,0,0,7,115,55,15,97,286,15,105,62,392,48,24,78,726,95,481,221,1072,73,51,198,2192,Livingstone (S)
34570,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,8,6,0,0,0,3,0,0,11,13,0,6,0,4,0,0,17,33,0,0,0,0,0,0,16,18,0,0,0,3,3,3,7,12,0,3,0,0,0,0,3,11,0,0,0,0,0,0,8,9,3,9,8,16,4,7,66,103,0,0,0,7,0,0,15,17,0,0,0,4,0,0,25,22,0,0,0,11,3,0,15,30,0,0,3,7,0,0,20,32,0,0,0,8,3,0,11,26,0,0,0,4,0,0,4,13,0,0,0,0,0,0,10,9,0,3,4,35,8,10,101,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,17,Lockhart River (S)
34580,0,6,0,3,0,0,143,159,0,3,3,3,0,0,159,165,0,3,3,0,3,3,210,215,0,0,3,4,0,0,176,188,0,5,0,0,0,0,250,257,3,17,15,14,3,4,1132,1186,0,4,18,106,53,20,191,389,10,131,77,216,54,30,141,659,94,411,266,405,56,56,237,1526,124,313,280,413,54,61,240,1477,101,239,329,420,50,74,311,1513,95,169,231,260,25,55,293,1125,59,144,169,106,17,40,599,1136,481,1414,1371,1919,308,333,1999,7831,0,0,0,7,4,0,20,29,0,0,0,13,6,3,26,56,0,9,13,33,4,3,57,114,3,3,17,35,3,4,23,81,0,8,14,28,0,3,21,75,0,8,4,16,3,0,7,45,0,3,4,10,0,0,11,20,9,24,52,143,25,12,158,423,0,3,23,181,76,24,171,484,10,180,113,454,95,44,118,1009,136,586,346,1036,90,90,275,2560,Lockyer Valley (R)
