lga_code_2016,p_sol_sp_en_t_2006_2010,p_sol_sp_en_t_2011,p_sol_sp_en_t_2012,p_sol_sp_en_t_2013,p_sol_sp_en_t_2014,p_sol_sp_en_t_2015,p_sol_sp_en_t_2016,p_sol_sp_en_t_yr_arr_ns,p_sol_sp_en_t_t,p_lanprof_en_ns_bef_2000,p_lanprof_en_ns_2000_2005,p_lanprof_en_ns_2006_2010,p_lanprof_en_ns_2011,p_lanprof_en_ns_2012,p_lanprof_en_ns_2013,p_lanprof_en_ns_2014,p_lanprof_en_ns_2015,p_lanprof_en_ns_2016,p_lanprof_en_ns_yr_arr_ns,p_lanprof_en_ns_t,p_t_b_2000,p_t_2000_2005,p_t_2006_2010,p_t_2011,p_t_2012,p_t_2013,p_t_2014,p_t_2015,p_t_2016,p_t_yr_arrival_ns,p_t_t,lga_name16
79399,160,30,29,42,49,77,38,60,702,0,0,0,0,0,0,0,0,0,3,3,704,135,305,52,52,66,83,121,61,115,1688,Unincorporated NT
58570,776,175,286,360,372,411,260,247,5541,5,0,0,0,3,0,0,3,0,36,47,5398,873,1528,446,589,567,569,627,357,468,11423,Vincent (C)
58610,0,0,0,3,0,4,0,3,27,0,0,0,0,0,0,0,0,0,0,0,185,20,13,5,4,4,0,6,3,9,247,Wagin (S)
58680,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,0,0,0,3,0,3,56,Wandering (S)
58760,7935,1363,1549,1349,1015,1083,596,788,28672,48,8,14,0,3,3,0,0,3,79,157,28966,10315,19091,3596,4106,2853,1995,1831,992,2032,75775,Wanneroo (C)
58820,27,5,6,6,3,0,0,12,148,0,0,0,0,0,0,0,0,0,0,0,428,37,100,14,10,13,4,9,0,36,659,Waroona (S)
58890,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,56,0,8,0,4,0,0,3,0,5,81,West Arthur (S)
62410,11,7,4,8,7,8,5,3,109,0,0,0,0,0,0,0,0,0,3,5,318,20,30,6,7,12,12,14,3,25,456,Glamorgan/Spring Bay (M)
62610,790,190,200,281,237,207,172,98,3345,4,0,0,0,0,0,0,0,0,6,16,2670,461,957,205,233,305,262,231,186,181,5684,Glenorchy (C)
62810,973,233,357,439,606,783,566,283,6110,3,0,0,0,0,0,3,0,0,13,22,5164,937,1413,359,462,545,739,913,671,469,11659,Hobart (C)
63010,45,9,24,7,13,20,13,23,399,7,0,0,0,0,0,0,0,0,0,7,1732,147,193,31,42,17,23,29,14,75,2311,Huon Valley (M)
59100,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,3,4,3,0,0,0,0,4,4,60,Wickepin (S)
74560,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,59,8,7,0,3,0,0,0,0,7,84,Wagait (S)
74660,32,8,18,11,3,18,18,23,192,0,0,0,0,0,0,0,0,0,0,0,212,38,69,16,33,16,15,25,17,35,475,West Arnhem (R)
59170,6,3,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,35,10,20,11,5,3,0,3,4,4,84,Williams (S)
59250,28,5,3,8,4,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0,145,44,63,17,21,10,9,5,0,8,330,Wiluna (S)
89399,12845,2574,2924,3290,4210,4731,3146,1729,65141,47,5,12,0,0,3,4,3,3,153,233,48565,11423,16137,3584,3912,4096,5091,5646,3646,2883,104974,Unincorporated ACT
99399,104,12,10,16,29,27,23,77,786,0,0,0,0,0,0,0,0,0,225,231,774,107,156,27,19,30,42,41,33,334,1561,Unincorp. Other Territories
63210,27,7,3,5,8,20,5,6,164,3,0,0,0,0,0,0,0,0,0,3,544,46,45,4,10,9,17,17,7,24,737,Kentish (M)
63410,7,0,6,6,3,0,0,4,61,3,0,0,0,0,0,0,0,0,0,4,116,31,17,3,8,8,3,0,3,13,196,King Island (M)
63610,345,52,67,76,60,69,35,58,1527,3,0,0,0,0,0,0,0,0,5,10,3756,538,707,129,109,133,115,92,62,164,5812,Kingborough (M)
63810,21,0,8,3,9,24,6,3,152,0,0,0,0,0,0,0,0,0,0,4,677,49,66,9,26,3,12,30,9,31,914,Latrobe (M) (Tas.)
64010,783,237,247,442,431,352,360,156,3919,14,0,0,0,0,0,0,0,0,9,24,3760,561,1139,295,304,496,507,429,409,300,8206,Launceston (C)
64210,57,15,14,12,10,19,7,30,362,0,0,0,0,0,0,0,0,0,3,3,1387,117,143,22,28,31,31,24,14,83,1877,Meander Valley (M)
64610,28,0,5,3,0,22,3,6,144,0,0,0,0,0,0,0,0,0,3,3,768,56,65,0,10,17,11,24,3,52,1013,Northern Midlands (M)
64810,43,5,5,3,3,7,0,4,185,7,0,0,0,0,0,0,0,0,0,7,861,93,101,12,16,15,9,15,3,31,1164,Sorell (M)
59310,11,7,9,12,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,82,18,24,10,6,11,8,8,0,12,173,Wongan-Ballidu (S)
59320,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34,4,3,0,0,0,0,4,0,0,52,Woodanilling (S)
59330,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,3,0,3,0,0,0,54,Wyalkatchem (S)
59340,96,17,26,37,41,45,25,32,439,0,0,0,0,0,0,0,0,0,3,3,704,85,206,51,53,57,62,66,45,70,1404,Wyndham-East Kimberley (S)
59350,21,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,89,15,50,10,10,3,3,4,0,4,186,Yalgoo (S)
72300,257,48,29,44,36,32,34,62,1188,3,0,0,0,0,0,0,0,0,63,74,2293,332,541,109,105,84,66,61,46,249,3887,Litchfield (M)
59360,32,3,3,3,3,3,0,4,67,0,0,0,0,0,0,0,0,0,0,0,151,40,82,22,15,10,8,8,0,6,342,Yilgarn (S)
59370,13,5,0,4,0,3,0,4,63,4,0,0,0,0,0,0,0,0,0,4,438,48,37,7,12,5,5,10,3,26,586,York (S)
60210,15,6,4,3,4,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,607,46,30,12,6,14,8,6,3,25,747,Break O'Day (M)
60410,29,11,3,6,8,10,0,10,182,0,0,0,0,0,0,0,0,0,3,3,531,39,63,14,3,16,7,15,3,45,741,Brighton (M)
60610,100,23,38,29,18,26,14,20,450,6,0,0,0,0,0,0,0,0,0,6,994,103,174,46,58,37,28,43,18,60,1569,Burnie (C)
60810,35,5,16,10,14,9,10,8,268,3,0,0,0,0,0,0,0,0,7,9,1391,92,103,28,30,29,18,8,14,76,1787,Central Coast (M) (Tas.)
61010,0,0,0,0,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,139,21,6,3,0,4,3,3,0,6,186,Central Highlands (M) (Tas.)
61210,38,0,3,4,4,13,3,7,129,0,0,0,0,0,0,0,0,0,0,4,349,74,96,13,23,7,11,33,7,21,650,Circular Head (M)
61410,286,53,70,83,76,54,51,50,1502,11,0,0,0,0,0,0,0,0,27,33,3595,472,555,99,134,124,125,97,70,211,5499,Clarence (C)
61510,10,3,0,3,0,0,0,0,95,7,0,0,0,0,0,0,0,0,4,10,562,50,35,5,9,3,3,9,3,19,699,Derwent Valley (M)
61610,102,24,29,24,21,44,13,29,519,11,0,0,0,0,0,0,0,0,0,13,1424,128,198,37,38,24,36,51,12,68,2035,Devonport (C)
61810,13,3,0,3,3,3,0,0,83,4,0,0,0,0,0,0,0,0,0,4,394,24,36,10,5,14,9,7,0,12,513,Dorset (M)
62010,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,70,0,3,3,0,0,0,0,0,4,83,Flinders (M) (Tas.)
62210,7,3,4,4,4,9,3,9,98,0,0,0,0,0,0,0,0,0,0,7,548,31,43,3,3,4,7,14,6,46,706,George Town (M)
70420,72,24,18,17,10,20,15,31,291,0,0,0,0,0,0,0,0,0,4,3,293,41,97,33,29,25,26,45,22,53,668,Barkly (R)
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belyuen (S)
70620,16,0,4,0,3,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,107,29,48,16,17,5,5,6,0,9,242,Central Desert (R)
70700,7,0,4,6,3,6,3,5,56,0,0,0,0,0,0,0,0,0,0,0,119,19,15,3,10,7,7,10,10,9,209,Coomalie (S)
71000,3914,803,988,1207,1219,1401,872,588,16134,14,3,3,0,3,3,0,0,0,38,66,9333,1813,5179,1207,1443,1586,1549,1766,1104,962,25943,Darwin (C)
71300,9,4,3,0,3,4,3,0,54,0,0,0,0,0,0,0,0,0,0,0,79,13,26,9,8,3,4,12,8,3,173,East Arnhem (R)
72200,148,53,46,27,41,46,30,34,617,3,0,0,0,0,0,0,0,0,0,3,645,105,231,79,55,46,64,62,36,60,1382,Katherine (T)
72330,10,4,4,3,4,18,9,22,109,0,0,0,0,0,0,0,0,0,12,12,175,18,19,6,5,13,8,37,18,43,336,MacDonnell (R)
