LGA_MAIN11,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,LGA_NAME11
31950,0,9,12,203,11,235,0,0,0,16,3,19,0,3,0,14,0,17,0,0,0,0,0,0,4,0,0,0,0,4,15,12,5,111,3,146,3,0,3,0,0,6,0,0,0,0,0,0,9,0,0,11,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,34,0,43,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,11,0,0,0,5,97,102,55,30,26,418,114,643,38,17,Burke (S)
32070,1153,5504,5084,43697,1530,56968,8,93,34,1716,81,1932,1370,150,131,719,58,2428,277,78,29,127,18,529,1366,384,273,544,50,2617,12563,4545,3730,31381,1285,53504,1597,42,320,55,80,2094,616,86,63,300,25,1090,2319,584,519,4652,161,8235,294,131,41,433,23,922,242,50,8,65,7,372,859,51,55,57,33,1055,2391,1022,857,11962,324,16556,2077,913,438,3736,126,7290,531,12,11,3,7,564,42,16,19,45,0,122,28,3,7,3,0,41,207,85,52,243,9,596,696,126,120,91,35,1068,1265,342,258,86,29,1980,507,85,45,185,17,839,199,43,25,131,5,403,3078,1080,908,8355,246,13667,72,24,6,32,3,137,36,0,0,0,0,36,397,30,35,17,8,487,356,57,37,207,20,677,62,3,3,4,3,75,202,15,14,3,8,242,405,97,70,359,18,949,10309,1431,1588,3479,505,17312,802,238,247,2632,11179,15098,46326,17320,15027,115319,15893,209885,38161,10606,Cairns (R)
32250,3,37,37,891,39,1007,0,0,0,132,7,139,0,0,0,8,0,8,4,3,3,0,0,10,11,3,0,3,0,17,51,23,25,363,16,478,18,0,0,0,0,18,0,0,0,3,0,3,10,10,3,60,0,83,0,0,0,4,0,4,3,0,0,0,0,3,3,0,3,0,0,6,11,5,3,128,0,147,5,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,4,0,10,0,3,0,0,0,3,3,0,0,3,0,6,3,0,0,0,0,3,14,0,9,66,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,34,3,68,6,0,0,115,252,373,185,87,90,1826,317,2505,155,53,Carpentaria (S)
32260,141,784,577,8590,293,10385,0,8,4,419,28,459,89,14,29,136,0,268,58,3,0,37,0,98,179,49,43,66,6,343,1305,681,487,6484,214,9171,183,3,22,4,17,229,44,4,8,53,11,120,221,117,73,1046,28,1485,110,33,18,131,5,297,26,10,4,20,4,64,345,18,11,4,3,381,301,191,133,2509,64,3198,1106,361,143,1661,77,3348,22,0,0,0,3,25,3,3,0,3,0,9,0,0,0,3,0,3,201,39,33,194,6,473,85,30,15,24,8,162,88,55,39,13,8,203,32,10,3,28,0,73,14,4,0,23,0,41,340,168,138,1692,37,2375,9,4,0,0,0,13,3,0,0,3,0,6,45,6,4,0,0,55,54,13,23,79,3,172,0,0,0,0,0,0,8,0,0,0,0,8,37,10,13,44,0,104,982,146,133,733,72,2066,144,30,41,623,1234,2072,6175,2794,1994,24622,2121,37706,5291,1748,Cassowary Coast (R)
32270,90,679,619,11318,213,12919,3,3,0,72,0,78,65,9,13,82,4,173,19,3,0,6,0,28,138,38,29,110,5,320,1295,589,466,7649,216,10215,224,10,28,7,8,277,38,10,5,65,0,118,161,83,61,1400,33,1738,23,13,3,41,0,80,13,8,0,12,0,33,125,4,0,15,3,147,245,119,76,2488,53,2981,57,39,18,320,13,447,20,0,4,4,0,28,0,0,0,8,0,8,0,0,0,0,0,0,10,11,10,29,3,63,323,39,27,15,22,426,206,39,53,14,4,316,23,16,3,48,4,94,20,3,6,22,0,51,366,148,128,1958,54,2654,3,0,0,0,0,3,5,0,0,0,0,5,132,10,3,3,8,156,32,0,4,23,0,59,10,0,0,0,0,10,10,0,0,0,0,10,26,15,4,53,0,98,645,124,95,295,26,1185,84,19,29,598,2206,2936,4411,2031,1684,26655,2875,37656,3542,1268,Central Highlands (R)
32310,22,243,246,5273,128,5912,0,0,0,107,0,107,25,0,6,83,3,117,0,3,0,9,0,12,27,13,4,17,3,64,360,229,171,3744,96,4600,46,3,10,3,3,65,8,6,3,24,3,44,52,24,24,551,11,662,5,8,0,9,0,22,3,0,0,3,0,6,15,0,0,9,0,24,76,54,32,1159,16,1337,29,33,4,220,4,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11,0,20,30,5,6,7,0,48,37,15,11,10,0,73,10,3,3,6,0,22,3,0,3,4,0,10,85,63,54,920,26,1148,0,0,0,0,0,0,4,0,0,0,0,4,11,0,5,0,0,16,7,3,0,10,0,20,0,0,0,0,0,0,10,0,0,0,0,10,13,5,5,23,0,46,149,24,43,123,11,350,20,19,6,291,751,1087,1053,756,636,12616,1055,16116,844,475,Charters Towers (R)
32600,0,0,6,133,3,142,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,4,0,7,3,3,6,71,12,95,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,23,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,28,27,55,28,3,15,300,48,394,19,3,Croydon (S)
33200,5,36,23,761,18,843,0,0,0,7,0,7,7,0,0,5,0,12,0,0,0,0,0,0,5,4,4,7,0,20,26,27,18,578,21,670,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,64,0,79,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,15,10,200,4,238,3,0,3,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,3,0,9,8,4,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,154,3,175,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,15,9,3,18,0,45,10,3,0,55,132,200,120,115,70,1901,178,2384,90,66,Flinders (S)
33220,442,2943,2293,32986,965,39629,0,6,11,314,9,340,229,25,31,223,8,516,79,15,8,48,4,154,808,197,132,337,27,1501,7801,2813,2028,26822,905,40369,441,18,116,8,16,599,207,35,19,188,7,456,1073,400,269,6021,167,7930,77,39,10,107,7,240,139,29,9,21,4,202,246,18,16,40,5,325,1120,547,315,7529,181,9692,386,192,78,815,31,1502,12,0,3,3,0,18,26,13,4,24,0,67,4,6,0,0,3,13,145,37,12,80,15,289,245,56,53,47,21,422,549,185,141,71,26,972,203,47,22,168,10,450,83,34,19,55,0,191,1719,713,490,6662,174,9758,32,8,4,3,3,50,13,0,0,0,0,13,218,21,13,3,0,255,120,28,10,88,10,256,18,3,0,3,0,24,30,0,5,0,5,40,187,57,28,208,9,489,1807,410,294,1282,101,3894,269,83,71,1762,4552,6737,18728,8978,6504,85918,7265,127393,15501,5530,Fraser Coast (R)
33360,227,1750,1357,21324,537,25195,0,0,0,184,3,187,147,20,21,236,3,427,45,14,0,29,0,88,404,143,83,273,19,922,3435,1413,1189,15153,528,21718,411,6,63,13,3,496,102,23,19,97,7,248,481,228,149,2989,62,3909,84,39,11,134,3,271,59,18,5,24,4,110,274,7,13,20,11,325,627,294,212,4388,110,5631,221,122,38,557,11,949,24,3,3,5,0,35,3,3,3,20,0,29,12,0,0,4,3,19,36,21,9,51,4,121,357,40,35,41,27,500,429,124,92,36,22,703,95,27,12,92,4,230,90,18,17,66,4,195,901,388,277,3805,96,5467,34,3,0,0,3,40,8,3,0,0,0,11,369,9,16,6,0,400,64,15,4,66,5,154,9,3,0,0,0,12,22,4,5,0,0,31,94,31,15,127,3,270,1246,250,181,736,53,2466,193,48,69,1192,3885,5387,10503,5067,3898,51668,5410,76546,8553,3109,Gladstone (R)
33430,3713,18031,14677,117687,3204,157312,4,38,30,578,29,679,8638,352,431,929,192,10542,1730,207,100,309,35,2381,4537,1199,766,1655,142,8299,63896,15865,12739,99312,4100,195912,3200,116,599,48,92,4055,1994,274,204,1110,48,3630,6399,1688,1359,13738,372,23556,1818,615,277,1197,71,3978,1424,212,78,187,30,1931,3620,169,85,158,78,4110,10854,3306,2421,33430,901,50912,4973,1525,736,4754,243,12231,2919,3,61,27,73,3083,574,164,66,334,34,1172,362,39,24,89,6,520,1159,312,203,624,43,2341,8676,759,419,201,297,10352,8211,1552,1116,274,192,11345,2124,302,239,646,66,3377,1283,143,126,295,27,1874,14501,3721,2804,25399,724,47149,1050,96,35,84,30,1295,80,4,0,0,3,87,3345,188,186,73,44,3836,1524,155,134,436,49,2298,536,85,27,37,20,705,571,28,37,11,10,657,1693,336,230,1122,33,3414,28471,3598,3020,4160,790,40039,2955,604,503,4981,30016,39059,196834,55686,43732,313885,41994,652131,160921,34450,Gold Coast (C)
33610,24,171,146,4340,113,4794,0,0,0,41,9,50,13,3,3,45,3,67,8,3,0,4,0,15,35,7,8,14,3,67,238,152,136,3522,108,4156,65,3,3,3,0,74,6,9,0,16,0,31,33,19,14,631,16,713,3,0,0,4,0,7,0,5,0,3,0,8,16,0,4,3,0,23,50,38,31,1067,37,1223,40,10,0,83,0,133,5,0,0,0,0,5,0,0,3,3,0,6,0,0,0,0,0,0,0,3,0,13,0,16,32,4,5,0,0,41,30,13,11,4,0,58,6,5,0,12,0,23,4,0,0,7,0,11,49,41,26,911,21,1048,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,0,0,41,6,3,0,4,0,13,0,0,0,0,0,0,3,0,0,0,0,3,9,4,3,30,0,46,89,18,16,87,5,215,20,4,6,301,671,1002,822,515,418,11148,986,13889,690,324,Goondiwindi (R)
33620,129,1363,1053,16790,409,19744,0,4,3,106,0,113,86,15,12,132,0,245,36,13,3,15,0,67,327,101,61,200,8,697,2886,1357,1008,13557,406,19214,195,0,39,8,4,246,92,16,14,103,5,230,461,187,123,2787,56,3614,27,24,0,66,3,120,60,16,9,14,0,99,55,9,3,16,0,83,432,294,207,3884,72,4889,120,69,38,417,8,652,6,0,0,0,0,6,16,3,0,11,0,30,0,3,0,3,0,6,47,15,9,34,4,109,108,22,28,15,3,176,238,72,52,28,3,393,60,13,8,67,0,148,44,13,4,28,3,92,631,329,211,3231,84,4486,11,0,7,0,0,18,3,0,0,0,0,3,87,0,10,3,3,103,44,3,3,62,0,112,9,0,3,3,0,15,61,7,0,0,4,72,82,16,15,148,0,261,753,216,133,552,37,1691,107,74,46,865,2324,3416,7213,4254,3102,43145,3436,61150,5924,2626,Gympie (R)
30900,0,11,3,210,0,224,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,5,3,108,4,135,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,35,31,66,36,30,9,452,35,562,25,17,Boulia (S)
31750,3,5,12,183,3,206,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,4,15,4,10,121,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,41,0,49,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,5,0,35,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,7,29,36,47,14,26,412,32,531,31,8,Bulloo (S)
31820,301,2607,1904,31817,877,37506,0,13,6,302,9,330,263,15,18,199,12,507,80,21,4,44,3,152,654,191,116,346,18,1325,5519,2542,1799,26274,833,36967,469,15,123,17,20,644,160,25,18,163,5,371,835,401,225,6352,135,7948,43,28,12,106,7,196,127,31,10,44,4,216,194,20,9,29,5,257,866,493,277,7029,162,8827,687,286,62,1095,30,2160,83,0,3,4,3,93,16,4,3,23,0,46,9,0,6,10,0,25,169,45,12,186,6,418,169,44,40,30,7,290,380,163,122,63,11,739,142,27,20,162,5,356,87,17,11,57,3,175,1217,631,391,6179,155,8573,16,5,6,4,3,34,9,0,0,0,0,9,223,14,4,9,4,254,98,17,10,84,0,209,110,17,6,6,9,148,98,9,0,4,0,111,172,40,34,196,7,449,1629,385,267,1303,97,3681,274,91,86,1778,4227,6456,15099,8197,5604,83915,6657,119472,12735,5079,Bundaberg (R)
31900,71,393,258,5909,148,6779,0,0,3,125,3,131,50,3,3,61,5,122,12,0,0,10,0,22,49,13,8,41,0,111,442,342,233,4624,116,5757,59,0,14,4,3,80,33,3,3,38,0,77,81,37,40,839,14,1011,74,14,3,92,3,186,6,3,0,5,0,14,23,3,4,0,0,30,109,105,46,1630,35,1925,1041,316,111,1530,45,3043,27,0,0,0,0,27,3,3,3,0,0,9,0,0,0,3,0,3,16,9,3,14,0,42,17,7,3,3,0,30,31,11,5,8,5,60,12,6,3,26,0,47,13,0,3,7,0,23,146,112,72,1493,33,1856,0,0,0,0,0,0,0,0,0,3,0,3,25,0,3,5,0,33,75,36,15,108,4,238,0,0,0,0,0,0,17,0,0,3,0,20,15,7,3,38,0,63,226,56,42,421,19,764,38,14,18,328,793,1191,2711,1493,899,17368,1226,23697,2408,987,Burdekin (S)
32330,0,0,0,34,0,34,0,0,0,1162,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,20,0,0,0,4,13,17,5,0,0,1223,13,1241,4,0,Cherbourg (S)
32450,7,48,51,1334,37,1477,0,0,0,135,3,138,0,0,0,51,0,51,5,3,0,0,0,8,8,0,0,7,3,18,107,41,45,754,27,974,13,0,0,3,0,16,0,0,3,0,0,3,16,3,3,86,6,114,0,0,0,9,0,9,3,0,0,3,0,6,4,0,4,3,5,16,33,8,20,259,10,330,11,3,3,30,3,50,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,4,0,4,0,15,16,5,7,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,41,10,4,200,5,260,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,82,9,10,38,7,146,4,3,6,82,353,448,381,137,156,3021,459,4154,314,90,Cloncurry (S)
32500,14,105,89,1211,50,1469,0,12,0,327,4,343,10,0,0,13,0,23,3,0,0,0,0,3,26,5,3,3,0,37,226,72,62,767,30,1157,18,0,4,0,0,22,8,0,0,4,0,12,64,14,13,126,7,224,0,0,0,3,0,3,3,3,0,4,3,13,7,0,0,0,0,7,58,24,13,245,15,355,18,8,6,34,0,66,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,5,10,8,4,4,3,29,15,3,6,0,0,24,11,4,0,4,0,19,3,3,0,3,0,9,45,26,13,219,7,310,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,4,0,10,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,11,0,14,151,18,23,104,3,299,11,3,3,88,734,839,722,311,244,3177,856,5310,605,193,Cook (S)
33800,59,302,190,3469,92,4112,0,4,3,124,0,131,20,3,3,47,4,77,11,0,3,3,0,17,41,15,17,23,3,99,359,239,153,2826,78,3655,57,0,14,0,6,77,31,6,3,31,0,71,65,24,16,392,4,501,13,0,3,15,0,31,13,9,3,5,0,30,13,4,11,3,0,31,62,56,35,976,30,1159,1166,409,165,1516,55,3311,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,21,21,0,29,3,74,20,6,0,3,0,29,23,14,19,13,4,73,14,4,0,9,0,27,3,0,7,14,0,24,80,70,36,670,8,864,3,3,0,0,0,6,0,0,0,0,0,0,21,3,0,0,0,24,53,9,3,37,0,102,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,19,0,29,172,38,59,193,24,486,36,16,6,218,417,693,2364,1260,752,10635,728,15739,2135,861,Hinchinbrook (S)
33830,3,0,3,25,0,31,0,0,0,877,4,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,17,0,20,0,0,0,3,23,26,26,0,3,954,27,1010,12,0,Hope Vale (S)
33960,1098,6063,4592,51148,1588,64489,3,31,17,654,51,756,1430,82,92,344,37,1985,170,34,18,66,5,293,1462,537,272,877,50,3198,12717,5371,4023,38582,1623,62316,1283,44,234,43,49,1653,294,55,61,287,21,718,1639,832,534,10387,268,13660,157,79,30,272,8,546,234,62,27,83,8,414,1508,78,41,61,17,1705,2175,986,713,11776,312,15962,545,356,126,1274,47,2348,90,0,3,0,4,97,42,26,4,44,3,119,32,7,0,14,3,56,179,88,47,219,18,551,2459,211,147,62,102,2981,1404,448,243,111,52,2258,467,116,75,375,15,1048,161,38,23,87,6,315,2973,1307,984,9729,226,15219,155,27,8,32,4,226,48,0,0,0,3,51,505,52,32,23,6,618,520,82,60,153,10,825,58,14,8,5,6,91,1500,65,36,37,81,1719,404,161,76,548,21,1210,10711,970,788,1602,472,14543,1109,211,186,2625,7876,12007,47532,18433,13500,131520,12992,223977,39125,11243,Ipswich (C)
33980,83,523,513,8806,170,10095,0,3,0,50,0,53,69,0,10,85,0,164,10,4,0,8,0,22,92,36,31,100,0,259,879,472,365,6028,116,7860,189,8,45,7,11,260,19,8,4,35,0,66,121,58,35,1054,17,1285,4,4,3,25,0,36,12,3,0,0,0,15,94,3,3,11,4,115,213,125,70,1914,31,2353,55,43,8,312,5,423,0,0,3,0,0,3,4,0,0,3,0,7,3,3,0,0,0,6,26,28,10,122,4,190,190,24,29,18,3,264,150,56,50,14,6,276,26,15,4,31,3,79,10,3,0,13,3,29,282,119,99,1514,36,2050,3,0,0,0,0,3,4,0,0,0,0,4,120,7,11,0,0,138,22,5,3,27,0,57,4,0,0,0,0,4,6,0,0,0,0,6,31,13,7,48,0,99,447,89,66,259,13,874,39,17,15,439,2080,2590,3207,1669,1384,20923,2502,29685,2577,1022,Isaac (R)
34420,0,0,8,30,0,38,0,0,0,931,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,26,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,21,0,29,0,0,0,11,0,11,31,8,12,1039,0,1090,27,5,Kowanyama (S)
34570,0,0,3,42,3,48,0,3,0,380,3,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,38,0,47,0,0,0,11,3,14,8,3,7,500,9,527,6,3,Lockhart River (S)
