LGA_MAIN11,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,LGA_NAME11
18150,12,153,147,3511,129,3952,0,3,0,128,7,138,19,0,3,67,0,89,0,3,0,0,0,3,36,5,10,28,3,82,179,139,104,2698,100,3220,17,0,0,0,0,17,0,0,0,19,0,19,36,17,7,220,10,290,7,0,0,11,0,18,13,3,0,0,0,16,4,0,0,3,0,7,21,35,23,824,22,925,16,8,0,63,4,91,0,0,3,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,9,6,3,12,0,30,8,3,3,0,0,14,21,5,12,9,0,47,9,3,3,0,0,15,4,3,0,3,0,10,44,41,22,533,3,643,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,21,10,0,0,3,0,13,0,3,0,0,0,3,6,0,0,0,0,6,10,3,3,14,0,30,68,15,16,46,3,148,20,5,4,200,856,1085,586,457,363,8397,1137,10940,482,282,Wellington (A)
18200,17,109,74,2539,79,2818,4,3,8,187,7,209,3,0,0,14,0,17,15,0,0,8,0,23,25,8,16,9,0,58,183,101,105,2142,75,2606,4,0,0,0,0,4,3,8,0,12,0,23,21,14,10,346,9,400,7,3,0,11,0,21,11,3,0,3,0,17,3,0,0,0,0,3,24,20,17,554,17,632,135,29,10,160,3,337,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,14,0,20,7,0,0,9,0,16,13,4,3,6,0,26,6,3,3,3,0,15,0,0,0,0,0,0,35,25,25,512,16,613,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,3,13,3,30,59,23,7,45,4,138,17,4,4,143,314,482,613,364,285,6733,527,8522,531,230,Wentworth (A)
18250,551,2497,1952,10566,211,15777,0,3,3,15,0,21,11531,201,340,204,165,12441,491,53,36,62,5,647,393,128,88,96,12,717,5222,2022,1344,8748,276,17612,687,8,59,0,14,768,268,55,35,115,4,477,704,175,119,722,26,1746,476,108,40,220,13,857,304,43,21,55,0,423,1523,19,31,29,28,1630,1145,571,369,4144,103,6332,1161,264,146,615,27,2213,2429,7,34,10,45,2525,349,75,23,84,16,547,109,16,7,7,0,139,73,18,22,48,3,164,78,6,9,3,5,101,552,131,109,22,9,823,341,51,46,59,4,501,308,21,23,33,3,388,1094,452,347,2841,52,4786,137,11,8,14,0,170,30,3,3,0,0,36,396,56,25,3,3,483,272,22,25,23,5,347,65,5,0,3,3,76,198,10,16,0,6,230,185,44,30,120,5,384,7067,600,616,506,144,8933,419,37,34,303,2795,3588,38558,7712,5960,29670,3982,85882,34475,4610,Willoughby (C)
18350,192,1845,1358,14239,400,18034,0,0,7,72,4,83,225,11,20,41,8,305,95,16,15,26,0,152,404,123,80,179,15,801,3816,1843,1328,11864,406,19257,80,11,26,3,3,123,76,26,8,106,7,223,480,148,104,1002,40,1774,162,41,11,117,5,336,133,18,9,20,6,186,107,7,10,3,3,130,686,428,226,4386,129,5855,427,171,66,416,31,1111,23,0,0,3,0,26,41,18,9,40,9,117,55,14,0,3,3,75,109,28,28,70,8,243,62,19,13,11,0,105,174,65,61,28,3,331,192,43,27,66,3,331,58,15,8,31,4,116,937,451,323,3463,81,5255,41,0,0,0,3,44,0,0,0,0,0,0,118,25,8,14,4,169,79,8,8,41,0,136,21,3,3,0,0,27,17,0,4,0,0,21,123,42,26,137,5,333,1142,311,251,418,56,2178,104,61,53,597,1803,2618,10179,5791,4090,37396,3039,60495,8380,3506,Wingecarribee (A)
18400,240,1808,1245,15844,369,19506,0,3,0,85,7,95,143,16,19,64,5,247,196,33,15,72,3,319,318,106,50,161,6,641,3003,1615,1181,10643,328,16770,95,10,28,5,6,144,73,14,21,70,3,181,429,130,99,827,14,1499,158,51,25,104,14,352,96,25,0,49,4,174,52,14,10,9,3,88,619,320,241,3264,78,4522,636,246,94,687,27,1690,17,0,0,3,3,23,181,29,15,37,3,265,28,10,3,8,0,49,531,148,111,389,15,1194,70,19,20,8,0,117,156,85,57,32,5,335,156,32,21,67,7,283,79,10,13,32,0,134,670,344,242,2245,53,3554,85,13,13,37,3,151,0,0,0,0,0,0,83,22,15,12,4,136,61,11,3,37,3,115,19,7,0,7,0,33,26,13,0,3,4,46,117,46,24,92,0,279,1170,283,182,368,29,2032,156,57,44,669,1517,2443,9663,5520,3791,35930,2513,57417,8125,3369,Wollondilly (A)
18450,1206,7514,5352,52370,1597,68039,0,30,24,473,25,552,3666,71,108,266,86,4197,1252,168,75,232,27,1754,1623,552,309,839,54,3377,13210,6694,5050,38670,1558,65182,937,41,180,27,53,1238,325,79,64,392,16,876,2260,687,454,3380,124,6905,1744,326,155,766,75,3066,454,90,24,102,9,679,1111,55,46,34,19,1265,2288,1342,967,13581,343,18521,5973,1374,621,3316,232,11516,232,5,12,17,0,266,1072,191,125,183,70,1641,4962,484,210,624,178,6458,898,279,123,509,42,1851,468,123,68,63,25,747,578,276,201,109,25,1189,938,182,109,290,32,1551,244,36,32,91,10,413,3771,1832,1393,10010,279,17285,1481,148,59,141,55,1884,56,0,0,0,0,56,287,59,46,17,3,412,1131,139,97,214,27,1608,949,79,43,25,39,1135,747,25,22,13,18,825,730,244,184,570,25,1753,10260,1550,1038,1671,305,14824,1261,284,182,2271,7081,11079,66114,24959,17373,131266,12432,252144,58372,15280,Wollongong (C)
18500,424,2276,1557,7855,243,12355,0,3,0,11,0,14,1468,87,115,104,33,1807,148,25,14,36,3,226,355,89,51,84,10,589,5517,1748,1246,7645,289,16445,185,4,20,0,4,213,471,48,53,142,11,725,907,188,115,670,15,1895,723,187,107,498,24,1539,773,115,74,97,17,1076,414,28,24,19,18,503,1415,465,350,3961,105,6296,816,234,100,517,35,1702,156,8,4,3,5,176,168,68,53,173,12,474,24,8,4,11,0,47,79,39,11,32,3,164,86,7,3,4,0,100,462,83,59,14,11,629,835,137,80,158,29,1239,655,74,51,84,18,882,1229,454,303,2750,80,4816,130,8,12,6,0,156,0,0,0,0,0,0,1264,109,65,10,18,1466,220,25,13,35,9,302,75,0,0,0,0,75,83,3,9,3,0,98,149,20,22,99,0,290,5240,682,552,759,118,7351,263,58,42,256,5207,5826,24734,7280,5109,26036,6317,69476,20378,4513,Woollahra (A)
18550,611,5804,4004,54467,1812,66698,0,28,10,472,23,533,671,68,81,312,28,1160,227,66,19,69,7,388,970,301,191,579,29,2070,9572,5275,3641,42310,1730,62528,597,32,166,19,6,820,208,40,47,351,18,664,950,371,253,2965,84,4623,379,104,51,288,26,848,203,56,17,55,3,334,417,60,42,43,10,572,1798,1147,640,12729,365,16679,1086,440,133,1601,85,3345,69,3,8,4,0,84,154,38,18,110,11,331,39,5,9,17,0,70,792,235,85,542,47,1701,689,175,119,105,34,1122,599,317,240,122,32,1310,291,63,46,176,11,587,171,28,29,86,3,317,2412,1226,870,9135,255,13898,134,19,3,29,7,192,6,0,0,0,0,6,212,46,24,31,4,317,349,30,32,159,16,586,63,20,3,6,0,92,55,9,13,4,0,81,328,127,68,365,10,898,3065,961,545,1258,146,5975,472,208,164,2711,6138,9693,27589,17302,11571,131120,10940,198522,23042,10669,Wyong (A)
18710,59,518,401,5548,139,6665,0,0,3,16,0,19,36,3,8,23,3,73,60,6,6,38,0,110,124,52,39,74,3,292,841,437,373,4366,113,6130,29,3,3,0,3,38,21,12,6,30,3,72,138,58,51,386,4,637,24,15,0,23,3,65,20,6,5,5,0,36,30,3,4,8,0,45,149,123,72,1622,27,1993,58,42,13,141,14,268,8,0,0,3,0,11,14,0,5,9,7,35,7,0,0,0,0,7,26,10,0,33,0,69,10,4,3,3,0,20,49,19,19,5,0,92,50,18,10,17,0,95,16,0,0,19,0,35,227,120,132,1205,32,1716,13,3,0,6,0,22,4,0,0,0,0,4,23,3,4,0,0,30,4,5,3,4,3,19,3,0,0,0,0,3,28,3,9,0,0,40,35,13,14,49,3,114,291,74,68,139,12,584,23,5,22,208,764,1022,2420,1555,1273,13980,1133,20361,1964,914,Yass Valley (A)
18750,34,262,182,4903,145,5526,0,0,0,36,4,40,32,0,0,18,6,56,6,3,0,4,0,13,65,16,7,36,3,127,293,247,171,4359,152,5222,37,3,0,0,0,40,6,3,3,24,3,39,36,32,28,354,10,460,8,3,0,16,0,27,6,3,0,3,3,15,18,3,0,0,0,21,43,66,28,1575,41,1753,29,26,3,67,0,125,5,0,0,0,0,5,58,14,5,20,3,100,13,0,0,0,0,13,20,7,0,7,0,34,20,3,5,0,0,28,23,20,9,15,9,76,9,0,0,4,0,13,3,0,0,0,0,3,82,75,50,840,19,1066,28,0,0,0,0,28,0,0,0,0,0,0,7,3,7,0,0,17,4,3,0,9,0,16,0,0,0,0,0,0,3,0,0,0,0,3,6,4,5,19,0,34,135,38,31,93,5,302,14,9,14,251,595,883,1043,843,548,12653,998,16085,883,526,Young (A)
19399,4,30,31,456,14,535,0,0,0,6,0,6,6,0,0,0,0,6,3,3,0,0,0,6,5,0,0,0,3,8,52,18,24,356,8,458,0,0,0,0,0,0,3,0,0,3,0,6,8,4,3,62,3,80,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,10,3,112,8,147,8,7,0,10,0,25,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,3,0,0,10,0,0,0,4,0,4,6,0,0,3,0,9,14,7,8,98,3,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,10,24,4,3,19,0,50,3,3,0,20,26,52,174,86,78,1156,65,1559,144,54,Unincorporated NSW
19499,81,372,239,3024,121,3837,0,7,3,115,15,140,344,7,3,21,11,386,26,4,0,3,0,33,105,18,15,23,0,161,887,303,235,2153,104,3682,61,0,6,3,3,73,45,9,4,23,3,84,125,36,23,238,9,431,48,11,6,15,3,83,15,9,3,6,0,33,106,3,0,3,5,117,254,86,48,799,30,1217,108,29,20,94,14,265,52,0,3,0,0,55,77,26,13,7,3,126,12,0,3,0,0,15,32,13,9,10,3,67,69,7,8,3,0,87,78,20,10,6,3,117,41,12,4,4,4,65,30,3,3,5,0,41,231,72,73,563,21,960,14,3,3,0,4,24,0,0,0,0,0,0,37,0,6,0,0,43,39,3,4,14,3,63,34,7,3,5,4,53,99,0,0,0,9,108,37,6,4,36,3,86,796,96,66,130,37,1125,80,7,9,147,2554,2797,3963,1169,826,7450,2966,16374,3366,682,
20110,43,388,265,3570,106,4372,0,0,3,5,0,8,35,3,0,32,0,70,45,8,0,9,6,68,128,33,23,68,0,252,685,370,238,3312,94,4699,19,3,4,0,0,26,40,4,3,42,0,89,215,45,28,340,13,641,37,16,4,25,0,82,25,4,3,6,3,41,5,5,3,0,0,13,102,77,48,1238,35,1500,696,115,50,418,24,1303,5,0,0,0,0,5,15,4,0,3,0,22,3,0,0,0,0,3,16,3,3,12,0,34,18,4,7,3,3,35,22,18,18,3,0,61,51,16,3,10,3,83,22,0,3,3,0,28,166,67,74,944,29,1280,11,0,0,0,0,11,13,0,0,0,0,13,10,8,6,0,0,24,18,3,0,10,3,34,0,0,0,4,0,4,0,0,0,0,0,0,26,3,3,42,0,74,325,55,38,123,19,560,30,8,11,200,368,617,2826,1260,838,10422,706,16052,2444,758,Alpine (S)
20260,21,224,168,4100,122,4635,0,0,0,4,0,4,26,3,0,12,0,41,9,5,3,3,0,20,61,24,15,35,0,135,408,211,184,3570,138,4511,54,0,4,3,3,64,7,0,0,17,0,24,80,35,25,402,19,561,6,4,0,11,0,21,13,0,3,6,0,22,44,0,0,3,0,47,64,42,32,1106,26,1270,44,15,11,105,5,180,0,0,0,3,0,3,6,0,0,0,0,6,0,0,0,0,0,0,10,12,0,6,0,28,53,7,3,9,3,75,12,8,9,7,0,36,19,0,9,9,0,37,4,4,0,3,0,11,92,66,52,1144,39,1393,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,3,0,21,7,0,0,4,3,14,5,0,0,0,0,5,4,0,0,0,0,4,11,4,0,30,3,48,154,35,21,83,4,297,28,10,6,254,782,1080,1257,709,548,10932,1147,14593,1091,443,Ararat (RC)
20570,187,2323,1716,32665,834,37725,0,7,4,126,4,141,649,33,46,293,20,1041,213,48,18,107,9,395,975,453,285,883,45,2641,3340,2219,1750,30365,871,38545,200,8,52,4,8,272,74,30,18,230,4,356,554,233,154,2848,69,3858,192,53,23,183,14,465,98,25,19,43,3,188,544,27,21,23,7,622,685,567,390,11714,273,13629,422,249,97,1363,36,2167,24,0,3,0,3,30,17,25,7,53,0,102,18,7,3,7,0,35,114,72,31,145,6,368,56,29,20,45,3,153,174,109,57,38,7,385,203,59,22,118,7,409,90,15,15,21,0,141,880,621,448,8616,196,10761,46,19,9,18,4,96,29,0,0,0,0,29,131,17,7,12,3,170,45,13,12,78,5,153,9,10,4,9,0,32,64,0,3,3,4,74,118,42,29,387,10,586,1774,371,309,896,100,3450,216,71,57,1927,3841,6112,12141,7755,5629,93220,6386,125131,10330,4725,Ballarat (C)
20660,556,4113,2749,29370,817,37605,3,3,3,102,7,118,4625,115,172,235,61,5208,830,108,43,172,18,1171,675,253,163,359,23,1473,5686,3303,2255,24617,696,36557,570,17,84,12,12,695,246,45,23,238,9,561,1147,404,230,2225,49,4055,2519,417,208,967,77,4188,257,55,25,58,3,398,1996,56,42,34,30,2158,1447,967,555,11026,229,14224,5916,1393,503,3509,216,11537,228,3,12,4,3,250,776,87,70,142,29,1104,1076,183,54,252,27,1592,549,142,109,300,27,1127,137,24,6,9,5,181,426,160,97,53,11,747,629,115,70,179,11,1004,304,36,20,63,4,427,1563,822,634,7159,138,10316,360,28,9,28,10,435,202,0,0,0,4,206,279,48,39,14,3,383,272,35,25,89,3,424,112,32,7,11,0,162,637,13,23,0,14,687,168,81,58,296,5,608,6990,910,647,1140,206,9893,608,123,86,1093,3763,5673,41789,14091,9021,83756,6510,155167,37393,8679,Banyule (C)
20740,122,1127,730,9308,278,11565,4,3,3,30,4,44,87,11,9,62,3,172,33,7,3,14,3,60,434,113,76,192,10,825,2432,1085,751,7852,323,12443,81,3,20,0,3,107,66,21,5,69,3,164,285,83,46,596,25,1035,122,18,10,49,5,204,35,15,4,18,0,72,80,11,4,8,3,106,465,220,143,2663,74,3565,555,154,64,633,15,1421,3,0,0,0,0,3,15,3,3,10,0,31,15,0,0,19,0,34,115,24,17,35,3,194,69,25,12,12,3,121,131,47,31,14,3,226,85,14,8,24,3,134,27,13,3,15,0,58,602,292,181,2344,72,3491,17,5,0,0,0,22,6,0,0,0,0,6,36,8,13,5,0,62,29,5,5,25,0,64,8,0,0,0,0,8,19,6,0,0,0,25,84,22,19,84,8,217,625,129,101,239,34,1128,106,39,24,466,1393,2028,6793,3503,2285,24786,2268,39635,5733,2140,Bass Coast (S)
20830,141,1493,1067,15764,369,18834,0,4,0,51,3,58,127,5,19,67,8,226,68,12,0,12,4,96,699,211,149,497,19,1575,2382,1439,1037,12707,376,17941,92,5,23,4,8,132,44,9,9,103,4,169,402,121,87,1095,23,1728,62,16,3,83,3,167,79,21,8,33,0,141,95,23,10,3,0,131,467,322,198,3902,101,4990,489,198,59,690,32,1468,5,0,0,0,0,5,4,6,0,5,0,15,5,3,3,3,3,17,90,42,18,71,4,225,30,13,10,6,0,59,111,46,45,23,6,231,136,23,8,53,3,223,32,10,5,19,0,66,616,371,302,3216,79,4584,40,6,0,3,0,49,3,0,0,0,0,3,67,16,12,4,3,102,38,10,3,21,4,76,9,3,0,3,0,15,5,0,3,0,0,8,69,26,15,105,3,218,700,211,156,353,26,1446,136,70,55,744,1435,2440,7243,4735,3304,39640,2516,57438,6060,2896,Baw Baw (S)
20910,559,3751,2901,21911,517,29639,0,0,0,10,0,10,1871,86,129,189,28,2303,334,55,42,78,11,520,704,209,137,287,18,1355,8582,3188,2269,18923,567,33529,181,13,43,8,6,251,427,82,54,217,16,796,1461,328,272,1652,70,3783,1865,322,182,807,61,3237,375,64,36,64,5,544,768,50,24,19,9,870,1879,768,567,8096,181,11491,1989,565,248,1463,68,4333,116,10,8,6,0,140,180,48,35,105,13,381,90,10,23,25,8,156,181,49,25,93,6,354,124,25,8,7,0,164,607,169,91,34,9,910,1151,170,101,226,30,1678,940,63,55,86,17,1161,2075,825,618,6068,135,9721,200,19,14,46,4,283,31,0,0,0,0,31,760,62,41,13,8,884,164,28,21,59,4,276,192,31,12,4,5,244,134,3,10,4,7,158,256,39,22,200,11,528,5541,822,680,1003,136,8182,377,108,81,743,3742,5051,34114,11962,8749,62446,5692,122963,28835,7284,Bayside (C)
21010,33,372,229,4997,121,5752,0,0,0,14,0,14,47,3,3,27,0,80,8,3,0,3,0,14,118,36,15,56,3,228,497,370,269,4507,117,5760,26,4,8,0,0,38,7,3,0,43,5,58,150,46,34,466,7,703,8,12,0,3,0,23,18,3,0,5,0,26,71,5,0,0,0,76,111,88,50,1667,40,1956,70,27,6,193,6,302,3,0,3,0,0,6,3,3,0,3,0,9,0,0,0,0,0,0,19,9,7,8,0,43,15,3,0,3,0,21,22,12,4,3,0,41,70,11,3,10,0,94,8,0,0,5,0,13,128,115,69,1313,27,1652,5,4,0,0,0,9,0,0,0,0,0,0,6,0,4,3,0,13,3,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3,46,3,77,230,59,21,115,6,431,23,14,9,289,372,707,1714,1212,737,13796,707,18166,1455,746,Benalla (RC)
21110,836,5545,4254,33727,569,44931,0,3,0,18,0,21,16152,388,636,441,273,17890,451,71,55,153,17,747,912,408,212,504,18,2054,8769,4641,3355,30005,776,47546,410,9,75,3,19,516,522,113,89,369,16,1109,1546,538,380,2750,83,5297,4466,664,308,1817,137,7392,492,81,60,133,10,776,4264,129,103,48,62,4606,2276,1275,1009,15054,293,19907,4559,1054,460,3443,145,9661,746,5,21,21,16,809,300,59,35,115,10,519,368,46,38,116,10,578,327,100,51,179,4,661,124,25,25,5,3,182,826,254,183,53,25,1341,1045,212,132,344,11,1744,447,74,58,127,13,719,2323,1273,927,10930,188,15641,242,26,23,24,3,318,233,4,4,0,5,246,573,61,56,4,11,705,291,44,46,103,14,498,192,13,11,10,3,229,1533,29,51,11,27,1651,283,75,77,406,8,849,9825,1349,1137,1668,215,14194,674,117,97,1117,5359,7364,66007,18685,13968,103698,8343,210701,58649,11304,Boroondara (C)
21180,2621,2834,1871,15438,729,23493,0,15,9,86,6,116,10101,84,134,114,282,10715,4259,298,130,443,121,5251,501,154,63,171,21,910,6443,1908,1387,10988,936,21662,6135,73,241,20,170,6639,247,30,17,104,9,407,1542,300,168,1101,74,3185,4985,629,272,1091,156,7133,458,47,28,60,23,616,7525,122,63,32,159,7901,984,449,353,3764,151,5701,7701,1351,613,2852,337,12854,141,0,7,4,3,155,1437,200,73,90,41,1841,4935,357,153,382,163,5990,8651,1032,550,1782,268,12283,719,56,41,8,43,867,364,86,65,29,19,563,2353,179,109,304,63,3008,356,22,11,31,10,430,1154,423,314,2572,90,4553,1831,84,37,86,56,2094,504,0,6,3,10,523,122,23,21,4,0,170,1306,47,50,74,64,1541,2279,222,92,104,70,2767,21932,119,197,126,939,23313,80,45,32,109,8,274,23586,1076,767,788,846,27063,5068,208,176,1137,10200,16789,130320,12473,8050,43897,16067,210807,120949,8362,Brimbank (C)
21270,12,97,83,2566,72,2830,0,0,0,3,0,3,13,0,3,13,0,29,0,4,0,0,0,4,39,8,11,15,8,81,169,100,94,2089,64,2516,27,0,0,0,0,27,4,3,0,10,0,17,25,6,9,172,5,217,9,0,0,0,0,9,5,0,0,0,0,5,41,0,0,0,0,41,28,20,20,968,33,1069,15,9,0,56,0,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,13,0,0,3,7,23,15,0,0,0,0,15,10,0,3,3,0,16,5,0,0,0,0,5,49,34,27,677,10,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,5,12,0,22,49,13,10,43,3,118,3,4,3,170,169,349,546,298,268,6803,371,8286,449,203,Buloke (S)
21370,78,751,561,14347,433,16170,0,0,0,87,4,91,68,3,0,72,0,143,15,7,0,5,0,27,187,76,49,147,0,459,1145,801,663,12210,378,15197,129,0,27,7,12,175,22,9,14,72,0,117,181,70,35,1067,33,1386,35,16,0,36,0,87,29,3,3,9,4,48,41,0,0,7,0,48,233,149,102,3831,99,4414,386,99,48,683,27,1243,4,0,0,0,0,4,4,3,0,5,3,15,13,4,3,8,0,28,39,7,9,33,3,91,39,7,7,3,3,59,79,21,34,11,11,156,56,11,15,26,3,111,14,0,0,5,0,19,304,214,163,3143,79,3903,9,5,0,0,0,14,3,0,0,0,0,3,10,3,0,3,0,16,28,11,3,39,3,84,19,0,3,0,0,22,12,0,0,0,0,12,34,12,4,83,3,136,315,85,52,308,5,765,80,30,33,818,1500,2461,3611,2397,1828,37065,2603,47504,3084,1523,Campaspe (S)
21450,414,3130,2336,23543,594,30017,0,0,0,25,4,29,339,25,42,105,15,526,257,60,7,40,13,377,1444,474,266,922,45,3151,6213,2816,2232,17704,608,29573,311,19,62,6,9,407,144,35,22,165,8,374,838,321,189,1505,66,2919,225,72,35,176,13,521,247,36,13,62,11,369,552,52,36,25,14,679,1032,545,384,5078,141,7180,1023,414,167,1155,65,2824,18,0,0,3,0,21,78,10,12,25,8,133,41,11,0,24,0,76,208,81,71,164,8,532,281,41,27,14,13,376,297,111,114,69,19,610,273,68,32,141,16,530,99,25,8,45,6,183,1364,597,470,4293,124,6848,117,17,8,16,5,163,82,3,4,0,0,89,210,34,30,16,8,298,125,12,17,43,0,197,58,17,7,8,0,90,53,8,10,0,0,71,172,68,29,159,8,436,3229,567,364,586,117,4863,418,89,82,975,2602,4166,20162,9758,7076,57092,4540,98628,17145,5960,Cardinia (S)
