lga_code_2016,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total,lga_name16
33200,260,156,158,141,204,197,187,71,28,1393,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,3,13,0,0,27,0,0,0,0,3,19,30,0,0,54,9,15,23,11,29,39,40,5,0,181,0,0,0,0,0,3,10,0,0,14,0,0,0,0,0,3,9,0,0,13,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,19,29,14,37,73,106,15,3,301,9,19,28,14,37,80,106,15,3,300,0,3,4,0,0,0,3,0,0,10,267,173,186,155,241,269,300,88,30,1712,Flinders (S) (Qld)
33220,16634,9215,8088,10062,12117,14368,14922,7562,2429,95402,25,23,8,20,5,20,21,17,5,149,53,45,81,75,88,296,544,233,28,1439,39,22,50,48,95,328,773,328,63,1744,450,637,574,529,614,927,822,332,99,4993,8,8,3,11,12,54,173,79,9,358,10,11,16,8,9,27,29,7,0,113,3,5,6,3,21,63,149,39,0,295,4,0,0,3,0,3,7,0,0,21,0,0,13,6,6,31,52,20,3,130,0,0,0,0,0,0,0,0,0,0,576,727,747,685,853,1733,2541,1039,196,9096,600,754,756,705,857,1754,2563,1054,204,9244,156,345,232,122,193,167,125,41,9,1388,17388,10323,9079,10890,13163,16282,17610,8654,2641,106035,Fraser Coast (R)
33360,13488,6814,7878,8289,8514,6586,3791,1604,485,57449,25,14,18,4,3,3,3,4,0,81,22,24,73,67,102,230,268,76,13,875,10,18,33,22,63,172,279,83,5,689,305,470,554,428,547,591,397,108,31,3438,3,4,4,7,12,44,68,9,0,160,0,0,15,14,17,29,20,0,0,94,3,0,10,4,17,27,44,8,0,119,0,0,6,3,3,0,0,0,0,25,0,0,3,0,7,6,11,0,0,28,0,0,0,0,0,0,0,0,0,0,341,519,701,554,769,1098,1092,293,58,5423,368,535,716,556,775,1097,1094,301,58,5504,61,113,105,73,70,61,49,19,3,562,13917,7465,8702,8916,9361,7746,4937,1928,546,63507,Gladstone (R)
33430,98707,68023,72422,73394,71673,60611,49947,25634,11111,531511,52,116,83,63,60,63,78,54,32,594,706,583,914,880,860,1301,1612,748,220,7820,1061,337,760,945,798,1274,2538,2041,470,10229,2023,2702,2881,2079,1970,2103,1783,835,448,16820,285,99,171,191,187,265,364,233,60,1849,109,95,127,126,110,157,144,38,10,926,112,65,91,89,105,238,481,275,39,1500,25,17,42,17,22,22,14,0,0,161,38,22,47,32,45,123,117,75,22,522,0,0,0,0,0,0,0,0,0,4,4355,3914,5030,4363,4097,5488,7048,4257,1267,39820,4415,4030,5114,4420,4163,5553,7120,4305,1300,40419,2348,3324,2109,2036,2052,2022,2015,819,166,16891,105465,75373,79646,79855,77889,68185,59083,30755,12578,588820,Gold Coast (C)
32750,44,41,40,24,38,32,17,0,0,235,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,16,10,0,41,0,0,0,0,0,19,8,6,0,29,0,10,13,4,27,22,31,9,0,110,0,0,0,0,7,5,12,5,0,33,0,0,0,0,0,5,4,0,0,13,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,5,41,57,70,23,0,227,3,10,17,6,41,57,70,23,0,233,0,3,7,0,0,0,0,0,0,12,48,52,55,35,84,91,85,23,0,476,Diamantina (S)
41140,1590,717,854,846,1203,1362,1058,507,251,8381,4,5,0,4,0,4,4,0,4,26,0,0,0,10,3,3,4,0,0,21,6,0,9,8,8,6,19,7,0,66,0,0,0,5,0,5,3,0,0,14,27,52,45,32,48,83,59,17,10,375,3,0,3,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,37,60,61,49,69,113,95,19,8,517,41,63,61,54,73,120,98,19,14,544,0,15,3,0,6,3,6,0,0,29,1630,789,922,899,1278,1485,1156,529,271,8960,Clare and Gilbert Valleys (DC)
32770,513,232,205,176,93,75,24,12,0,1331,0,3,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,15,22,13,18,16,3,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,22,16,27,17,4,0,0,125,29,19,24,16,27,18,4,0,0,136,0,0,0,0,0,0,0,0,0,5,544,246,235,186,121,92,31,10,0,1474,Doomadgee (S)
32810,1884,974,1424,1502,1707,1759,1196,513,148,11100,3,3,0,0,0,5,0,0,0,18,100,44,118,183,150,239,316,107,8,1276,245,66,267,311,256,622,860,353,35,3025,62,78,183,119,149,181,175,64,15,1028,44,20,56,51,91,125,94,46,0,536,3,21,40,25,39,59,35,4,5,231,9,0,27,16,25,75,55,20,0,227,9,0,5,9,0,3,7,0,0,34,16,0,10,10,9,27,31,9,7,118,0,0,0,0,0,0,0,0,0,0,491,228,707,740,715,1330,1581,605,68,6470,496,232,706,741,717,1332,1582,605,68,6490,302,413,333,210,486,371,265,99,14,2501,2685,1617,2464,2454,2910,3464,3041,1219,235,20089,Douglas (S)
33610,2173,970,1203,1178,1322,1316,967,558,199,9880,3,0,5,0,8,0,3,5,0,24,26,6,16,15,32,38,64,13,0,215,10,3,0,7,13,38,67,35,0,161,39,57,70,45,65,86,54,13,3,433,0,3,0,0,3,5,27,9,0,46,0,0,0,0,3,6,5,9,0,22,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,74,74,91,71,117,173,220,78,5,897,78,77,91,71,122,175,228,84,5,924,5,26,10,0,0,4,10,3,3,63,2253,1076,1303,1250,1443,1496,1199,640,214,10869,Goondiwindi (R)
33620,8836,4635,4141,4925,6516,7070,6489,2932,981,46526,15,11,3,3,9,19,19,14,4,86,22,16,23,20,29,74,139,40,5,371,15,15,9,20,29,80,150,41,4,365,214,324,256,235,306,427,330,107,38,2238,4,0,3,0,6,26,34,9,0,85,6,3,7,3,3,17,15,0,0,58,0,0,0,0,3,17,26,0,0,46,8,5,0,0,3,3,3,0,0,20,0,0,0,3,0,15,9,0,3,39,0,0,0,0,0,0,0,0,0,0,264,362,307,280,379,666,704,200,51,3219,283,370,307,277,389,680,727,212,55,3303,38,280,82,26,40,30,22,13,0,540,9157,5290,4536,5228,6951,7779,7237,3157,1041,50373,Gympie (R)
33800,1668,1007,793,1001,1432,1637,1418,958,397,10313,9,8,3,0,6,0,0,0,0,23,12,0,6,3,8,44,135,31,3,239,3,0,0,4,3,37,61,30,0,141,56,107,54,54,69,125,157,55,11,683,0,0,0,0,4,0,21,8,0,32,0,0,0,4,0,0,5,0,0,8,0,0,0,0,0,3,14,3,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,68,108,63,67,84,215,388,123,17,1136,75,113,65,66,88,215,394,127,17,1162,4,7,6,3,0,5,3,3,0,32,1741,1136,860,1072,1517,1856,1815,1083,422,11508,Hinchinbrook (S)
33830,239,150,131,113,93,64,26,17,3,840,7,3,0,6,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,7,15,8,10,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,15,8,13,3,0,0,61,12,10,13,17,8,13,3,0,0,77,0,0,0,0,0,0,0,0,0,0,253,163,142,134,96,75,27,17,3,914,Hope Vale (S)
33960,44875,25945,28422,25232,23390,18139,11677,5903,2117,185696,55,53,32,26,22,28,21,7,3,246,25,51,56,38,60,77,48,19,3,383,7,13,20,20,19,42,32,7,6,173,804,998,1009,602,522,477,361,190,107,5076,6,9,11,8,16,4,12,3,0,69,3,3,3,3,12,6,5,4,0,35,0,3,3,0,6,20,9,4,0,46,5,4,13,8,9,8,0,0,0,46,0,0,0,10,3,10,11,0,0,32,0,0,0,0,0,0,0,0,0,0,857,1084,1118,683,651,644,484,233,118,5869,909,1139,1154,711,666,668,506,238,127,6122,129,202,83,86,99,179,143,40,4,967,45919,27288,29656,26033,24162,18992,12321,6176,2242,192788,Ipswich (C)
33980,5115,2075,3744,3260,2545,1747,723,238,68,19508,0,9,9,7,3,8,4,0,0,36,14,29,113,86,95,136,128,30,7,635,4,14,27,32,30,55,98,29,3,295,113,444,2189,2272,2303,1391,281,41,19,9050,0,3,13,9,15,24,36,4,0,94,0,0,4,10,15,16,12,0,0,59,0,0,3,9,9,18,20,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,129,489,2357,2406,2478,1634,578,109,25,10209,134,501,2361,2415,2481,1640,578,109,26,10244,8,39,47,15,20,26,18,4,0,176,5256,2614,6156,5689,5039,3415,1325,349,98,29937,Isaac (R)
34420,238,137,151,125,116,95,34,5,7,903,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,9,5,13,9,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,7,18,10,0,0,0,54,3,10,14,9,18,10,0,0,0,56,0,0,0,0,0,0,0,0,0,0,241,146,162,133,133,102,31,5,7,964,Kowanyama (S)
34530,6649,3829,3318,4027,4795,4743,3498,1748,662,33274,6,9,12,9,3,7,5,8,0,60,4,4,12,0,19,115,176,41,8,380,9,5,8,10,18,141,311,124,18,649,175,278,196,142,193,272,252,87,24,1618,3,0,3,3,4,25,54,26,5,123,3,3,3,4,3,14,9,3,0,44,0,0,0,3,9,20,28,20,0,75,3,5,0,3,0,0,0,0,0,9,0,0,0,0,3,6,19,4,0,31,0,0,0,0,0,0,0,0,0,0,195,296,219,161,249,586,854,313,57,2934,207,314,236,162,251,595,860,317,59,2998,25,41,41,19,45,28,40,12,0,242,6880,4176,3587,4214,5099,5365,4393,2076,726,36513,Livingstone (S)
34570,219,117,105,75,76,46,25,8,0,662,0,0,0,3,4,0,0,0,0,9,0,0,0,0,5,3,8,0,0,12,0,0,0,0,3,0,9,0,0,12,0,4,7,9,15,16,7,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,25,18,24,0,0,83,3,3,7,13,26,19,24,0,0,94,0,0,0,0,0,0,3,0,0,5,219,122,117,90,96,68,46,8,0,762,Lockhart River (S)
34580,7331,5010,4382,4375,5213,4531,3695,1656,557,36746,18,19,6,9,5,10,14,5,3,84,0,11,6,3,8,12,18,10,3,74,3,7,5,0,3,7,16,5,8,59,149,345,166,90,116,100,77,48,23,1114,0,0,3,0,0,0,8,0,0,8,5,0,5,5,0,0,3,0,0,25,0,3,0,0,0,0,3,0,0,7,0,6,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,155,372,188,104,134,129,132,62,29,1300,170,393,192,115,135,138,139,70,26,1381,23,158,199,18,11,10,17,5,3,450,7526,5563,4775,4509,5361,4683,3850,1731,589,38582,Lockyer Valley (R)
34590,66945,40483,40786,39768,37454,31397,22353,9131,3211,291533,72,44,57,34,37,43,31,28,8,351,47,52,65,57,75,88,105,59,21,568,16,34,46,28,33,57,70,42,7,332,1246,1505,1352,851,657,621,428,228,81,6972,8,3,3,4,16,19,24,0,4,78,12,3,19,18,14,11,6,4,0,83,8,3,5,8,8,16,27,5,0,74,3,5,9,5,4,4,0,0,0,27,3,3,3,7,4,4,10,3,0,37,0,0,0,0,0,0,0,0,0,3,1337,1607,1499,970,816,819,666,341,110,8170,1414,1656,1552,1009,857,863,699,366,117,8527,276,428,235,150,192,343,202,80,13,1925,68632,42568,42579,40928,38498,32605,23256,9582,3345,301986,Logan (C)
40310,4300,2378,2119,2797,3183,3221,2451,1300,606,22353,4,4,0,3,8,0,6,5,0,35,0,0,0,4,7,6,3,0,0,29,0,10,5,3,10,26,11,7,0,72,0,4,7,5,6,14,4,0,0,36,44,78,85,58,47,74,81,36,22,531,6,0,3,0,4,10,5,0,0,29,0,0,0,0,0,3,3,0,0,6,0,0,3,0,0,0,3,0,0,7,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,96,104,79,72,138,113,44,27,720,55,99,104,85,76,138,119,52,26,758,10,44,40,6,10,5,4,0,0,120,4364,2520,2267,2894,3266,3367,2576,1349,634,23235,Barossa (DC)
37400,166,92,112,108,152,165,139,66,26,1029,0,0,0,0,3,0,3,0,0,11,3,3,4,5,7,25,61,15,0,118,3,0,0,0,6,39,36,10,0,95,8,12,17,22,31,73,97,10,0,282,0,0,0,0,3,7,31,7,0,47,0,0,0,0,0,0,13,3,0,11,0,0,0,0,0,11,10,0,0,22,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,21,17,21,28,56,169,243,38,0,590,21,17,26,28,54,169,246,36,3,599,0,12,0,0,0,5,3,0,0,21,182,112,143,135,209,339,389,107,28,1647,Winton (S)
40430,339,161,162,199,302,387,426,219,105,2306,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,7,10,15,14,16,36,31,6,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,14,16,39,40,3,3,143,7,10,15,14,22,39,44,6,3,153,0,0,0,0,0,0,0,0,0,7,346,172,177,218,328,426,471,227,102,2464,Barunga West (DC)
37550,316,179,111,105,104,63,29,4,0,911,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,9,3,5,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,9,3,5,3,0,0,44,9,7,7,6,3,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,329,190,118,109,110,71,31,3,0,966,Woorabinda (S)
40520,1831,1081,993,1085,1359,1477,1132,684,314,9949,4,4,0,0,5,11,8,5,0,43,3,3,0,3,0,6,7,0,0,21,0,0,9,0,3,9,8,3,3,26,0,0,0,0,3,5,3,0,0,10,40,90,62,49,76,75,70,33,21,508,0,0,0,0,3,0,4,0,3,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,90,72,56,80,87,94,42,31,582,49,99,71,58,91,99,105,43,30,628,3,49,27,0,7,7,3,5,0,109,1876,1230,1086,1141,1452,1587,1234,733,343,10687,Berri and Barmera (DC)
40700,7356,5492,3755,5120,5813,5383,4695,2727,1580,41934,12,7,4,8,4,6,18,8,3,78,5,3,15,7,9,9,9,11,0,75,14,7,19,18,10,8,12,0,3,91,4,0,6,5,4,9,3,3,0,42,110,177,160,135,147,131,138,59,27,1084,0,0,4,6,4,3,4,0,0,20,0,0,3,0,3,7,0,0,3,11,0,3,9,0,3,3,0,0,0,22,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,132,201,213,177,183,168,168,80,30,1349,149,205,220,187,189,173,183,91,36,1426,90,151,44,50,73,95,76,23,4,606,7596,5850,4020,5354,6078,5656,4954,2842,1617,43963,Burnside (C)
40910,8059,6016,6021,6222,6756,5323,4654,3664,1594,48309,9,13,12,7,17,15,26,17,11,124,0,3,6,5,3,3,0,5,0,25,3,0,4,3,3,7,8,0,0,31,0,3,3,0,0,0,4,0,0,14,124,152,191,123,102,90,72,67,38,953,4,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,6,4,0,4,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,164,218,128,118,102,91,73,40,1061,147,179,229,136,136,111,112,89,50,1191,50,112,48,41,43,142,71,18,7,531,8259,6310,6300,6400,6933,5581,4835,3772,1646,50029,Campbelltown (C) (SA)
37570,55,41,46,35,36,31,13,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,3,4,0,0,0,23,6,3,0,6,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,67,47,47,40,39,36,13,0,0,286,Wujal Wujal (S)
37600,855,467,347,260,289,167,62,19,5,2472,11,4,6,3,0,0,0,0,0,31,3,0,0,0,0,3,5,5,0,20,0,0,0,0,0,0,3,0,0,3,18,6,8,6,5,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,15,6,5,4,6,5,0,79,35,15,22,14,10,5,11,5,0,109,0,0,0,0,0,0,3,0,0,3,883,479,372,270,299,177,78,27,7,2581,Yarrabah (S)
41010,685,370,374,383,413,431,307,106,62,3128,5,0,4,0,0,0,0,0,0,19,0,0,0,3,6,14,23,3,0,47,0,0,0,0,15,17,28,5,0,63,3,0,5,0,9,5,4,3,0,31,31,50,74,92,159,117,67,10,3,607,4,4,6,4,7,14,9,8,0,44,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,54,85,108,190,170,126,28,3,797,48,55,84,103,195,175,132,28,3,821,0,4,7,0,0,0,3,0,0,16,732,422,466,491,604,609,438,137,64,3964,Ceduna (DC)
41060,16924,13245,14822,13570,15006,13226,9956,6614,3459,106827,33,33,31,22,34,32,33,31,9,249,16,7,16,16,21,17,9,5,0,113,14,24,19,14,26,23,24,3,6,155,5,6,11,12,13,9,12,4,3,79,306,419,480,322,308,293,232,192,103,2643,3,3,7,8,3,9,6,0,0,42,3,3,0,0,5,4,4,0,0,19,0,0,3,5,3,0,3,0,0,22,3,4,8,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,348,471,536,380,371,368,297,213,118,3093,384,504,566,399,406,393,329,240,126,3346,76,174,111,47,82,160,79,15,3,745,17383,13919,15499,14018,15496,13779,10363,6869,3589,110918,Charles Sturt (C)
40070,1162,6029,4893,2234,1993,1851,1607,712,355,20834,4,13,12,3,6,4,0,0,5,50,27,75,204,234,261,211,118,26,4,1155,14,91,239,245,295,154,73,25,3,1143,30,43,99,123,162,115,40,12,0,630,256,382,415,327,398,385,384,240,187,2980,3,23,66,89,118,59,38,4,4,407,0,7,5,9,12,20,10,0,0,62,17,39,39,35,42,40,16,0,0,227,3,9,23,26,31,22,15,0,3,124,0,0,0,0,0,0,0,0,0,0,355,677,1088,1099,1315,1005,684,302,204,6730,359,691,1093,1102,1317,1010,689,302,209,6780,159,740,495,294,279,259,137,29,0,2389,1681,7459,6481,3632,3589,3120,2431,1040,563,30004,Adelaide (C)
40120,7118,4410,2814,4591,5969,5621,4067,1617,640,36850,9,14,4,4,11,10,11,5,0,60,4,3,6,3,13,9,8,6,0,55,9,3,24,6,13,3,5,0,0,62,3,3,5,0,8,3,12,0,0,32,83,137,129,90,74,75,82,32,32,733,0,0,0,3,3,5,3,0,0,14,3,0,0,4,0,3,3,0,0,12,0,4,0,0,0,3,0,0,0,9,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,101,153,170,104,103,101,117,33,32,922,109,167,174,109,113,115,130,40,33,984,22,73,21,15,20,19,15,3,0,185,7246,4647,3013,4713,6097,5744,4209,1664,673,38015,Adelaide Hills (DC)
40220,3919,2165,1856,2500,3149,3770,3871,2056,778,24057,7,5,0,3,6,15,8,4,3,42,0,3,0,3,6,3,12,0,0,36,0,3,3,5,3,13,14,10,3,58,0,4,0,0,3,0,3,3,0,20,83,124,84,76,95,144,102,45,26,767,0,0,5,0,3,6,11,4,0,30,0,0,3,0,0,5,0,0,0,12,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,135,103,93,109,172,138,65,26,932,100,133,106,92,114,186,145,66,32,980,3,24,15,4,6,10,9,5,0,77,4024,2320,1973,2597,3267,3964,4025,2124,812,25113,Alexandrina (DC)
40250,510,426,382,302,246,155,71,30,18,2137,3,0,3,4,4,0,0,0,0,21,0,0,3,3,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,5,4,6,0,0,0,14,7,9,26,16,23,32,3,4,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,4,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,28,31,28,46,9,4,0,164,12,15,34,32,38,45,9,4,0,186,0,0,0,0,0,4,0,0,0,6,517,437,419,338,285,207,84,36,18,2327,Anangu Pitjantjatjara (AC)
