LGA_MAIN11,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P,LGA_NAME11
52380,33,62,0,0,0,0,0,16,11,38,11,54,0,0,0,0,4,15,4,15,15,69,0,0,3,10,3,6,3,11,9,27,0,0,0,0,0,3,0,3,9,30,0,3,57,164,Cue (S)
52450,165,318,3,9,8,22,3,18,88,350,102,399,10,31,8,24,18,57,36,112,138,511,0,0,3,9,5,14,14,40,22,63,0,0,3,3,10,29,13,32,35,95,3,4,341,928,Cunderdin (S)
52100,164,321,0,6,12,29,0,0,63,255,75,290,3,5,3,9,16,52,22,66,97,356,0,3,0,0,0,0,14,50,14,53,3,3,0,4,9,20,12,27,26,80,3,5,290,762,Corrigin (S)
52940,109,211,0,0,0,8,0,3,60,238,60,249,4,7,3,11,7,32,14,50,74,299,0,0,0,3,0,0,9,22,9,25,0,0,0,0,8,15,8,15,17,40,0,3,200,553,Dowerin (S)
53010,94,184,3,8,4,16,0,3,52,197,59,224,0,3,0,0,8,28,8,31,67,255,0,0,0,0,0,0,7,18,7,18,0,4,0,0,5,5,5,9,12,27,0,3,173,469,Dumbleyung (S)
53080,98,189,0,8,3,18,4,19,59,226,66,271,0,0,0,3,5,22,5,25,71,296,3,3,3,13,3,11,29,87,38,114,0,3,4,3,10,24,14,30,52,144,3,4,224,633,Dundas (S)
53150,697,1357,10,54,110,474,7,30,488,1874,615,2432,50,211,101,345,117,353,268,909,883,3341,3,13,10,34,3,11,79,203,95,261,10,25,33,72,73,146,116,243,211,504,20,47,1811,5249,East Fremantle (T)
53220,417,826,14,89,51,241,51,291,535,2199,651,2820,16,63,13,44,95,314,124,421,775,3241,0,5,5,36,22,107,96,303,123,451,3,6,0,0,40,103,43,109,166,560,21,41,1379,4668,East Pilbara (S)
53290,1435,2787,29,145,157,687,51,233,927,3669,1164,4734,44,174,87,246,222,684,353,1104,1517,5838,7,25,49,184,26,82,231,600,313,891,10,35,42,77,136,281,188,393,501,1284,37,78,3490,9987,Esperance (S)
53360,302,594,0,9,21,77,5,34,183,662,209,782,4,4,7,23,24,60,35,87,244,869,0,0,3,6,0,0,40,105,43,111,0,0,5,8,16,39,21,47,64,158,0,3,610,1624,Exmouth (S)
53430,2972,5743,26,147,198,873,54,232,1430,5330,1708,6582,110,435,205,665,447,1367,762,2467,2470,9049,12,60,65,206,36,113,442,1128,555,1507,41,121,143,310,430,884,614,1315,1169,2822,129,263,6740,17877,Fremantle (C)
53520,3728,7201,85,462,356,1628,214,981,2367,9249,3022,12320,166,658,219,651,692,2046,1077,3355,4099,15675,28,124,128,451,82,296,815,2280,1053,3151,61,187,105,212,440,934,606,1333,1659,4484,114,232,9600,27592,Geraldton-Greenough (C)
53570,705,1360,9,49,50,233,29,119,276,1060,364,1461,16,45,13,49,74,229,103,323,467,1784,4,8,11,36,6,15,59,171,80,230,0,4,5,10,33,63,38,77,118,307,7,16,1297,3467,Gingin (S)
53640,140,278,3,20,7,34,7,29,110,439,127,522,0,0,6,10,17,60,23,70,150,592,0,4,0,3,0,0,22,67,22,74,3,5,3,3,8,19,14,27,36,101,3,5,329,976,Gnowangerup (S)
56520,436,840,4,23,47,225,16,64,260,1054,327,1366,11,53,20,48,56,173,87,274,414,1640,0,8,12,43,8,40,101,272,121,363,0,6,12,18,48,101,60,125,181,488,19,37,1050,3005,Narrogin (T)
54280,2663,5200,78,432,270,1228,196,909,2275,8902,2819,11471,119,450,121,373,516,1593,756,2416,3575,13887,12,57,48,178,53,199,537,1507,650,1941,23,79,62,127,286,625,371,831,1021,2772,116,243,7375,22102,Kalgoorlie/Boulder (C)
55040,104,196,0,9,7,22,4,23,116,465,127,519,6,18,4,12,7,22,17,52,144,571,0,0,0,0,5,21,23,58,28,79,0,0,5,11,4,15,9,26,37,105,3,5,288,877,Leonora (S)
55110,9044,17604,114,611,692,3169,310,1366,3917,14849,5033,19995,295,1168,474,1485,1201,3575,1970,6228,7003,26223,55,249,214,721,178,629,1478,4052,1925,5651,97,292,256,568,863,1795,1216,2655,3141,8306,209,433,19397,52566,Mandurah (C)
55180,1135,2209,17,84,107,496,21,105,607,2440,752,3125,20,80,73,224,146,430,239,734,991,3859,0,4,31,123,11,50,180,455,222,632,10,25,31,64,92,188,133,277,355,909,21,50,2502,7027,Manjimup (S)
53710,136,259,0,14,5,31,5,21,77,290,87,356,0,3,5,16,13,33,18,52,105,408,0,0,6,14,3,7,11,47,20,68,0,0,0,0,8,7,8,7,28,75,4,9,273,751,Goomalling (S)
54620,119,232,3,9,5,23,3,10,78,291,89,333,0,0,3,6,7,22,10,28,99,361,0,0,0,6,3,7,15,35,18,48,0,0,0,0,3,9,3,9,21,57,0,3,239,653,Kondinin (S)
54690,57,101,0,0,0,11,3,4,42,164,45,179,0,0,0,3,4,10,4,13,49,192,0,0,0,0,0,0,5,16,5,16,0,0,3,3,4,14,7,17,12,33,0,0,118,326,Koorda (S)
54760,105,205,0,4,9,30,4,4,73,299,86,337,0,0,4,11,15,38,19,49,105,386,0,0,3,14,0,0,6,20,9,34,0,0,0,0,3,6,3,6,12,40,4,9,226,640,Kulin (S)
54830,2632,5158,87,486,273,1314,182,839,2037,7789,2579,10428,125,502,145,476,545,1669,815,2647,3394,13075,18,78,78,265,78,286,730,1988,904,2617,41,129,85,187,445,955,571,1271,1475,3888,129,276,7630,22397,Kwinana (T)
54900,189,358,0,5,15,43,4,16,117,449,136,513,0,6,4,9,14,41,18,56,154,569,0,0,0,0,0,6,14,44,14,50,0,3,0,0,8,10,8,13,22,63,3,5,368,995,Lake Grace (S)
55250,82,159,3,4,6,25,3,20,42,191,54,240,0,0,3,11,12,39,15,50,69,290,0,0,0,0,5,19,25,74,30,93,0,0,0,5,15,32,15,37,45,130,5,12,201,591,Meekatharra (S)
55320,9882,19435,182,968,1300,5827,220,943,5914,22674,7616,30412,919,3806,1542,5274,2287,7112,4748,16192,12364,46604,29,146,251,816,86,268,1012,2600,1378,3830,201,612,488,1134,1231,2571,1920,4317,3298,8147,544,1194,26088,75380,Melville (C)
53780,9550,18970,287,1706,1254,5987,555,2535,7396,28712,9492,38940,736,3092,852,2896,2525,7941,4113,13929,13605,52869,73,358,328,1198,203,763,1938,5297,2542,7616,211,695,354,836,1584,3426,2149,4957,4691,12573,587,1271,28433,85683,Gosnells (C)
53920,144,310,10,57,14,107,34,249,179,836,237,1249,0,13,4,7,25,109,29,129,266,1378,6,12,7,42,37,213,126,452,176,719,3,7,0,6,45,130,48,143,224,862,27,63,661,2613,Halls Creek (S)
53990,2540,4954,63,319,284,1299,122,527,1707,6719,2176,8864,130,490,175,534,530,1601,835,2625,3011,11489,7,39,68,242,45,151,385,1062,505,1494,31,84,49,110,235,490,315,684,820,2178,38,85,6409,18706,Harvey (S)
54340,437,861,10,71,54,261,19,94,282,1132,365,1558,7,32,19,59,76,223,102,314,467,1872,3,4,9,41,16,62,97,295,125,402,3,5,3,5,28,65,34,75,159,477,22,44,1085,3254,Katanning (S)
54410,143,273,0,4,13,54,5,41,84,333,102,432,3,10,6,10,18,54,27,74,129,506,0,0,3,8,3,14,24,62,30,84,0,0,0,3,8,18,8,21,38,105,4,8,314,892,Kellerberrin (S)
54480,72,141,3,3,9,36,0,0,48,199,60,238,4,8,4,10,3,10,11,28,71,266,0,0,0,3,0,0,0,6,0,9,0,0,3,3,3,3,6,6,6,15,4,4,153,426,Kent (S)
54550,259,506,4,9,20,74,9,34,140,564,173,681,5,7,5,22,38,119,48,148,221,829,0,0,8,16,3,6,31,96,42,118,0,0,5,16,18,34,23,50,65,168,6,10,551,1513,Kojonup (S)
54970,53,107,0,17,3,20,9,32,35,140,47,209,0,0,0,0,8,25,8,25,55,234,0,0,0,0,3,6,19,59,22,65,0,0,0,0,11,25,11,25,33,90,3,5,144,436,Laverton (S)
55880,66,129,0,0,0,4,0,7,48,178,48,189,0,3,3,3,9,35,12,41,60,230,0,0,0,0,0,0,7,16,7,16,0,0,0,0,0,3,0,3,7,19,0,0,133,378,Mount Marshall (S)
63410,229,441,4,12,12,44,0,4,86,349,102,409,5,26,10,22,20,63,35,111,137,520,0,0,4,12,3,10,23,54,30,76,3,0,7,12,15,34,25,46,55,122,0,4,421,1087,King Island (M)
55390,16,36,0,10,0,3,4,21,13,58,17,92,0,0,3,5,5,24,8,29,25,121,4,13,0,0,0,0,14,48,18,61,0,5,4,4,3,6,7,15,25,76,4,6,70,239,Menzies (S)
55460,369,721,0,0,36,171,13,63,219,867,268,1101,4,21,18,57,57,162,79,240,347,1341,0,5,3,10,4,12,51,157,58,184,3,8,12,18,26,55,41,81,99,265,17,28,832,2355,Merredin (S)
55530,55,111,3,5,0,4,0,13,42,166,45,188,0,0,0,0,9,21,9,21,54,209,0,0,3,15,0,9,9,16,12,40,0,0,0,0,6,12,6,12,18,52,3,8,130,380,Mingenew (S)
56580,1749,3393,28,149,375,1732,28,99,1448,5813,1879,7793,193,777,479,1694,398,1168,1070,3639,2949,11432,6,28,50,158,5,15,142,373,203,574,49,151,118,282,182,381,349,814,552,1388,110,239,5360,16452,Nedlands (C)
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55600,275,532,3,26,32,122,15,52,179,710,229,910,7,31,8,25,46,130,61,186,290,1096,0,13,7,18,5,14,41,127,53,172,0,3,6,8,33,67,39,78,92,250,4,4,661,1882,Moora (S)
56620,73,158,0,8,4,15,11,74,105,442,120,539,0,0,0,5,14,52,14,57,134,596,5,4,4,19,11,52,59,188,79,263,0,13,0,0,28,76,28,89,107,352,4,10,318,1116,Ngaanyatjarraku (S)
55670,82,156,3,10,10,32,4,18,64,269,81,329,4,10,0,3,8,25,12,38,93,367,0,0,3,8,0,0,22,61,25,69,3,3,0,0,3,9,6,12,31,81,0,3,206,607,Morawa (S)
56860,29,50,0,6,4,15,0,0,8,37,12,58,0,4,0,0,9,19,9,23,21,81,0,0,4,10,0,10,5,5,9,25,0,0,0,3,0,3,0,6,9,31,0,0,59,162,Nungarin (S)
56930,154,287,7,34,36,172,3,17,78,311,124,534,12,48,34,114,19,56,65,218,189,752,0,5,0,0,0,0,16,41,16,46,0,6,9,17,11,25,20,48,36,94,4,13,383,1146,Peppermint Grove (S)
55740,820,1577,9,41,98,429,8,34,519,2039,634,2543,52,221,128,450,105,311,285,982,919,3525,5,13,26,98,5,15,77,198,113,324,13,44,62,147,92,203,167,394,280,718,39,80,2058,5900,Mosman Park (T)
55810,48,97,0,11,4,17,4,21,31,115,39,164,0,0,3,9,8,24,11,33,50,197,0,0,0,7,0,19,18,50,18,76,0,0,0,0,7,8,7,8,25,84,10,12,133,390,Mount Magnet (S)
55950,90,176,3,0,0,6,0,7,37,147,40,160,0,0,8,25,11,29,19,54,59,214,0,0,0,0,0,0,4,15,4,15,0,0,0,0,3,7,3,7,7,22,0,0,156,412,Mukinbudin (S)
56020,63,133,0,0,9,24,3,13,44,184,56,221,3,5,3,4,5,21,11,30,67,251,0,0,3,12,4,3,10,39,17,54,0,0,0,0,13,33,13,33,30,87,0,4,160,475,Mullewa (S)
56090,4035,7910,107,586,486,2217,190,851,2248,8791,3031,12445,287,1145,395,1271,881,2687,1563,5103,4594,17548,29,130,96,335,52,174,483,1307,660,1946,58,190,131,305,480,998,669,1493,1329,3439,90,190,10048,29087,Mundaring (S)
57080,2411,4623,6,23,17,75,3,21,397,1290,423,1409,14,52,62,189,113,318,189,559,612,1968,0,0,4,21,3,10,70,149,77,180,9,14,45,106,83,160,137,280,214,460,149,321,3386,7372,Perth (C)
57140,165,312,0,0,6,37,3,7,76,299,85,343,4,6,5,9,15,59,24,74,109,417,0,0,3,3,3,4,29,94,35,101,0,0,3,3,16,34,19,37,54,138,3,8,331,875,Pingelly (S)
57210,652,1266,14,77,51,224,9,51,295,1147,369,1499,16,73,30,93,77,224,123,390,492,1889,0,3,17,53,4,21,99,269,120,346,3,11,14,24,57,121,74,156,194,502,17,40,1355,3697,Plantagenet (S)
57280,1069,2098,24,116,73,358,70,346,964,3759,1131,4579,36,152,51,150,201,617,288,919,1419,5498,0,12,13,45,27,121,165,482,205,660,7,28,22,39,97,228,126,295,331,955,71,143,2890,8694,Port Hedland (T)
57350,170,323,0,10,5,19,3,19,62,239,70,287,0,0,3,5,15,55,18,60,88,347,0,0,0,0,3,26,26,68,29,94,0,0,0,3,4,10,4,13,33,107,5,7,296,784,Quairading (S)
57420,245,470,0,3,8,23,6,14,179,735,193,775,0,3,0,9,26,74,26,86,219,861,0,0,0,3,4,22,17,48,21,73,0,0,3,4,11,24,14,28,35,101,3,7,502,1439,Ravensthorpe (S)
57490,10346,20043,298,1597,1270,5762,658,2952,7644,29344,9870,39655,596,2398,806,2632,2048,6276,3450,11306,13320,50961,58,277,316,1142,247,863,2073,5655,2694,7937,135,413,347,775,1165,2480,1647,3668,4341,11605,322,669,28329,83278,Rockingham (C)
57560,1533,3004,35,183,166,759,114,525,1514,5879,1829,7346,54,203,91,275,299,963,444,1441,2273,8787,4,23,16,66,26,110,202,555,248,754,4,18,28,54,116,255,148,327,396,1081,54,130,4256,13002,Roebourne (S)
56160,16,25,0,0,0,0,0,0,3,23,3,23,3,3,0,0,3,3,6,6,9,29,0,0,0,0,0,0,0,11,0,11,0,0,3,0,3,3,6,3,6,14,0,0,31,68,Murchison (S)
56230,1871,3638,31,159,140,633,79,372,823,3267,1073,4431,72,293,94,294,291,871,457,1458,1530,5889,7,44,40,130,26,91,242,682,315,947,10,33,35,70,153,320,198,423,513,1370,34,63,3948,10960,Murray (S)
56300,207,402,3,14,10,46,4,15,64,261,81,336,4,7,4,19,19,58,27,84,108,420,0,6,0,3,0,3,20,56,20,68,3,5,0,4,19,35,22,44,42,112,0,0,357,934,Nannup (S)
60610,2164,4272,46,244,206,956,70,326,1119,4361,1441,5887,85,331,131,391,366,1134,582,1856,2023,7743,4,13,77,280,40,130,503,1365,624,1788,31,85,88,200,267,555,386,840,1010,2628,55,121,5252,14764,Burnie (C)
60810,2665,5233,42,237,236,1065,96,421,1214,4772,1588,6495,98,375,206,648,451,1395,755,2418,2343,8913,8,35,74,248,30,98,420,1139,532,1520,31,85,85,159,260,538,376,782,908,2302,52,107,5968,16555,Central Coast (M)
61010,329,642,4,30,19,71,3,16,136,532,162,649,8,27,8,28,33,94,49,149,211,798,0,8,4,27,3,10,34,91,41,136,3,0,3,6,33,67,39,73,80,209,7,22,627,1671,Central Highlands (M)
61210,921,1821,16,99,117,532,49,209,552,2226,734,3066,25,103,56,163,132,400,213,666,947,3732,6,26,18,59,10,32,148,400,182,517,7,12,13,33,80,162,100,207,282,724,21,46,2171,6323,Circular Head (M)
56370,131,255,0,7,5,20,4,15,57,221,66,263,0,0,5,8,16,52,21,60,87,323,0,0,4,9,0,4,3,11,7,24,3,0,0,3,9,18,12,21,19,45,0,3,237,626,Narembeen (S)
56450,103,194,6,16,5,35,5,24,66,264,82,339,3,11,11,24,14,49,28,84,110,423,0,0,0,4,0,0,7,20,7,24,0,3,3,3,7,12,10,18,17,42,3,3,233,662,Narrogin (S)
61410,5860,11560,88,492,543,2459,170,777,3161,12192,3962,15920,282,1160,555,1796,1087,3334,1924,6290,5886,22210,26,102,195,636,70,252,1089,2890,1380,3880,95,265,247,532,812,1730,1154,2527,2534,6407,178,359,14458,40536,Clarence (C)
61510,1067,2114,21,94,101,468,61,274,605,2404,788,3240,46,191,93,299,249,764,388,1254,1176,4494,6,23,25,106,24,75,209,568,264,772,10,44,40,86,128,266,178,396,442,1168,33,66,2718,7842,Derwent Valley (M)
61610,2821,5563,49,269,273,1236,102,471,1360,5280,1784,7256,88,358,159,489,455,1396,702,2243,2486,9499,14,61,104,357,50,168,661,1778,829,2364,32,110,112,236,376,772,520,1118,1349,3482,76,165,6732,18709,Devonport (C)
61810,915,1803,19,105,65,301,31,141,403,1633,518,2180,28,117,33,98,119,373,180,588,698,2768,0,13,18,56,8,33,110,297,136,399,7,22,25,57,83,162,115,241,251,640,14,29,1878,5240,Dorset (M)
62010,133,256,0,0,3,7,3,8,42,152,48,167,0,0,4,13,10,22,14,35,62,202,0,0,4,6,0,0,7,18,11,24,0,0,0,0,7,19,7,19,18,43,6,6,219,507,Flinders (M)
56730,1189,2315,27,153,81,373,64,288,616,2434,788,3248,38,136,35,118,183,557,256,811,1044,4059,5,24,22,90,26,101,233,671,286,886,11,39,23,42,156,339,190,420,476,1306,33,69,2742,7749,Northam (S)
56790,499,942,6,16,31,123,7,47,196,762,240,948,5,22,18,47,42,117,65,186,305,1134,0,0,7,23,3,25,47,135,57,183,3,0,12,25,31,64,46,89,103,272,10,16,917,2364,Northampton (S)
57000,65,133,3,12,7,21,0,0,51,202,61,235,0,3,4,9,4,17,8,29,69,264,0,0,0,0,0,4,8,13,8,17,0,0,0,0,5,9,5,9,13,26,0,3,147,426,Perenjori (S)
57630,20,37,0,0,0,3,0,0,4,9,4,12,0,3,0,0,4,12,4,15,8,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,28,67,Sandstone (S)
57700,1840,3591,81,477,222,1075,121,539,1364,5392,1788,7483,93,386,144,443,482,1512,719,2341,2507,9824,16,54,37,134,29,111,266,740,348,1039,21,63,35,72,156,334,212,469,560,1508,45,97,4952,15020,Serpentine-Jarrahdale (S)
57770,127,249,0,5,3,9,4,7,56,206,63,227,0,0,4,5,6,23,10,28,73,255,0,0,0,8,0,0,15,33,15,41,0,0,0,0,9,13,9,13,24,54,0,3,224,561,Shark Bay (S)
57840,4457,8676,30,167,357,1565,56,244,2213,8284,2656,10260,199,797,458,1575,572,1744,1229,4116,3885,14376,17,74,72,240,30,123,445,1128,564,1565,64,201,196,447,465,957,725,1605,1289,3170,461,986,10092,27208,South Perth (C)
57910,20642,40624,289,1609,1918,8881,424,1935,12125,46075,14756,58500,1087,4489,1886,6497,3423,10656,6396,21642,21152,80142,76,380,468,1607,234,804,2798,7155,3576,9946,374,1167,901,2010,2768,5878,4043,9055,7619,19001,1266,2691,50679,142458,Stirling (C)
57980,1942,3746,11,75,122,535,16,63,1017,3739,1166,4412,70,272,192,643,162,489,424,1404,1590,5816,3,9,25,90,3,3,155,385,186,487,26,78,89,188,145,302,260,568,446,1055,114,225,4092,10842,Subiaco (C)
58050,9565,18795,264,1468,1394,6520,582,2631,7962,30904,10202,41523,749,3122,932,3126,2509,7897,4190,14145,14392,55668,90,436,372,1343,240,872,2105,5844,2807,8495,197,618,373,841,1562,3388,2132,4847,4939,13342,454,960,29350,88765,Swan (C)
58190,43,85,0,0,4,13,4,11,37,148,45,172,0,0,0,6,4,3,4,9,49,181,0,0,0,8,0,0,7,14,7,22,0,0,0,0,4,16,4,16,11,38,3,3,106,307,Tammin (S)
58260,86,164,0,0,8,22,0,5,49,203,57,230,0,0,3,11,0,0,3,11,60,241,0,0,0,3,3,7,15,37,18,47,0,0,0,0,3,8,3,8,21,55,0,3,167,463,Three Springs (S)
62210,805,1570,10,50,69,318,37,169,364,1460,480,1997,19,88,57,171,142,439,218,698,698,2695,5,21,18,84,10,26,200,586,233,717,10,21,23,58,95,189,128,268,361,985,18,37,1882,5287,George Town (M)
62410,693,1355,6,42,21,89,14,61,201,781,242,973,8,30,21,51,57,172,86,253,328,1226,0,3,8,18,0,10,57,156,65,187,3,6,4,12,47,95,54,113,119,300,6,12,1146,2893,Glamorgan/Spring Bay (M)
62610,4375,8695,73,416,460,2225,165,748,2350,9004,3048,12393,185,751,332,1068,924,2888,1441,4707,4489,17100,43,203,196,708,99,342,1308,3420,1646,4673,88,268,239,524,830,1737,1157,2529,2803,7202,221,456,11888,33453,Glenorchy (C)
62810,5168,10103,51,265,515,2307,71,292,2619,9916,3256,12780,214,838,607,1968,597,1796,1418,4602,4674,17382,16,69,120,383,36,123,660,1577,832,2152,81,251,280,594,506,1020,867,1865,1699,4017,226,464,11767,31966,Hobart (C)
63010,1923,3783,28,163,183,849,67,308,968,3795,1246,5115,64,264,117,368,271,837,452,1469,1698,6584,6,26,54,179,16,62,303,803,379,1070,15,40,44,94,187,384,246,518,625,1588,43,91,4289,12046,Huon Valley (M)
63210,769,1504,13,80,73,328,28,125,347,1386,461,1919,30,124,71,217,136,432,237,773,698,2692,0,6,16,61,7,17,116,336,139,420,5,16,17,28,81,168,103,212,242,632,15,28,1724,4856,Kentish (M)
58330,659,1258,5,30,41,195,24,97,226,870,296,1192,19,60,36,112,93,276,148,448,444,1640,5,11,13,38,4,17,78,218,100,284,4,11,13,33,45,92,62,136,162,420,8,25,1273,3343,Toodyay (S)
63610,3923,7690,51,305,426,1980,92,403,2399,9367,2968,12055,223,898,411,1354,597,1822,1231,4074,4199,16129,15,63,112,370,37,131,625,1681,789,2245,42,128,186,403,373,777,601,1308,1390,3553,104,225,9616,27597,Kingborough (M)
63810,1302,2553,19,80,107,477,38,172,584,2279,748,3008,44,179,81,261,212,666,337,1106,1085,4114,5,20,30,123,10,33,177,476,222,652,11,30,29,54,118,254,158,338,380,990,33,65,2800,7722,Latrobe (M)
64010,6555,12962,98,540,659,3074,181,814,3576,13910,4514,18338,283,1171,550,1793,1068,3303,1901,6267,6415,24605,37,159,256,883,100,341,1531,4034,1924,5417,103,319,359,764,897,1903,1359,2986,3283,8403,300,625,16553,46595,Launceston (C)
64210,2304,4549,62,328,258,1205,81,339,1169,4547,1570,6419,107,428,187,595,420,1290,714,2313,2284,8732,8,31,60,225,16,43,298,784,382,1083,14,57,63,128,199,416,276,601,658,1684,56,122,5302,15087,Meander Valley (M)
64610,1576,3096,26,143,150,696,53,244,760,2990,989,4073,55,233,132,432,245,749,432,1414,1421,5487,3,18,38,144,10,45,219,547,270,754,16,46,38,80,134,286,188,412,458,1166,31,64,3486,9813,Northern Midlands (M)
64810,1547,3044,15,86,140,652,60,295,830,3129,1045,4162,56,223,98,322,287,912,441,1457,1486,5619,5,27,46,158,26,85,344,900,421,1170,10,40,45,91,176,360,231,491,652,1661,38,77,3723,10401,Sorell (M)
65010,721,1428,16,82,72,308,36,168,389,1562,513,2120,20,82,61,196,136,415,217,693,730,2813,3,11,13,64,7,27,113,297,136,399,3,9,15,30,72,161,90,200,226,599,15,30,1692,4870,Southern Midlands (M)
65210,371,725,0,0,18,82,7,29,132,498,157,609,3,9,7,23,27,77,37,109,194,718,0,0,0,0,6,12,38,91,44,103,3,3,8,17,26,56,37,76,81,179,7,18,653,1640,Tasman (M)
65410,1734,3403,38,193,158,736,80,341,753,2945,1029,4215,67,258,118,366,267,832,452,1456,1481,5671,8,32,51,180,27,95,278,743,364,1050,13,44,56,122,156,321,225,487,589,1537,35,69,3839,10680,Waratah/Wynyard (M)
65610,526,1044,5,33,46,193,22,95,304,1172,377,1493,13,50,24,55,68,210,105,315,482,1808,3,9,10,36,7,16,98,276,118,337,3,11,13,31,57,108,73,150,191,487,11,15,1210,3354,West Coast (M)
65810,2772,5448,37,208,305,1381,74,334,1380,5479,1796,7402,128,517,237,781,415,1255,780,2553,2576,9955,16,72,57,188,30,106,353,939,456,1305,20,57,107,233,228,470,355,760,811,2065,61,128,6220,17596,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58400,54,106,0,0,6,21,3,6,20,73,29,100,0,8,0,0,3,9,3,17,32,117,0,0,0,0,0,0,7,29,7,29,0,0,0,0,3,3,3,3,10,32,3,4,99,259,Trayning (S)
58470,18,34,0,0,0,0,0,7,14,57,14,64,0,0,0,0,5,5,5,5,19,69,0,0,0,0,4,20,14,55,18,75,0,0,0,0,0,3,0,3,18,78,0,0,55,181,Upper Gascoyne (S)
58510,3566,7018,25,115,178,819,43,183,1803,6565,2049,7682,74,310,212,687,353,1068,639,2065,2688,9747,15,50,62,205,32,111,371,905,480,1271,28,89,119,271,393,805,540,1165,1020,2436,342,738,7616,19939,Victoria Park (T)
70200,2117,4128,52,299,236,1088,113,509,1675,6491,2076,8387,85,336,145,448,350,1082,580,1866,2656,10253,13,65,64,248,54,233,558,1558,689,2104,22,66,53,108,260,590,335,764,1024,2868,120,273,5917,17522,Alice Springs (T)
58540,102,200,0,0,14,43,3,9,77,296,94,348,0,7,3,4,14,36,17,47,111,395,0,0,3,0,0,0,7,27,10,27,0,3,0,0,4,12,4,15,14,42,4,8,231,645,Victoria Plains (S)
72200,771,1520,17,85,78,347,39,214,671,2660,805,3306,17,64,43,129,91,280,151,473,956,3779,10,28,26,104,27,108,200,578,263,818,9,24,22,46,69,151,100,221,363,1039,26,59,2116,6397,Katherine (T)
72300,1740,3382,45,255,220,992,104,472,1219,4711,1588,6430,92,351,132,420,354,1063,578,1834,2166,8264,5,28,50,154,32,101,274,746,361,1029,15,54,37,77,166,356,218,487,579,1516,49,120,4534,13282,Litchfield (M)
58570,3509,6799,14,70,186,828,47,186,1875,6921,2122,8005,93,391,239,805,352,1073,684,2269,2806,10274,3,11,34,102,16,45,293,697,346,855,43,136,110,253,335,696,488,1085,834,1940,224,475,7373,19488,Vincent (T)
58610,242,473,7,36,15,65,6,38,127,512,155,651,8,24,10,25,17,61,35,110,190,761,0,11,4,11,4,15,27,76,35,113,0,3,6,11,21,42,27,56,62,169,4,8,498,1411,Wagin (S)
58680,70,136,0,0,11,32,0,6,34,134,45,172,0,8,8,9,6,22,14,39,59,211,0,0,0,0,0,0,5,14,5,14,0,0,0,0,3,6,3,6,8,20,0,0,137,367,Wandering (S)
