lga_code16,ie_agff_omoe_nil_em,ie_agff_omoe_1_19_em,ie_agff_omoe_20more_em,ie_agff_omoe_ne_ns,ie_agff_tot,ie_min_omoe_nil_em,ie_min_omoe_1_19_em,ie_min_omoe_20more_em,ie_min_omoe_ne_ns,ie_min_tot,ie_mnf_omoe_nil_em,ie_mnf_omoe_1_19_em,ie_mnf_omoe_20more_em,ie_mnf_omoe_ne_ns,ie_mnf_tot,ie_egwws_omoe_nil_em,ie_egwws_omoe_1_19_em,ie_egwws_omoe_20more_em,ie_egwws_omoe_ne_ns,ie_egwws_tot,ie_const_omoe_nil_em,ie_const_omoe_1_19_em,ie_const_omoe_20more_em,ie_const_omoe_ne_ns,ie_const_tot,ie_wst_omoe_nil_em,ie_wst_omoe_1_19_em,ie_wst_omoe_20more_em,ie_wst_omoe_ne_ns,ie_wst_tot,ie_rett_omoe_nil_em,ie_rett_omoe_1_19_em,ie_rett_omoe_20more_em,ie_rett_omoe_ne_ns,ie_rett_tot,ie_acfd_omoe_nil_em,ie_acfd_omoe_1_19_em,ie_acfd_omoe_20more_em,ie_acfd_omoe_ne_ns,ie_acfd_tot,ie_tpw_omoe_nil_em,ie_tpw_omoe_1_19_em,ie_tpw_omoe_20more_em,ie_tpw_omoe_ne_ns,ie_tpw_tot,ie_imt_omoe_nil_em,ie_imt_omoe_1_19_em,ie_imt_omoe_20more_em,ie_imt_omoe_ne_ns,ie_imt_tot,ie_finins_omoe_nil_em,ie_finins_omoe_1_19_em,ie_finins_omoe_20more_em,ie_finins_omoe_ne_ns,ie_finins_tot,ie_rhre_omoe_nil_em,ie_rhre_omoe_1_19_em,ie_rhre_omoe_20more_em,ie_rhre_omoe_ne_ns,ie_rhre_tot,ie_prosts_omoe_nil_em,ie_prosts_omoe_1_19_em,ie_prosts_omoe_20more_em,ie_prosts_omoe_ne_ns,ie_prosts_tot,ie_adsup_omoe_nil_em,ie_adsup_omoe_1_19_em,ie_adsup_omoe_20more_em,ie_adsup_omoe_ne_ns,ie_adsup_tot,ie_pubas_omoe_nil_em,ie_pubas_omoe_1_19_em,ie_pubas_omoe_20more_em,ie_pubas_omoe_ne_ns,ie_pubas_tot,ie_edtrn_omoe_nil_em,ie_edtrn_omoe_1_19_em,ie_edtrn_omoe_20more_em,ie_edtrn_omoe_ne_ns,ie_edtrn_tot,ie_hc_sa_omoe_nil_em,ie_hc_sa_omoe_1_19_em,ie_hc_sa_omoe_20more_em,ie_hc_sa_omoe_ne_ns,ie_hc_sa_tot,ie_artsr_omoe_nil_em,ie_artsr_omoe_1_19_em,ie_artsr_omoe_20more_em,ie_artsr_omoe_ne_ns,ie_artsr_tot,ie_othsvs_omoe_nil_em,ie_othsvs_omoe_1_19_em,ie_othsvs_omoe_20more_em,ie_othsvs_omoe_ne_ns,ie_othsvs_tot,ie_idns_omoe_nil_em,ie_idns_omoe_1_19_em,ie_idns_omoe_20more_em,ie_idns_omoe_ne_ns,ie_idns_tot,ie_tot_omoe_nil_em,ie_tot_omoe_1_19_em,ie_tot_omoe_20more_em,ie_tot_omoe_ne_ns,ie_tot_tot,uie_agff_omoe_nil_em,uie_agff_omoe_1_19_em,uie_agff_omoe_20more_em,uie_agff_omoe_ne_ns,uie_agff_tot,uie_min_omoe_nil_em,uie_min_omoe_1_19_em,uie_min_omoe_20more_em,uie_min_omoe_ne_ns,uie_min_tot,uie_mnf_omoe_nil_em,uie_mnf_omoe_1_19_em,uie_mnf_omoe_20more_em,uie_mnf_omoe_ne_ns,uie_mnf_tot,uie_egwws_omoe_nil_em,uie_egwws_omoe_1_19_em,uie_egwws_omoe_20more_em,uie_egwws_omoe_ne_ns,uie_egwws_tot,uie_const_omoe_nil_em,uie_const_omoe_1_19_em,uie_const_omoe_20more_em,uie_const_omoe_ne_ns,uie_const_tot,uie_wst_omoe_nil_em,uie_wst_omoe_1_19_em,uie_wst_omoe_20more_em,uie_wst_omoe_ne_ns,uie_wst_tot,uie_rett_omoe_nil_em,uie_rett_omoe_1_19_em,uie_rett_omoe_20more_em,uie_rett_omoe_ne_ns,uie_rett_tot,uie_acfd_omoe_nil_em,uie_acfd_omoe_1_19_em,uie_acfd_omoe_20more_em,uie_acfd_omoe_ne_ns,uie_acfd_tot,uie_tpw_omoe_nil_em,uie_tpw_omoe_1_19_em,uie_tpw_omoe_20more_em,uie_tpw_omoe_ne_ns,uie_tpw_tot,uie_imt_omoe_nil_em,uie_imt_omoe_1_19_em,uie_imt_omoe_20more_em,uie_imt_omoe_ne_ns,uie_imt_tot,uie_finins_omoe_nil_em,uie_finins_omoe_1_19_em,uie_finins_omoe_20more_em,uie_finins_omoe_ne_ns,uie_finins_tot,uie_rhre_omoe_nil_em,uie_rhre_omoe_1_19_em,uie_rhre_omoe_20more_em,uie_rhre_omoe_ne_ns,uie_rhre_tot,uie_prosts_omoe_nil_em,uie_prosts_omoe_1_19_em,uie_prosts_omoe_20more_em,uie_prosts_omoe_ne_ns,uie_prosts_tot,uie_adsup_omoe_nil_em,uie_adsup_omoe_1_19_em,uie_adsup_omoe_20more_em,uie_adsup_omoe_ne_ns,uie_adsup_tot,uie_pubas_omoe_nil_em,uie_pubas_omoe_1_19_em,uie_pubas_omoe_20more_em,uie_pubas_omoe_ne_ns,uie_pubas_tot,uie_edtrn_omoe_nil_em,uie_edtrn_omoe_1_19_em,uie_edtrn_omoe_20more_em,uie_edtrn_omoe_ne_ns,uie_edtrn_tot,uie_hc_sa_omoe_nil_em,uie_hc_sa_omoe_1_19_em,uie_hc_sa_omoe_20more_em,uie_hc_sa_omoe_ne_ns,uie_hc_sa_tot,uie_artsr_omoe_nil_em,uie_artsr_omoe_1_19_em,uie_artsr_omoe_20more_em,uie_artsr_omoe_ne_ns,uie_artsr_tot,uie_othsvs_omoe_nil_em,uie_othsvs_omoe_1_19_em,uie_othsvs_omoe_20more_em,uie_othsvs_omoe_ne_ns,uie_othsvs_tot,lga_name16
36820,31,77,10,3,120,0,0,0,0,3,3,14,6,0,25,0,0,0,0,3,30,53,0,3,80,3,6,0,0,11,13,54,5,0,68,3,30,7,0,43,12,26,0,0,41,0,3,0,0,3,3,11,0,0,12,5,6,0,0,20,17,28,9,0,50,7,16,0,0,18,0,0,0,0,0,7,0,0,0,6,3,18,0,0,24,0,3,0,0,0,6,23,0,0,24,12,10,0,0,25,153,378,35,9,574,187,71,0,12,273,0,3,0,0,3,33,12,0,3,48,3,0,0,0,3,82,45,0,3,138,6,6,0,0,10,43,35,0,3,78,24,44,3,0,72,20,18,0,0,46,6,0,0,0,6,3,0,0,0,3,18,14,0,3,34,62,21,0,0,77,40,18,0,0,61,6,3,0,0,7,14,4,0,0,20,47,15,0,0,58,21,4,0,0,24,57,40,0,0,98,Tablelands (R)
36910,144,224,27,14,401,10,15,7,0,26,37,159,42,0,235,5,3,3,0,9,183,422,27,9,642,27,74,22,0,128,51,243,55,7,351,16,151,31,0,199,88,167,13,8,272,7,26,3,0,32,40,98,4,0,145,42,76,28,0,145,124,241,60,3,430,43,91,5,3,150,3,16,7,0,31,22,25,6,0,49,93,213,38,3,345,12,22,0,0,37,64,184,11,3,268,70,133,10,5,214,1076,2574,395,56,4105,762,223,6,27,1017,6,0,0,0,8,157,61,0,0,223,6,0,0,0,6,474,177,0,13,668,28,13,0,0,46,150,110,9,4,277,73,71,3,0,146,148,52,0,6,208,21,0,0,0,22,30,15,0,0,40,43,20,0,0,66,281,95,10,3,393,231,39,3,6,279,14,0,0,0,20,181,20,3,0,209,305,87,9,6,410,71,12,0,0,79,293,141,0,9,441,Toowoomba (R)
36950,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,12,0,0,0,0,0,0,3,0,0,3,0,3,4,0,9,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,3,7,0,4,0,0,0,11,33,3,4,56,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,16,0,0,0,0,0,3,4,0,0,6,4,6,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,11,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,13,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,Torres Strait Island (R)
37010,19,35,4,0,52,12,8,5,0,33,35,141,34,3,210,0,16,3,0,20,195,470,52,3,726,17,72,7,0,94,44,237,45,0,334,18,170,49,0,240,83,105,19,4,215,17,19,0,0,41,34,69,5,0,110,43,113,22,0,187,123,234,32,0,384,57,82,11,0,146,12,11,21,0,40,10,40,7,0,67,82,211,15,0,310,14,13,7,0,33,56,202,7,3,269,76,126,11,0,214,954,2383,358,23,3722,51,30,0,3,87,7,0,0,0,11,130,53,3,3,181,9,3,0,0,11,553,198,0,7,759,21,17,0,0,40,129,110,5,0,240,75,103,9,0,193,227,46,0,4,276,23,3,0,0,31,34,11,0,0,44,37,12,0,0,59,307,105,23,5,443,310,70,0,3,385,17,5,5,0,31,137,17,0,3,165,374,89,0,4,470,75,11,0,0,89,411,164,3,3,588,Townsville (C)
31000,64,111,25,0,206,125,96,14,0,240,402,1095,299,14,1806,70,95,19,0,186,1856,2857,417,41,5163,351,784,185,3,1320,618,1754,345,12,2732,216,1584,356,16,2182,1032,774,184,18,2002,235,240,62,3,542,853,966,98,13,1934,1035,1145,160,18,2355,3037,3702,777,24,7541,590,822,162,15,1587,154,177,52,0,384,360,420,91,5,874,993,2026,264,17,3299,175,255,38,0,474,574,1192,94,16,1881,919,1236,148,36,2339,13658,21349,3797,245,39043,136,54,0,6,200,73,9,3,0,84,733,267,18,7,1016,50,12,3,0,64,3259,902,22,45,4227,263,102,10,0,377,1173,561,52,20,1813,552,694,28,7,1276,1672,213,23,23,1932,397,18,0,0,420,415,104,11,6,526,582,131,13,3,725,4148,1134,538,45,5873,1852,273,12,16,2155,180,34,20,3,235,1703,198,9,16,1927,3069,861,74,26,4030,1035,115,8,9,1168,2649,617,11,22,3295,Brisbane (C)
31900,110,127,18,11,262,0,0,0,0,0,5,21,3,0,28,0,0,0,0,0,21,35,0,0,59,0,3,0,0,8,3,21,0,0,27,0,14,0,0,16,13,15,0,0,22,0,0,0,0,0,0,5,0,0,5,3,9,0,0,12,5,8,4,0,19,5,11,0,0,21,0,0,0,0,0,0,0,0,0,3,0,16,3,0,15,0,0,0,0,0,3,12,0,0,19,7,3,0,0,13,181,309,30,11,531,170,122,6,5,306,0,0,0,0,0,15,12,0,0,29,3,0,0,0,3,51,14,0,0,69,3,0,0,0,6,21,34,0,3,60,3,15,0,0,19,15,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,12,13,0,0,31,23,8,0,0,34,0,0,0,0,0,14,4,0,0,15,29,6,0,0,36,0,0,0,0,4,52,18,3,0,72,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,33,70,6,0,105,5,0,3,0,7,40,148,15,0,201,0,25,0,0,20,183,409,40,13,642,21,54,15,3,90,74,278,39,0,392,48,229,62,4,345,92,107,29,7,230,24,17,0,0,44,49,91,7,0,147,58,125,12,0,199,178,263,16,0,461,73,138,20,0,235,16,12,4,0,36,27,41,8,0,79,101,172,16,3,289,15,28,4,0,47,67,175,4,3,255,60,148,19,7,236,1166,2535,324,40,4062,113,67,0,4,188,3,0,0,0,7,160,56,3,3,225,9,4,0,0,11,563,185,9,11,767,20,14,0,0,37,188,117,3,3,316,160,167,3,0,332,189,61,0,3,252,28,3,3,0,34,38,7,0,0,47,68,32,0,0,95,408,108,27,3,547,325,72,3,9,404,13,3,0,0,22,152,24,0,0,183,384,63,9,3,456,115,14,0,0,131,391,146,0,6,545,Cairns (R)
32250,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,3,9,0,0,15,0,10,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,18,39,0,0,58,8,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Carpentaria (S)
32260,60,137,48,9,254,0,5,0,0,9,9,28,0,0,39,0,0,0,0,3,13,67,0,3,86,0,8,0,0,11,8,44,3,0,54,9,38,9,0,56,8,23,3,0,36,0,0,0,0,0,0,5,0,0,9,9,17,0,0,24,17,30,3,0,47,5,19,0,0,27,0,0,0,0,4,8,3,0,0,15,5,23,0,0,22,6,0,0,0,6,9,19,0,0,33,7,26,0,0,29,180,486,76,17,759,197,99,3,5,306,0,0,0,0,4,32,13,0,0,40,0,0,0,0,3,108,35,0,0,138,7,7,0,3,11,35,42,0,3,82,29,35,0,0,64,19,15,0,3,38,3,0,0,0,3,3,0,0,0,3,14,3,0,3,18,43,7,0,0,54,53,19,0,4,73,3,0,0,0,3,18,4,0,0,24,50,10,0,3,63,11,4,0,0,12,66,37,0,3,107,Cassowary Coast (R)
30900,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,29,131,44,4,207,8,4,0,0,9,25,87,17,3,130,0,9,0,0,6,72,156,13,3,241,4,31,16,0,48,23,130,25,0,186,14,88,15,0,118,23,67,0,0,96,3,4,3,0,11,13,28,0,0,33,16,57,0,0,72,45,71,4,0,119,24,50,6,3,91,0,6,0,0,10,3,14,3,0,16,48,92,11,0,153,3,11,0,0,17,32,53,0,0,93,32,49,6,3,87,427,1127,171,19,1744,222,185,9,9,438,0,0,0,0,5,76,43,0,3,124,7,3,0,0,7,236,123,0,10,372,13,3,0,0,16,83,102,8,3,188,43,78,3,3,124,63,18,0,0,87,4,0,0,0,9,7,9,0,0,17,24,10,0,0,32,99,58,13,3,174,133,30,0,3,164,6,3,0,0,11,62,18,0,3,81,158,55,0,3,213,29,3,0,0,34,189,103,0,8,295,Bundaberg (R)
32270,39,133,3,0,173,77,40,4,0,124,3,33,0,0,39,0,0,0,0,3,26,71,9,0,110,5,14,0,0,17,4,57,3,0,70,0,24,0,0,20,3,36,4,0,40,0,4,0,0,4,3,5,0,0,7,7,21,0,0,23,10,20,3,0,37,10,17,3,0,30,0,3,0,0,3,3,9,0,0,12,10,21,0,0,31,0,3,0,0,3,23,34,0,0,58,6,13,4,3,32,250,556,33,13,847,254,180,0,9,449,18,3,0,0,19,16,9,0,0,29,0,0,0,0,0,44,26,0,0,72,0,0,0,0,0,24,21,0,0,43,17,8,3,0,33,16,12,0,0,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,22,11,0,0,34,31,8,0,0,35,3,0,0,0,8,10,0,0,0,11,45,5,0,0,49,3,3,0,0,3,55,16,0,0,73,Central Highlands (R) (Qld)
32310,21,53,0,0,74,0,3,0,0,6,0,5,0,0,8,0,0,0,3,3,4,13,0,0,15,0,6,0,0,9,0,33,4,0,43,0,17,0,0,22,7,9,0,0,15,0,5,0,0,5,3,3,0,0,6,3,0,0,0,6,3,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,3,0,0,3,3,5,0,0,13,0,0,0,0,0,0,9,0,0,9,0,7,0,0,6,45,184,12,8,249,60,33,0,7,101,3,0,0,0,3,15,3,0,0,17,0,0,0,0,0,23,11,0,0,38,4,0,0,0,4,3,11,0,0,18,3,14,0,0,21,19,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,10,0,0,0,9,11,11,0,0,15,0,0,0,0,0,13,5,0,0,13,16,0,0,0,19,4,0,0,0,3,19,13,0,0,37,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,3,10,14,0,29,5,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,4,0,20,0,0,0,0,0,0,8,0,0,6,0,9,0,0,6,3,14,6,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,5,3,0,0,12,32,80,24,0,136,10,11,0,0,21,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5,Cloncurry (S)
32500,4,4,3,0,14,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,5,17,3,0,28,0,0,0,0,0,0,0,0,0,0,5,9,0,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,20,55,3,0,80,16,7,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,21,0,0,42,0,0,0,0,0,4,7,0,0,13,14,25,0,0,34,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,10,0,0,0,8,0,0,0,0,4,5,0,0,0,5,4,3,0,0,9,0,0,0,0,0,3,0,0,0,10,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,8,6,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,11,33,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,3,0,0,0,6,Weipa (T)
37310,90,162,11,0,266,15,14,3,0,28,6,31,8,0,50,3,10,0,0,9,32,90,7,4,130,8,20,3,0,31,9,66,4,0,82,4,28,10,0,43,25,32,6,0,61,0,0,0,0,0,0,15,0,3,20,5,21,0,0,26,18,28,9,0,50,3,15,4,0,20,0,9,3,0,14,0,0,0,0,3,7,25,4,0,26,0,0,0,0,3,18,35,0,0,50,21,21,3,3,44,263,614,71,16,966,527,273,4,16,823,5,0,0,0,7,36,23,0,0,56,3,0,0,0,3,99,59,0,3,158,3,8,0,0,11,32,48,0,7,83,5,16,0,0,22,45,20,0,0,68,0,0,0,0,5,3,0,0,0,5,8,0,0,0,10,28,9,0,3,48,29,15,0,0,47,6,0,0,0,4,17,4,0,0,24,43,15,0,0,53,10,0,0,0,9,70,31,0,0,101,Western Downs (R)
37340,35,67,29,0,140,11,8,0,0,15,15,35,5,0,56,0,0,0,0,0,44,107,0,3,152,5,8,0,0,10,17,65,10,0,87,10,65,16,0,95,17,50,0,3,66,0,5,0,0,5,3,3,0,0,9,6,13,4,0,27,22,45,7,0,74,22,50,4,0,77,3,3,0,0,8,5,0,0,0,10,6,29,3,0,38,0,3,0,0,9,12,36,0,0,44,12,28,0,0,41,236,620,101,18,975,97,65,8,8,180,7,0,0,0,6,28,15,0,0,43,3,0,0,0,3,98,49,0,5,157,5,6,0,0,11,39,44,3,0,83,57,43,0,0,94,40,12,0,0,55,0,0,0,0,0,4,0,0,0,4,10,11,0,0,22,76,16,0,3,96,56,19,0,0,78,6,3,0,0,6,26,7,0,0,37,65,9,0,0,79,17,4,0,0,24,85,47,0,3,131,Whitsunday (R)
41140,37,52,0,0,89,0,0,3,0,3,11,19,13,3,44,0,0,0,0,0,8,25,0,0,35,0,12,0,0,12,5,24,0,0,29,0,20,4,0,26,6,8,0,0,14,0,0,0,0,0,6,7,0,0,14,0,6,0,0,6,7,10,0,0,20,3,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,3,14,0,0,14,8,8,0,0,16,89,218,30,3,339,115,80,3,14,208,0,0,0,0,0,20,13,0,0,31,0,0,0,0,0,35,10,0,0,46,0,4,0,0,6,17,18,0,0,35,21,14,0,0,27,9,11,0,0,21,0,0,0,0,3,0,0,0,0,3,3,5,0,0,7,16,3,0,0,27,15,3,0,0,24,4,0,0,0,4,3,0,0,0,8,18,10,7,0,28,0,0,0,0,0,23,10,0,0,38,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,7,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
