lga_code16,sg_400_499_mng,sg_400_499_pro,sg_400_499_tectw,sg_400_499_copsw,sg_400_499_claw,sg_400_499_swks,sg_400_499_maopdv,sg_400_499_lab,sg_400_499_idns,sg_400_499_tot,sg_500_649_mng,sg_500_649_pro,sg_500_649_tectw,sg_500_649_copsw,sg_500_649_claw,sg_500_649_swks,sg_500_649_maopdv,sg_500_649_lab,sg_500_649_idns,sg_500_649_tot,sg_650_799_mng,sg_650_799_pro,sg_650_799_tectw,sg_650_799_copsw,sg_650_799_claw,sg_650_799_swks,sg_650_799_maopdv,sg_650_799_lab,sg_650_799_idns,sg_650_799_tot,sg_800_999_mng,sg_800_999_pro,sg_800_999_tectw,sg_800_999_copsw,sg_800_999_claw,sg_800_999_swks,sg_800_999_maopdv,sg_800_999_lab,sg_800_999_idns,sg_800_999_tot,sg_1000_1249_mng,sg_1000_1249_pro,sg_1000_1249_tectw,sg_1000_1249_copsw,sg_1000_1249_claw,sg_1000_1249_swks,sg_1000_1249_maopdv,sg_1000_1249_lab,sg_1000_1249_idns,sg_1000_1249_tot,sg_1250_1499_mng,sg_1250_1499_pro,sg_1250_1499_tectw,sg_1250_1499_copsw,sg_1250_1499_claw,sg_1250_1499_swks,sg_1250_1499_maopdv,sg_1250_1499_lab,sg_1250_1499_idns,sg_1250_1499_tot,sg_1500_1749_mng,sg_1500_1749_pro,sg_1500_1749_tectw,sg_1500_1749_copsw,sg_1500_1749_claw,sg_1500_1749_swks,sg_1500_1749_maopdv,sg_1500_1749_lab,sg_1500_1749_idns,sg_1500_1749_tot,sg_1750_1999_mng,sg_1750_1999_pro,sg_1750_1999_tectw,sg_1750_1999_copsw,sg_1750_1999_claw,sg_1750_1999_swks,sg_1750_1999_maopdv,sg_1750_1999_lab,sg_1750_1999_idns,sg_1750_1999_tot,sg_2000_2999_mng,sg_2000_2999_pro,sg_2000_2999_tectw,sg_2000_2999_copsw,sg_2000_2999_claw,sg_2000_2999_swks,sg_2000_2999_maopdv,sg_2000_2999_lab,sg_2000_2999_idns,sg_2000_2999_tot,sg_3000mo_mng,sg_3000mo_pro,sg_3000mo_tectw,sg_3000mo_copsw,sg_3000mo_claw,sg_3000mo_swks,sg_3000mo_maopdv,sg_3000mo_lab,sg_3000mo_idns,sg_3000mo_tot,sg_pins_mng,sg_pins_pro,sg_pins_tectw,sg_pins_copsw,sg_pins_claw,sg_pins_swks,sg_pins_maopdv,sg_pins_lab,sg_pins_idns,sg_pins_tot,sg_tot_mng,sg_tot_pro,sg_tot_tectw,sg_tot_copsw,sg_tot_claw,sg_tot_swks,sg_tot_maopdv,sg_tot_lab,sg_tot_idns,sg_tot_tot,lg_nni_mng,lg_nni_pro,lg_nni_tectw,lg_nni_copsw,lg_nni_claw,lg_nni_swks,lg_nni_maopdv,lg_nni_lab,lg_nni_idns,lg_nni_tot,lg_1_149_mng,lg_1_149_pro,lg_1_149_tectw,lg_1_149_copsw,lg_1_149_claw,lg_1_149_swks,lg_1_149_maopdv,lg_1_149_lab,lg_1_149_idns,lg_1_149_tot,lg_150_299_mng,lg_150_299_pro,lg_150_299_tectw,lg_150_299_copsw,lg_150_299_claw,lg_150_299_swks,lg_150_299_maopdv,lg_150_299_lab,lg_150_299_idns,lg_150_299_tot,lg_300_399_mng,lg_300_399_pro,lg_300_399_tectw,lg_300_399_copsw,lg_300_399_claw,lg_300_399_swks,lg_300_399_maopdv,lg_300_399_lab,lg_300_399_idns,lg_300_399_tot,lg_400_499_mng,lg_400_499_pro,lg_400_499_tectw,lg_400_499_copsw,lg_400_499_claw,lg_400_499_swks,lg_400_499_maopdv,lg_400_499_lab,lg_400_499_idns,lg_400_499_tot,lg_500_649_mng,lg_500_649_pro,lg_500_649_tectw,lg_500_649_copsw,lg_500_649_claw,lg_500_649_swks,lg_500_649_maopdv,lg_500_649_lab,lg_500_649_idns,lg_500_649_tot,lg_650_799_mng,lg_650_799_pro,lg_650_799_tectw,lg_650_799_copsw,lg_650_799_claw,lg_650_799_swks,lg_650_799_maopdv,lg_650_799_lab,lg_650_799_idns,lg_650_799_tot,lg_800_999_mng,lg_800_999_pro,lg_800_999_tectw,lg_800_999_copsw,lg_800_999_claw,lg_800_999_swks,lg_800_999_maopdv,lg_800_999_lab,lg_800_999_idns,lg_800_999_tot,lga_name16
16610,0,6,0,10,0,0,0,3,0,15,0,8,3,14,3,0,0,0,0,30,0,17,0,12,12,3,0,0,4,51,0,24,0,23,12,0,0,6,0,69,4,48,3,8,11,0,0,0,0,82,0,42,0,8,9,0,0,0,0,59,5,47,0,5,0,0,0,0,0,67,7,58,0,23,0,0,3,0,0,87,17,20,0,12,0,0,0,0,0,52,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,34,280,10,138,53,3,6,13,6,538,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,4,0,3,0,0,0,0,11,0,4,5,0,0,0,0,0,0,15,0,4,3,0,0,0,4,12,0,25,0,0,4,3,9,0,19,21,0,54,Richmond Valley (A)
16650,0,15,3,5,10,0,0,0,0,28,0,23,0,17,11,0,4,3,0,58,0,36,3,19,19,0,0,10,0,85,0,60,0,32,28,7,3,4,0,137,9,92,0,21,36,9,0,0,3,174,10,82,0,18,21,4,3,0,4,140,9,98,0,18,4,0,7,3,0,144,13,119,0,19,5,0,0,0,0,156,39,72,0,18,3,0,0,0,3,133,3,8,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,9,89,630,13,180,145,17,15,29,14,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,3,3,0,5,0,0,3,0,9,0,3,3,0,8,0,0,6,3,23,0,4,12,3,12,0,3,21,0,52,Rockdale (C)
16700,3,32,0,13,17,3,0,9,0,77,5,45,10,42,23,0,11,28,0,162,3,93,13,55,56,0,6,25,3,251,7,147,21,92,70,0,57,35,10,431,13,318,35,113,133,5,87,15,3,716,18,309,62,75,69,6,132,12,5,688,29,341,26,83,41,8,66,3,3,600,53,383,29,51,23,3,9,4,7,568,186,359,15,49,35,0,8,0,3,660,66,94,0,4,11,0,0,0,0,178,0,23,0,3,8,0,3,0,3,43,391,2181,218,629,512,29,383,148,39,4527,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,6,0,0,0,0,0,10,0,3,0,3,5,0,0,0,0,13,0,0,0,3,3,0,0,0,0,10,0,0,0,3,3,0,0,3,0,15,0,6,3,0,4,0,3,10,0,29,3,5,15,0,23,0,7,12,0,64,Ryde (C)
16900,0,19,3,22,4,0,0,14,0,68,0,32,3,57,19,0,0,3,0,121,3,48,6,55,32,3,4,9,3,156,3,79,4,55,61,0,0,16,4,225,9,145,8,62,56,0,5,8,0,298,7,187,3,55,19,0,3,3,0,281,13,203,4,74,28,3,3,0,3,333,20,211,6,80,16,0,3,0,4,332,49,150,3,101,8,0,4,0,0,312,20,28,0,12,0,0,0,0,0,54,0,7,0,5,0,0,0,0,0,15,119,1137,45,618,271,7,25,75,13,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,3,0,11,0,3,4,3,6,0,3,0,0,26,0,9,13,6,16,0,0,12,0,55,3,5,7,0,17,0,14,10,0,60,Shellharbour (C)
16950,3,25,5,36,22,0,7,14,0,105,3,60,6,69,37,0,0,10,0,189,4,101,14,82,57,0,8,15,0,272,3,149,12,115,74,0,7,30,0,391,5,284,15,124,74,7,7,14,3,530,11,269,4,74,35,3,0,9,3,411,15,289,11,99,28,0,3,5,3,447,35,333,13,96,23,0,0,0,3,505,84,182,3,95,11,0,0,0,3,391,18,35,0,8,3,0,0,0,0,70,0,14,0,0,6,0,0,0,0,23,188,1792,88,853,400,13,34,105,19,3475,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,3,0,5,3,0,0,0,0,11,0,0,0,3,5,0,0,0,0,9,0,0,0,8,7,0,0,3,0,30,0,5,4,4,22,0,0,9,0,52,0,5,8,3,22,4,3,18,0,62,3,11,19,9,46,0,29,43,3,167,Shoalhaven (C)
17000,0,3,0,3,3,0,0,4,0,14,0,14,0,15,8,0,0,0,0,39,0,18,3,18,7,0,3,6,0,57,0,27,3,6,13,0,0,9,0,70,0,61,3,14,14,0,3,3,0,93,0,37,8,3,5,0,4,3,0,55,3,39,12,13,5,0,0,3,0,75,6,50,9,8,0,0,0,0,0,74,14,26,5,20,6,0,0,0,0,77,3,3,0,0,0,0,0,0,0,12,0,8,0,3,7,0,0,0,0,20,33,295,41,126,76,0,11,33,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,4,0,10,3,0,23,0,7,3,0,16,0,8,8,0,46,Singleton (A)
17040,0,3,0,3,3,0,0,4,0,17,0,16,3,12,14,0,0,3,3,49,0,20,0,19,19,3,0,13,0,68,0,34,7,20,15,0,3,8,0,92,0,45,3,13,24,0,7,5,0,100,3,63,4,20,21,0,3,8,0,123,3,43,5,21,13,0,3,3,0,91,3,86,10,37,3,0,0,0,0,132,45,56,14,27,4,0,0,0,0,144,22,11,3,3,3,0,0,0,0,41,0,3,0,3,0,0,0,3,0,13,77,379,59,185,125,3,12,48,4,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,4,11,0,0,3,0,21,3,0,3,5,14,0,3,10,0,34,3,6,3,4,15,0,12,16,3,58,Snowy Monaro Regional (A)
17080,0,3,0,8,0,0,0,3,0,17,0,5,0,10,13,0,0,3,0,35,0,13,5,11,9,0,0,8,0,42,0,29,7,9,15,0,3,7,0,68,0,26,3,11,8,0,0,7,0,62,5,44,10,17,11,0,0,0,0,83,6,30,8,8,5,0,5,4,0,65,5,48,11,18,3,0,0,3,0,90,22,33,18,18,0,0,0,0,0,95,3,0,3,3,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,3,44,231,70,128,66,3,10,37,5,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,4,4,0,3,5,0,15,0,6,0,0,11,0,6,4,0,20,5,3,0,0,9,0,4,7,0,32,Snowy Valleys (A)
17420,0,23,3,18,9,0,0,5,0,57,3,38,5,28,26,0,0,3,0,97,4,78,5,32,30,0,4,3,0,157,3,87,5,41,47,0,5,9,6,198,3,165,8,35,49,3,3,3,0,267,4,190,9,35,19,0,0,5,0,269,19,219,13,42,8,0,7,4,0,314,19,313,9,39,12,0,0,0,0,395,86,139,26,35,12,0,0,0,0,302,37,21,3,7,4,0,0,0,0,76,0,17,0,4,3,0,0,3,0,35,195,1322,84,367,247,6,24,37,15,2294,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,6,3,0,0,0,0,8,0,3,3,3,11,0,0,0,0,19,0,13,0,9,18,0,5,0,4,46,3,3,3,7,22,0,7,5,0,52,The Hills Shire (A)
17550,0,18,3,14,18,3,0,11,0,63,5,54,3,36,41,0,3,11,4,149,4,59,9,68,56,0,3,17,3,215,3,154,14,71,89,0,10,25,3,363,3,252,11,68,98,0,7,11,4,456,3,256,3,44,34,0,0,5,0,348,13,274,13,31,25,0,0,0,3,365,22,311,4,63,6,0,0,0,0,401,68,144,3,53,4,0,0,0,0,272,16,43,0,8,0,0,0,0,0,72,0,4,0,8,5,0,0,0,0,23,133,1598,66,495,388,8,21,86,21,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,3,0,13,0,0,3,0,12,0,0,8,0,20,0,4,15,4,12,0,8,18,3,56,4,9,35,0,27,3,39,46,4,159,Tweed (A)
17620,0,3,0,3,3,0,0,0,0,16,0,4,0,3,8,0,0,3,0,24,0,7,0,12,5,0,0,3,0,32,0,28,0,12,9,0,0,9,0,52,0,23,7,8,4,0,0,7,0,53,0,23,7,8,3,0,0,0,0,33,3,32,0,0,0,0,0,0,0,41,3,30,0,5,0,0,0,0,0,38,11,17,0,7,0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,23,188,12,71,37,0,0,24,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,4,0,8,0,0,3,0,21,3,0,3,3,3,0,4,4,0,20,3,4,5,5,4,0,16,9,0,47,Upper Hunter Shire (A)
17640,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,5,0,3,4,0,0,6,0,13,3,7,0,9,5,0,0,0,0,28,0,12,0,6,3,0,0,0,0,20,0,8,0,0,0,0,0,0,0,8,0,26,0,3,0,0,0,0,0,29,0,9,0,3,0,0,0,0,0,14,4,9,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,80,5,38,25,0,0,10,3,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,0,3,6,0,3,0,3,4,0,20,0,0,6,0,6,0,4,6,0,25,Upper Lachlan Shire (A)
17650,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,3,0,4,6,0,0,0,0,13,0,6,0,0,0,0,0,0,0,8,0,13,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,19,3,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,0,16,13,0,0,7,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,3,0,0,0,0,7,6,0,21,Uralla (A)
17750,0,17,3,27,7,0,0,11,0,63,0,35,11,33,25,0,3,12,0,124,0,50,10,64,48,0,4,23,0,198,3,97,26,75,70,0,7,28,3,310,15,211,40,73,117,8,13,17,4,493,13,248,26,63,58,0,6,5,3,428,18,281,31,73,36,3,3,0,3,443,35,280,21,61,34,0,0,0,3,435,126,211,21,85,19,0,3,4,4,478,25,38,3,3,4,0,0,0,0,75,3,8,3,6,3,0,0,0,0,23,234,1493,194,591,431,14,39,112,22,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,12,0,3,0,10,3,0,0,3,0,21,0,3,5,0,12,0,0,13,0,37,4,7,9,5,17,0,15,14,0,67,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,11,0,3,0,0,3,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,12,5,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,0,26,7,0,0,10,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,9,3,0,12,Walcha (A)
17900,0,0,0,0,0,0,0,0,0,4,0,5,0,4,4,0,0,3,0,15,0,5,0,11,6,0,0,0,0,25,0,13,3,20,7,0,0,0,0,35,3,23,0,9,7,0,0,0,0,46,0,29,0,8,10,0,0,0,0,41,0,23,0,15,0,0,0,0,0,33,0,11,0,21,0,0,0,0,0,35,14,14,0,21,4,0,0,0,0,54,3,5,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,6,24,120,5,114,34,0,3,18,4,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,3,0,12,0,3,3,0,5,0,8,4,0,21,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,5,0,0,0,0,0,0,0,12,0,5,0,3,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,0,21,3,0,3,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,8,0,0,3,0,3,0,9,4,0,18,Warren (A)
18020,0,3,0,13,3,0,0,0,0,20,0,6,0,10,0,0,0,0,0,27,0,15,0,25,13,0,0,8,0,62,0,18,0,15,8,0,0,0,0,46,0,27,0,7,7,0,0,6,0,57,0,40,0,4,5,0,3,0,0,51,4,29,0,4,0,0,0,0,0,44,0,37,0,10,0,0,0,0,0,52,14,20,0,6,3,0,0,0,0,48,0,3,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,4,18,206,10,111,51,0,6,23,3,420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,6,0,0,3,4,8,0,11,3,0,28,0,0,5,5,9,0,21,10,0,50,Warrumbungle Shire (A)
18050,0,10,0,15,8,0,0,4,0,34,0,19,0,21,11,3,5,3,0,66,0,33,8,15,15,0,3,3,0,76,0,59,3,6,28,0,23,12,3,142,3,69,5,28,31,3,53,12,0,205,7,91,5,48,22,3,81,3,0,258,6,110,4,34,18,0,71,0,0,237,7,104,6,26,10,0,29,0,0,185,38,88,3,34,4,4,10,0,3,178,18,11,0,3,4,0,0,0,0,40,0,4,0,0,0,0,0,0,0,11,81,628,40,252,151,13,269,41,10,1484,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,5,0,3,10,0,0,0,0,15,5,3,8,7,9,0,0,3,0,27,0,5,3,0,18,0,6,17,0,55,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,0,0,0,0,15,0,3,0,0,0,0,0,3,0,11,0,7,0,4,4,0,0,0,0,16,0,7,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,12,3,7,0,4,0,0,0,0,0,13,3,6,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,56,0,29,9,0,0,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,3,3,3,0,3,0,4,7,0,16,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,9,0,5,0,6,7,0,0,0,0,17,0,9,0,3,3,0,0,0,0,18,5,5,3,6,3,0,0,5,0,31,0,11,0,9,4,0,3,3,0,32,0,16,0,3,4,0,0,0,0,28,0,22,4,5,3,0,0,0,0,36,3,31,0,8,3,0,0,0,0,38,9,11,0,9,5,0,0,0,0,33,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,112,9,54,36,0,6,11,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,10,3,0,7,0,6,0,6,8,0,29,Wentworth (A)
18230,3,15,3,21,14,0,0,7,3,64,0,33,3,39,24,9,0,10,0,114,0,43,9,74,64,0,3,20,3,218,6,81,21,80,89,0,8,20,0,310,9,206,31,125,131,3,13,13,4,536,14,215,27,72,86,3,3,4,4,422,29,254,17,107,58,3,4,0,4,473,45,291,10,101,41,0,0,4,4,493,117,231,4,94,32,4,0,0,3,489,34,47,0,8,0,0,0,0,0,93,0,9,0,12,3,0,0,0,0,27,261,1448,126,769,545,21,38,83,26,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,4,0,0,5,0,13,0,0,0,4,8,0,3,10,0,33,3,0,11,0,19,3,20,5,0,72,Western Plains Regional (A)
18250,0,42,0,28,25,0,0,8,0,112,7,93,5,44,53,0,3,20,0,225,0,155,18,62,84,0,11,38,3,371,14,238,44,114,146,7,30,94,5,686,17,569,53,101,228,9,41,36,4,1056,21,632,57,78,117,5,80,16,3,1006,32,689,40,59,80,0,45,4,10,953,51,527,26,50,45,3,5,4,3,715,226,746,31,43,66,0,10,3,3,1131,186,372,8,3,27,0,0,0,5,593,3,38,0,4,6,0,5,0,0,64,559,4161,289,647,884,23,236,235,47,7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,6,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,13,0,0,0,4,0,0,0,0,0,12,0,4,0,4,8,0,0,3,0,13,3,4,0,5,8,0,0,4,0,26,3,12,8,11,15,0,0,8,0,46,Willoughby (C)
18350,0,7,0,13,5,0,0,3,0,30,0,16,3,16,7,0,0,3,0,52,0,39,3,16,24,3,3,11,0,95,0,46,3,43,20,0,0,15,3,128,5,75,6,35,25,5,3,3,0,159,3,78,0,7,5,0,5,7,0,105,10,119,3,18,11,0,9,3,0,171,14,111,3,28,3,0,0,4,0,167,41,85,0,28,3,0,8,3,0,170,4,16,0,0,0,0,0,0,0,27,3,9,0,0,3,0,0,4,0,21,83,620,25,217,117,6,34,58,5,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,3,0,9,0,0,0,0,9,0,3,3,0,7,0,0,3,0,21,0,4,4,5,7,0,5,3,0,29,0,3,3,3,13,0,15,12,3,54,Wingecarribee (A)
18400,0,5,0,13,3,0,0,3,0,21,0,12,0,9,6,0,0,0,0,30,0,23,5,21,14,0,0,5,0,67,0,25,4,12,17,0,0,6,0,64,3,42,16,13,14,0,3,0,0,91,3,67,10,6,3,0,4,0,0,101,5,57,9,12,5,0,0,0,0,95,10,75,3,5,5,0,3,3,0,100,30,50,0,3,4,0,0,0,0,82,5,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,54,373,54,114,72,0,9,21,4,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,3,5,0,0,0,0,11,0,0,4,0,6,0,0,0,0,15,0,5,3,3,5,0,3,5,3,28,Wollondilly (A)
18450,0,55,6,67,63,3,3,27,0,228,10,147,16,133,118,3,6,37,3,469,10,228,21,148,187,8,13,66,4,687,8,356,35,201,282,8,23,77,8,998,37,688,40,213,396,10,30,42,11,1463,37,782,28,118,211,10,15,28,6,1246,67,840,38,153,125,10,25,26,13,1290,105,829,36,154,64,3,15,23,7,1236,329,654,53,119,61,0,39,14,6,1285,73,177,11,12,16,0,3,0,3,292,5,38,3,15,11,0,0,0,7,77,679,4890,305,1458,1593,61,174,395,70,9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,10,0,3,0,10,3,0,0,0,0,16,3,3,3,3,12,0,0,8,0,27,0,10,9,8,20,3,0,3,0,56,5,15,12,7,32,0,3,13,0,84,7,27,19,10,44,0,10,33,0,147,Wollongong (C)
18500,0,5,0,10,3,0,0,3,0,24,0,14,0,15,3,0,3,3,0,37,0,23,3,5,4,0,0,0,0,33,0,41,4,8,8,0,0,6,0,71,10,62,3,26,16,0,0,0,0,117,3,68,6,31,13,0,0,0,0,116,4,46,3,20,3,0,0,0,0,79,7,81,0,22,0,0,0,0,0,115,16,90,0,17,0,0,0,0,0,131,13,11,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,0,0,12,53,452,21,200,56,9,3,17,6,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,8,0,0,0,0,13,0,8,0,0,16,0,0,11,0,30,Woollahra (A)
18710,0,0,0,7,4,0,0,8,0,15,0,7,0,4,7,0,0,0,0,20,0,6,0,0,4,0,0,0,0,15,0,11,0,3,3,0,0,0,0,26,0,18,3,3,3,0,3,0,0,33,0,21,0,7,3,0,0,0,0,33,0,24,0,3,3,0,4,0,0,34,4,23,0,3,0,0,0,0,0,26,11,14,4,6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,129,11,48,35,0,3,14,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,6,0,3,7,0,20,3,0,3,0,9,0,8,9,3,30,Yass Valley (A)
