yr,chld_enrld_prescl_prog_4_yr_olds_enrld_prescl_prescl_prog_num,chld_enrld_prescl_prog_5_yr_olds_enrld_prescl_prescl_prog_num,chld_enrld_prescl_prog_enrld_prescl_num,chld_enrld_prescl_prog_enrld_prescl_prog_longday_care_num,chld_enrld_prescl_prog_chld_enrld_more_thn_1_provr_type_num,chld_enrld_prescl_prog_tot_enrld_prescl_prog_num,chld_attnd_prescl_prog_less_15_hrs_num,chld_attnd_prescl_prog_15_hrs_pls_num,hier_edu_loan_prog_help_repay_taxpayers_help_repayment_num,p_post_scl_qualf_p_post_scl_qualification_pr100,p_post_scl_qualf_postgrad_degree_pr100,p_post_scl_qualf_grad_dip_grad_certificate_pr100,p_post_scl_qualf_bachelor_degree_pr100,p_post_scl_qualf_adv_dip_dip_pr100,p_post_scl_qualf_certificate_pr100,p_post_scl_qualf_inadequately_described_ns_pr100,field_study_natural_phys_sciences_pr100,field_study_info_technology_pr100,field_study_engineering_rel_technologies_pr100,field_study_architecture_bld_pr100,field_study_agri_environmental_rel_studies_pr100,field_study_hlth_pr100,field_study_edu_pr100,field_study_mgmt_commerce_pr100,field_study_society_culture_pr100,field_study_creative_arts_pr100,field_study_food_hospity_p_pr100,field_study_mixed_field_progmes_pr100,field_study_field_study_inadequately_described_ns_pr100,hi_yr_scl_completed_p15_yrs_ov_completed_yr_12_equivalent_pr100,hi_yr_scl_completed_p15_yrs_ov_completed_yr_11_equivalent_pr100,hi_yr_scl_completed_p15_yrs_ov_completed_yr_10_equivalent_pr100,hi_yr_scl_completed_p15_yrs_ov_completed_yr_9_equivalent_pr100,hi_yr_scl_completed_p15_yrs_ov_completed_yr_8_belo_pr100,hi_yr_scl_completed_p15_yrs_ov_no_scl_pr100,hi_yr_scl_completed_p15_yrs_ov_ns_pr100,occ_empy_p_managers_pr100,occ_empy_p_pros_pr100,occ_empy_p_tech_trades_wrkers_pr100,occ_empy_p_cmty_p_wrkers_pr100,occ_empy_p_clrc_admt_wrkers_pr100,occ_empy_p_sales_wrkers_pr100,occ_empy_p_mach_ops_drivers_pr100,occ_empy_p_labourers_pr100,occ_empy_p_inadequately_described_ns_pr100,yth_engagement_wrk_study_wrking_ft_studying_pt_pr100,yth_engagement_wrk_study_wrking_pt_studying_pt_pr100,yth_engagement_wrk_study_wrking_pt_studying_ft_pr100,yth_engagement_wrk_study_wrking_ft_no_studying_pr100,yth_engagement_wrk_study_studying_ft_no_wrking_pr100,yth_engagement_wrk_study_wrking_ft_studying_ft_pr100,yth_engagement_wrk_study_engaged_pr100,yth_engagement_wrk_study_tot_15_19_yrs_num,jobs_aus_num_jobs_f_num,jobs_aus_num_jobs_m_num,jobs_aus_num_jobs_p_num,jobs_aus_num_emply_jobs_agri_frsty_fish_num,jobs_aus_num_emply_jobs_mining_num,jobs_aus_num_emply_jobs_manu_num,jobs_aus_num_emply_jobs_utility_num,jobs_aus_num_emply_jobs_cons_num,jobs_aus_num_emply_jobs_whsl_trade_num,jobs_aus_num_emply_jobs_rtl_trade_num,jobs_aus_num_emply_jobs_accom_food_num,jobs_aus_num_emply_jobs_trns_pstl_whse_num,jobs_aus_num_emply_jobs_info_med_coms_num,jobs_aus_num_emply_jobs_fin_insur_num,jobs_aus_num_emply_jobs_rent_hiring_rlst_num,jobs_aus_num_emply_jobs_pro_sci_tech_num,jobs_aus_num_emply_jobs_admt_supp_num,jobs_aus_num_emply_jobs_pub_admt_safety_num,jobs_aus_num_emply_jobs_edu_training_num,jobs_aus_num_emply_jobs_hlth_care_soc_asst_num,jobs_aus_num_emply_jobs_arts_rec_num,jobs_aus_num_emply_jobs_oth_num,jobs_aus_num_emply_jobs_tot_num,lbr_frc_statistics_lbr_frc_num,lbr_frc_statistics_unemp_num,lbr_frc_statistics_unemp_rt_pr100,lbr_frc_statistics_ptic_rt_pr100,gcc_code16,gcc_name16,ogc_fid
2014,,,,,,,,,23499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466237.0,491757.0,957994.0,8024.0,8216.0,63516.0,7578.0,47383.0,34113.0,90741.0,61891.0,29113.0,11832.0,32233.0,12914.0,49248.0,71567.0,67245.0,81994.0,113836.0,14767.0,27485.0,860517.0,,,,,4GADE,Greater Adelaide,46
2015,,,,,,,,,24541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463307.0,483961.0,947269.0,8943.0,7130.0,61158.0,7459.0,48241.0,34566.0,90410.0,65487.0,25831.0,11265.0,32802.0,13595.0,48249.0,73011.0,60819.0,80640.0,116967.0,14854.0,27306.0,852515.0,,,,,4GADE,Greater Adelaide,47
2016,14381.0,2695.0,9195.0,4718.0,3128.0,17046.0,4395.0,12364.0,26887.0,57.7,4.4,2.0,14.8,8.8,19.3,8.4,3.3,2.6,15.2,5.0,1.7,11.6,7.5,18.2,12.8,3.2,5.1,0.3,13.6,51.6,16.3,14.5,4.8,4.9,1.0,6.8,11.5,22.3,13.2,12.3,14.1,9.8,5.5,9.8,1.5,0.9,1.5,22.0,3.7,52.5,0.2,82.3,79385.0,460674.0,478639.0,939318.0,9938.0,6452.0,59803.0,6949.0,44857.0,33409.0,88759.0,64646.0,25226.0,10208.0,33406.0,13767.0,47608.0,72674.0,59396.0,82322.0,114334.0,13825.0,26948.0,841612.0,636111.0,49051.0,7.7,59.5,4GADE,Greater Adelaide,48
2017,14507.0,2780.0,9192.0,4992.0,3113.0,17336.0,4636.0,12323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4GADE,Greater Adelaide,49
2011,,,,,,,,,3106.0,45.9,0.8,1.0,6.4,5.7,20.9,11.0,1.5,0.8,19.4,5.3,5.1,10.0,7.9,12.3,8.8,1.5,5.8,0.2,21.5,30.3,21.8,21.6,8.2,9.1,0.5,8.5,17.9,12.6,14.8,9.9,10.6,8.5,8.5,15.6,1.7,2.8,1.7,18.7,9.7,40.5,0.5,75.7,22786.0,,,,,,,,,,,,,,,,,,,,,,,,170932.0,9312.0,5.4,57.3,4RSAU,Rest of SA,50
2012,,,,,,,,,3121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131690.0,152297.0,283988.0,25978.0,4087.0,22093.0,2210.0,12341.0,6325.0,24053.0,17981.0,10082.0,900.0,5932.0,3007.0,7970.0,16432.0,11871.0,17432.0,22665.0,2230.0,6617.0,233392.0,,,,,4RSAU,Rest of SA,51
2013,,,,,,,,,3228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131075.0,151474.0,282549.0,25378.0,4340.0,23225.0,2089.0,13119.0,6544.0,23885.0,17406.0,8960.0,924.0,6386.0,2889.0,6697.0,15270.0,11979.0,19073.0,23878.0,2332.0,6767.0,233652.0,,,,,4RSAU,Rest of SA,52
2014,,,,,,,,,3204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132690.0,150853.0,283542.0,25745.0,4434.0,21800.0,2264.0,12505.0,6934.0,24027.0,17669.0,10922.0,1026.0,5866.0,2952.0,6920.0,16163.0,14153.0,17820.0,24336.0,2188.0,6827.0,235455.0,,,,,4RSAU,Rest of SA,53
2015,,,,,,,,,3462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130601.0,148200.0,278804.0,26087.0,4092.0,21271.0,2086.0,12390.0,7074.0,23919.0,18560.0,10216.0,857.0,5871.0,3238.0,6649.0,15942.0,11700.0,17723.0,24714.0,2194.0,7127.0,232068.0,,,,,4RSAU,Rest of SA,54
2016,3988.0,850.0,2751.0,1602.0,481.0,4831.0,1668.0,3109.0,3783.0,51.3,1.1,1.1,7.1,6.8,23.0,12.1,1.5,0.8,18.2,4.9,5.0,9.9,8.0,12.4,10.0,1.5,5.6,0.3,21.8,33.4,21.3,20.2,7.2,7.2,0.4,10.2,16.9,12.7,14.2,11.1,10.4,9.0,8.4,15.7,1.6,1.8,1.6,19.5,7.4,43.5,0.4,75.8,21132.0,127009.0,143290.0,270301.0,25989.0,3612.0,20548.0,2246.0,11352.0,6628.0,22766.0,16935.0,10135.0,726.0,6056.0,3198.0,6203.0,16508.0,11451.0,17731.0,24474.0,1960.0,6379.0,225958.0,169441.0,11133.0,6.6,54.4,4RSAU,Rest of SA,55
2017,4009.0,872.0,2633.0,1768.0,488.0,4874.0,1863.0,2958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4RSAU,Rest of SA,56
2011,,,,,,,,,32276.0,57.7,3.4,1.8,14.4,8.6,18.6,10.9,3.4,2.5,18.0,5.6,1.6,9.2,7.5,17.3,9.6,3.1,5.1,0.1,17.2,51.2,10.3,21.2,4.4,3.7,0.6,8.6,11.4,21.7,16.1,9.7,15.3,9.0,6.6,8.8,1.4,2.7,1.5,21.9,10.2,41.3,0.5,79.9,117749.0,,,,,,,,,,,,,,,,,,,,,,,,900491.0,42859.0,4.8,64.5,5GPER,Greater Perth,57
2012,,,,,,,,,34996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758902.0,908482.0,1667382.0,17754.0,73336.0,93252.0,11922.0,126117.0,56690.0,145802.0,118691.0,51284.0,16320.0,45771.0,28300.0,112537.0,150106.0,78668.0,112740.0,140124.0,26827.0,44895.0,1509215.0,,,,,5GPER,Greater Perth,58
2013,,,,,,,,,37346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783010.0,933478.0,1716483.0,17301.0,74400.0,94406.0,12392.0,136336.0,59126.0,151789.0,122489.0,55705.0,14718.0,42336.0,30150.0,115268.0,152211.0,89870.0,115018.0,147157.0,28810.0,45292.0,1561112.0,,,,,5GPER,Greater Perth,59
2014,,,,,,,,,36832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772947.0,921022.0,1693964.0,17688.0,73427.0,90668.0,12987.0,137428.0,59114.0,144866.0,123000.0,55936.0,13809.0,41955.0,30556.0,110843.0,143318.0,87431.0,116523.0,152666.0,29757.0,47212.0,1541392.0,,,,,5GPER,Greater Perth,60
2015,,,,,,,,,37990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774139.0,916458.0,1690597.0,17930.0,68498.0,88410.0,12428.0,142421.0,57596.0,147395.0,128912.0,55051.0,12954.0,44643.0,31949.0,112778.0,147765.0,75627.0,116758.0,155992.0,29759.0,47832.0,1541082.0,,,,,5GPER,Greater Perth,61
2016,25876.0,798.0,20883.0,1202.0,4611.0,26686.0,8213.0,17601.0,39475.0,61.9,4.5,2.1,16.4,9.3,19.4,10.2,3.6,2.5,17.6,5.5,1.5,9.9,7.4,18.1,10.3,3.1,5.0,0.3,15.2,55.3,9.4,19.1,4.2,3.1,0.7,8.4,11.5,22.2,15.6,10.8,13.6,9.2,6.5,9.0,1.6,1.5,1.6,22.5,5.0,48.9,0.3,81.2,120129.0,760613.0,885938.0,1646554.0,19596.0,62432.0,82002.0,11473.0,127874.0,54797.0,141058.0,123316.0,51658.0,12878.0,45127.0,30356.0,107163.0,140638.0,77191.0,119353.0,155985.0,28284.0,47627.0,1490923.0,1001678.0,81482.0,8.1,63.7,5GPER,Greater Perth,62
2017,26353.0,756.0,21198.0,1257.0,4758.0,27196.0,8715.0,17629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,63
2011,,,,,,,,,4846.0,53.1,1.1,1.1,8.1,6.4,22.6,13.8,1.9,0.9,20.8,6.0,4.2,8.1,7.9,11.3,6.7,1.8,5.2,0.1,24.9,35.9,12.6,28.2,6.2,4.8,0.5,11.8,15.1,13.3,18.9,8.5,11.4,7.1,11.3,12.8,1.6,3.7,1.3,13.6,15.8,33.5,0.5,70.0,30223.0,,,,,,,,,,,,,,,,,,,,,,,,248311.0,10986.0,4.4,62.8,5RWAU,Rest of WA,64
2012,,,,,,,,,5018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205257.0,245731.0,450985.0,28134.0,29735.0,21688.0,3714.0,34540.0,10435.0,35728.0,31386.0,16876.0,1981.0,7529.0,8211.0,15101.0,32209.0,21645.0,28313.0,31191.0,3408.0,13103.0,390298.0,,,,,5RWAU,Rest of WA,65
2013,,,,,,,,,5362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207320.0,247810.0,455124.0,28171.0,29588.0,21977.0,4678.0,34788.0,11005.0,36336.0,31934.0,17883.0,1708.0,7047.0,8216.0,13133.0,31169.0,25516.0,28532.0,32448.0,3622.0,13004.0,395524.0,,,,,5RWAU,Rest of WA,66
2014,,,,,,,,,5130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205069.0,243020.0,448095.0,28680.0,28808.0,21906.0,3661.0,32075.0,10830.0,35848.0,32246.0,17851.0,1330.0,7328.0,8409.0,13762.0,29106.0,24783.0,28066.0,33142.0,3798.0,13402.0,389255.0,,,,,5RWAU,Rest of WA,67
2015,,,,,,,,,5384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204305.0,240136.0,444438.0,30212.0,27361.0,21540.0,3601.0,32406.0,10914.0,36404.0,33486.0,17172.0,1201.0,7328.0,8750.0,13911.0,28938.0,21969.0,28186.0,34483.0,3897.0,13809.0,387414.0,,,,,5RWAU,Rest of WA,68
2016,7376.0,302.0,6496.0,280.0,919.0,7682.0,2562.0,4672.0,5786.0,57.7,1.4,1.3,8.8,7.3,24.0,14.8,2.0,0.9,20.1,5.6,4.0,8.5,8.1,11.7,7.5,1.8,5.1,0.3,24.4,38.7,11.9,26.4,5.6,3.8,0.5,12.9,14.4,13.8,18.4,9.8,10.6,7.7,11.0,12.6,1.7,2.5,1.2,16.1,9.6,39.9,0.5,71.3,29712.0,198594.0,229725.0,428320.0,29579.0,26158.0,18909.0,3371.0,29787.0,10385.0,34136.0,32170.0,16096.0,1346.0,7459.0,8056.0,13798.0,27702.0,21418.0,27963.0,33206.0,4038.0,13664.0,372491.0,251464.0,16033.0,6.4,60.1,5RWAU,Rest of WA,69
2017,7373.0,280.0,6351.0,263.0,988.0,7653.0,2380.0,4823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,70
2011,,,,,,,,,,,,,,,,,1.4,0.7,10.0,2.6,1.5,3.1,5.5,7.6,5.1,0.7,2.0,0.2,59.3,,,,,,,,14.2,15.7,17.0,12.3,12.6,1.7,8.3,14.5,2.9,1.8,,6.1,18.3,34.8,,61.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,106
2011,,,,,,,,,3893.0,54.9,3.5,2.0,13.2,7.1,18.8,10.2,3.8,2.3,13.6,6.3,2.2,9.9,8.1,15.7,12.3,3.3,5.4,0.1,16.9,43.1,8.6,27.6,7.5,5.0,0.4,7.7,11.4,22.4,13.8,11.5,16.1,9.9,4.6,8.8,1.5,2.3,1.5,19.7,7.4,45.7,0.3,78.9,13784.0,,,,,,,,,,,,,,,,,,,,,,,,102766.0,5896.0,5.7,59.8,6GHOB,Greater Hobart,71
2012,,,,,,,,,3827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81687.0,82181.0,163872.0,3791.0,115.0,7267.0,2450.0,6660.0,3935.0,15417.0,12290.0,4235.0,3385.0,4907.0,2140.0,7985.0,8935.0,13179.0,16824.0,18470.0,2888.0,4817.0,145512.0,,,,,6GHOB,Greater Hobart,72
2013,,,,,,,,,3964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80968.0,81309.0,162277.0,3991.0,178.0,7152.0,2462.0,7053.0,3734.0,15098.0,11993.0,4103.0,2910.0,4896.0,2000.0,7391.0,9110.0,14451.0,16062.0,18745.0,2834.0,4846.0,144380.0,,,,,6GHOB,Greater Hobart,73
2014,,,,,,,,,3997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82440.0,81363.0,163802.0,3760.0,136.0,7536.0,2249.0,7053.0,3603.0,15288.0,13080.0,4233.0,2830.0,4817.0,2231.0,7664.0,8350.0,14210.0,16412.0,19726.0,2969.0,5075.0,146257.0,,,,,6GHOB,Greater Hobart,74
2015,,,,,,,,,4078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82888.0,82887.0,165771.0,4577.0,90.0,7985.0,2619.0,7248.0,3987.0,15183.0,13314.0,4747.0,3398.0,5125.0,2206.0,7529.0,9067.0,12704.0,16049.0,19759.0,3296.0,5340.0,148650.0,,,,,6GHOB,Greater Hobart,75
2016,2175.0,1481.0,2347.0,858.0,429.0,3653.0,618.0,2947.0,4463.0,58.6,4.7,2.4,14.1,7.9,19.7,9.8,4.0,2.5,12.5,6.1,2.2,10.2,8.2,16.2,13.5,3.4,5.3,0.3,15.7,46.4,8.4,25.9,6.7,4.1,0.5,8.0,11.3,22.6,13.3,12.8,14.7,9.7,4.5,9.2,1.7,1.5,1.3,21.7,4.5,48.4,0.3,79.5,13565.0,84068.0,82857.0,166923.0,4737.0,20.0,8411.0,2269.0,7181.0,4096.0,15353.0,13796.0,4719.0,2561.0,5038.0,2267.0,7461.0,9374.0,12301.0,16321.0,20334.0,2985.0,5389.0,149464.0,105667.0,6784.0,6.4,58.0,6GHOB,Greater Hobart,76
2017,2159.0,1463.0,2220.0,931.0,461.0,3640.0,717.0,2841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,77
2011,,,,,,,,,2927.0,48.5,1.5,1.1,8.2,6.2,21.2,10.2,1.9,1.5,17.8,6.8,3.8,9.4,8.3,13.2,9.6,2.5,6.3,0.1,18.9,29.4,8.9,36.1,10.8,6.7,0.4,7.7,13.2,15.3,15.7,10.9,12.1,9.6,8.4,13.4,1.5,2.8,1.2,16.6,10.1,44.4,0.3,77.2,18800.0,,,,,,,,,,,,,,,,,,,,,,,,128861.0,8813.0,6.8,56.4,6RTAS,Rest of Tas.,78
2012,,,,,,,,,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99848.0,111437.0,211288.0,15257.0,3784.0,15176.0,1544.0,9740.0,5834.0,17998.0,14150.0,7688.0,1123.0,4866.0,2988.0,7574.0,12303.0,8687.0,17159.0,20194.0,3063.0,5087.0,182845.0,,,,,6RTAS,Rest of Tas.,79
2013,,,,,,,,,2921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97645.0,109273.0,206920.0,14718.0,3790.0,14836.0,1588.0,9801.0,5796.0,17530.0,14252.0,7851.0,1098.0,5003.0,2925.0,6327.0,11742.0,9054.0,15783.0,21363.0,3006.0,5257.0,179399.0,,,,,6RTAS,Rest of Tas.,80
2014,,,,,,,,,2957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99120.0,108127.0,207245.0,14773.0,3574.0,14548.0,1428.0,9406.0,5288.0,18060.0,13783.0,7748.0,995.0,4742.0,3469.0,6685.0,11301.0,10178.0,16318.0,22501.0,2839.0,5337.0,180705.0,,,,,6RTAS,Rest of Tas.,81
2015,,,,,,,,,3075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99268.0,108024.0,207292.0,16638.0,3400.0,13929.0,1802.0,9484.0,5411.0,18342.0,14772.0,7885.0,1332.0,4968.0,3329.0,6681.0,11454.0,8761.0,15738.0,22433.0,2947.0,5832.0,181614.0,,,,,6RTAS,Rest of Tas.,82
2016,2332.0,1768.0,2881.0,798.0,445.0,4143.0,847.0,3215.0,3292.0,53.5,2.0,1.3,8.9,7.2,22.6,11.4,1.8,1.4,16.2,6.4,3.7,9.8,8.4,13.0,10.6,2.5,6.1,0.3,19.9,32.1,9.0,34.0,9.4,5.5,0.4,9.6,13.0,15.6,14.6,12.0,11.6,10.0,7.9,13.6,1.8,1.9,1.1,19.0,7.2,45.5,0.3,76.7,17443.0,99652.0,107632.0,207281.0,17393.0,2611.0,13686.0,1372.0,9211.0,5418.0,18198.0,15211.0,7861.0,913.0,5289.0,3148.0,6292.0,11821.0,8376.0,15413.0,22903.0,2674.0,5933.0,181647.0,126890.0,9485.0,7.5,53.6,6RTAS,Rest of Tas.,83
2017,2397.0,1695.0,2832.0,866.0,398.0,4117.0,913.0,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,84
2011,,,,,,,,,2841.0,61.8,3.1,2.0,12.1,7.5,20.5,16.5,2.3,2.2,16.0,4.9,2.2,8.1,6.4,14.8,9.7,2.2,4.8,0.1,26.2,44.5,13.0,18.8,4.8,3.7,0.7,14.4,12.6,19.5,16.2,12.8,16.3,7.4,6.2,7.3,1.7,3.3,1.4,16.2,14.0,34.4,0.7,71.1,8028.0,,,,,,,,,,,,,,,,,,,,,,,,65399.0,2354.0,3.6,68.7,7GDAR,Greater Darwin,85
2012,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65829.0,75277.0,141106.0,2725.0,2669.0,4797.0,1156.0,10686.0,3670.0,11362.0,12009.0,5182.0,896.0,2377.0,2177.0,6220.0,11361.0,16854.0,11566.0,11312.0,4268.0,4297.0,129907.0,,,,,7GDAR,Greater Darwin,86
2013,,,,,,,,,3256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68993.0,80760.0,149754.0,2478.0,2713.0,4848.0,1130.0,13435.0,3871.0,11428.0,12223.0,5332.0,780.0,2372.0,2278.0,5865.0,11960.0,26529.0,8686.0,9684.0,4244.0,4590.0,138947.0,,,,,7GDAR,Greater Darwin,87
2014,,,,,,,,,3351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68385.0,83201.0,151584.0,2485.0,2419.0,4715.0,1276.0,15947.0,3767.0,11769.0,12697.0,5665.0,714.0,2895.0,2643.0,6334.0,13724.0,21893.0,8465.0,10480.0,4150.0,4693.0,141246.0,,,,,7GDAR,Greater Darwin,88
2015,,,,,,,,,3522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68611.0,82849.0,151461.0,2821.0,2091.0,4664.0,1438.0,16375.0,4012.0,11411.0,12945.0,5690.0,717.0,3203.0,2643.0,6852.0,12754.0,21171.0,8483.0,11458.0,4432.0,4680.0,141737.0,,,,,7GDAR,Greater Darwin,89
2016,1991.0,108.0,1246.0,406.0,447.0,2074.0,504.0,1538.0,3702.0,66.7,4.3,2.2,13.9,8.4,22.3,15.7,2.2,2.1,17.4,5.3,1.9,8.6,6.4,15.4,10.3,2.0,4.5,0.2,23.5,50.2,11.6,16.6,3.9,3.1,0.6,14.0,12.3,19.3,17.3,12.4,14.6,7.3,5.9,8.8,2.1,2.5,1.7,19.0,9.8,40.1,0.5,75.0,7600.0,66818.0,78959.0,145774.0,2883.0,1435.0,4314.0,1358.0,14907.0,3770.0,10763.0,13284.0,5264.0,624.0,2578.0,2579.0,7018.0,11497.0,14818.0,10723.0,15285.0,4240.0,4687.0,136369.0,74823.0,3466.0,4.6,68.5,7GDAR,Greater Darwin,90
2017,1982.0,102.0,1222.0,410.0,499.0,2118.0,264.0,1727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,91
2011,,,,,,,,,1101.0,48.8,1.9,1.5,8.0,5.1,16.5,15.8,1.7,1.0,13.3,4.9,3.5,8.9,8.6,10.5,9.0,2.1,4.2,0.2,32.0,30.2,11.3,20.4,9.2,13.4,2.7,12.9,11.1,20.7,13.3,14.3,11.9,5.7,5.8,13.5,3.7,1.4,0.5,7.2,9.2,32.5,0.4,52.5,6761.0,,,,,,,,,,,,,,,,,,,,,,,,37809.0,3037.0,8.0,57.5,7RNTE,Rest of NT,92
2012,,,,,,,,,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29743.0,30892.0,60639.0,1918.0,1777.0,1169.0,366.0,2739.0,804.0,5299.0,5124.0,1474.0,394.0,553.0,771.0,2237.0,3038.0,7989.0,6134.0,7778.0,1240.0,3331.0,56980.0,,,,,7RNTE,Rest of NT,93
2013,,,,,,,,,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30603.0,31339.0,61937.0,1769.0,1698.0,776.0,353.0,2773.0,797.0,5091.0,5199.0,1297.0,385.0,583.0,792.0,1630.0,3046.0,13869.0,4398.0,6941.0,1252.0,3258.0,58549.0,,,,,7RNTE,Rest of NT,94
2014,,,,,,,,,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29442.0,30071.0,59514.0,1868.0,1445.0,691.0,318.0,2743.0,942.0,5142.0,5475.0,1346.0,476.0,684.0,746.0,1488.0,2861.0,11076.0,4345.0,7230.0,1298.0,3633.0,56281.0,,,,,7RNTE,Rest of NT,95
2015,,,,,,,,,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29498.0,30445.0,59936.0,2025.0,1312.0,747.0,375.0,2839.0,942.0,4921.0,5556.0,1471.0,362.0,707.0,761.0,1423.0,3198.0,10513.0,4176.0,8197.0,1306.0,3834.0,56862.0,,,,,7RNTE,Rest of NT,96
2016,1430.0,200.0,1426.0,72.0,178.0,1657.0,741.0,656.0,1371.0,54.6,2.4,1.6,8.1,5.3,15.8,21.4,1.3,0.9,10.7,3.7,3.2,8.5,7.4,9.6,9.6,1.8,3.7,0.2,39.4,31.6,11.4,18.5,7.7,10.5,2.3,18.0,12.0,22.0,12.2,17.0,11.9,5.8,5.1,10.5,3.4,0.9,0.6,6.5,6.7,33.6,0.3,49.4,6446.0,28060.0,29207.0,57259.0,2077.0,1059.0,766.0,390.0,3140.0,865.0,4580.0,5281.0,1530.0,290.0,540.0,735.0,1460.0,2948.0,6742.0,5134.0,9681.0,1327.0,3613.0,54396.0,34891.0,4139.0,11.9,51.5,7RNTE,Rest of NT,97
2017,1331.0,181.0,1306.0,68.0,150.0,1515.0,435.0,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,98
2011,,,,,,,,,12306.0,64.5,8.8,3.8,21.3,9.0,13.4,8.1,5.9,6.2,9.6,4.2,1.8,7.3,6.9,19.0,19.4,4.2,3.4,0.1,12.1,66.4,5.2,15.1,4.0,2.9,0.4,6.1,15.8,29.6,10.2,9.3,19.2,6.8,2.4,4.7,2.0,2.5,1.4,26.6,7.3,42.4,2.2,85.0,23936.0,,,,,,,,,,,,,,,,,,,,,,,,202877.0,7257.0,3.6,69.9,8ACTE,Australian Capital Territory,99
